0, -1000, -1000, -1000, -1000, 1000
0.5, -1000, -1000, -1000, -1000, 1000
1.0, -1000, -1000, -1000, -1000, 1000
1.5, -1000, -1000, -1000, -1000, 1000
2.0, -1000, -1000, -1000, -1000, 1000
2.5, -1000, -1000, -1000, -1000, 1000
3.0, 60, 55, 52, 36, Cmajor
3.5, -60, -55, -52, -36, Cmajor
4.0, 64, 60, 55, 36, Cmajor
4.5, -64, -60, -55, -36, Cmajor
5.0, 67, 62, 55, 35, Gmajor
5.5, -67, -62, -55, -35, Gmajor
6.0, 64, 62, 55, 36, Cmajor
6.5, -64, 60, -55, 40, Cmajor
7.0, 62, -60, 55, 43, Cother
7.5, -62, 59, -55, -43, Gmajor
8.0, 64, 60, 55, 48, Cmajor
8.5, -64, -60, -55, 47, Cmajor
9.0, 66, 60, 57, 45, F#diminished
9.5, -66, -60, -57, -45, F#diminished
10.0, 67, 59, 50, 43, Gmajor
10.5, -67, -59, -50, -43, Gmajor
11.0, 69, 62, 53, 50, Dminor
11.5, -69, -62, -53, 48, Dminor
12.0, 67, 62, 55, 47, Gmajor
12.5, 65, -62, -55, -47, Gmajor
13.0, 64, -62, 55, 48, Cmajor
13.5, -64, 60, -55, -48, Cmajor
14.0, 62, 60, 57, 42, Dmajor
14.5, -62, 59, 52, 44, Emajor
15.0, 60, 57, -52, 45, Aminor
15.5, 62, 55, 50, 47, Gmajor
16.0, 64, 55, 50, 48, Cmajor
16.5, -64, -55, 48, -48, Cmajor
17.0, 62, 55, -48, 43, Cother
17.5, -62, -55, 47, -43, Gmajor
18.0, 60, 55, 52, 36, Cmajor
18.5, -60, -55, -52, -36, Cmajor
19.0, 62, 59, 55, 43, Gmajor
19.5, -62, -59, -55, -43, Gmajor
20.0, 64, 60, 55, 36, Cmajor
20.5, -64, -60, -55, 38, Cmajor
21.0, 64, 60, 55, 40, Cmajor
21.5, -64, -60, -55, 42, Cmajor
22.0, 62, 60, 55, 43, Cother
22.5, -62, -60, -55, 45, Aminor
23.0, 67, 59, 50, 47, Gmajor
23.5, -67, -59, 55, 52, Eminor
24.0, 67, 57, 52, 48, Aminor
24.5, -67, -57, 48, 45, Aminor
25.0, 66, 57, 50, 50, Dmajor
25.5, -66, -57, -50, 38, Dmajor
26.0, 67, 59, 50, 43, Gmajor
26.5, -67, -59, -50, -43, Gmajor
27.0, 64, 55, 48, 48, Cmajor
27.5, -64, -55, -48, 46, Cmajor
28.0, 65, 57, 48, 45, Fmajor
28.5, -65, -57, 50, 47, Bdiminished
29.0, 64, 55, 52, 48, Cmajor
29.5, -64, 60, -52, -48, Cmajor
30.0, 62, 60, 57, 42, Dmajor
30.5, -62, 59, 52, 44, Emajor
31.0, 60, -59, 52, 45, Aminor
31.5, -60, 57, -52, -45, Aminor
32.0, 60, 55, 52, 40, Cmajor
32.5, -60, -55, -52, 41, Cmajor
33.0, 59, 55, 50, 43, Gmajor
33.5, -59, -55, -50, -43, Gmajor
34.0, 60, 55, 52, 36, Cmajor
