original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Dminor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,62,Gmajor,59,Gmajor
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Dminor,60,57,62,57,57,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,48,Cmajor
55,Gmajor,60,59,62,55,55,60,Cmajor,64,Dminor
55,Cmajor,60,60,60,55,55,60,Cmajor,64,Aminor
59,Gmajor,59,59,59,59,59,62,Gmajor,62,Dmajor
62,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor
62,Dmajor,60,62,62,62,62,60,Fmajor,64,Cmajor
62,Bminor,62,62,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,64,60,67,67,67,60,Cmajor,60,Cmajor
64,Eminor,62,59,67,62,64,62,Gmajor,64,Amajor
62,Gother,60,67,67,60,62,62,Gmajor,65,Dminor
-62,Dmajor,60,62,62,62,62,67,Cmajor,62,Gmajor
59,Gmajor,60,59,62,59,59,65,Fmajor,64,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
60,Dminor,60,57,62,57,57,62,Gmajor,59,Gmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
55,Gmajor,60,59,62,55,55,60,Cother,60,Cmajor
55,Cmajor,60,60,60,55,55,62,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
62,Dmajor,60,62,62,62,62,60,Cmajor,60,Cmajor
62,Bminor,62,62,62,62,62,55,Cmajor,55,Cmajor
60,Cmajor,64,60,67,67,67,60,Fmajor,60,Cmajor
64,Eminor,62,59,67,62,64,62,Gmajor,64,Amajor
62,Gother,60,67,67,60,62,62,Gmajor,65,Dminor
-62,Dmajor,60,62,62,62,62,67,Cmajor,62,Gmajor
59,Gmajor,60,59,62,59,59,65,Fmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
64,Aminor,64,60,64,64,64,62,Gmajor,60,Fmajor
65,Bdiminished,62,59,65,65,65,62,Gmajor,59,Gmajor
60,Fmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
57,Dminor,60,57,62,57,57,60,Cother,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
59,Gmajor,59,59,59,55,55,60,Cmajor,55,Cmajor
64,Eminor,60,59,59,64,64,60,Cmajor,57,Fmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,52,Aminor
60,Dminor,59,57,57,60,60,1000,Fmajor,1000,Dminor
60,Fmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
