original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,67,Gmajor
67,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor
-67,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor
67,Gmajor,67,59,67,67,67,64,Cmajor,65,Bdiminished
67,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
-67,Cmajor,67,60,67,67,67,60,Fmajor,72,Cmajor
66,Dmajor,67,62,69,65,66,72,Cmajor,69,Fmajor
67,Cmajor,64,60,67,67,67,67,Gmajor,69,Fmajor
69,Dmajor,64,62,62,69,69,72,Cmajor,67,Cmajor
67,Gmajor,62,59,62,67,67,67,Cmajor,67,Cmajor
64,Aminor,60,60,64,64,64,67,Cmajor,67,Cmajor
66,Dmajor,60,62,62,65,66,64,Gmajor,67,Cmajor
-66,Dmajor,60,62,62,65,66,64,Gmajor,67,Cmajor
62,Gmajor,60,59,62,62,62,64,Gmajor,67,Cmajor
-62,Gmajor,60,59,62,62,62,67,Cmajor,67,Cmajor
-62,Gmajor,60,59,62,62,62,67,Cmajor,59,Gmajor
60,Cmajor,64,60,67,67,67,67,Cmajor,60,Cmajor
-60,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
67,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,64,Cmajor
-67,Cmajor,67,60,67,67,67,67,Cmajor,67,Cmajor
69,Fmajor,69,60,69,69,69,72,Cmajor,67,Gmajor
64,Cmajor,67,60,67,64,64,67,Gmajor,67,Gmajor
69,Dminor,67,57,65,69,69,67,Gmajor,67,Gmajor
67,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
67,Cmajor,64,60,67,64,64,67,Cmajor,67,Cmajor
-67,Cmajor,64,60,67,64,64,64,Cmajor,71,Gmajor
-67,Cmajor,64,60,67,64,64,64,Cmajor,67,Gmajor
67,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
-67,Cmajor,64,60,67,67,67,60,Fmajor,72,Cmajor
67,Gmajor,67,59,67,67,67,67,Cmajor,72,Cmajor
67,Cmajor,67,60,67,67,67,67,Gmajor,72,Cmajor
-67,Cmajor,67,60,67,67,67,72,Cmajor,72,Cmajor
66,Dmajor,67,62,69,65,66,60,Fmajor,72,Fmajor
67,Cmajor,64,60,67,67,67,72,Aminor,72,Fmajor
69,Dmajor,64,62,62,69,69,67,Gmajor,71,Gmajor
67,Gmajor,62,59,62,67,67,72,Cmajor,72,Cmajor
64,Aminor,60,60,64,64,64,72,Cmajor,72,Cmajor
66,Dmajor,60,62,62,65,66,67,Cmajor,72,Cmajor
-66,Dmajor,60,62,62,65,66,67,Cmajor,72,Cmajor
62,Gmajor,60,59,62,62,62,67,Cmajor,72,Cmajor
-62,Gmajor,60,59,62,62,62,64,Cmajor,65,Dminor
-62,Gmajor,60,59,62,62,62,64,Cmajor,64,Cmajor
60,Cmajor,64,60,67,67,67,60,Fmajor,67,Cmajor
-60,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor
67,Gmajor,67,59,67,67,67,72,Cmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,74,Cother,67,Cmajor
-67,Cmajor,67,60,67,67,67,67,Gmajor,67,Cmajor
69,Fmajor,69,60,69,69,69,67,Cmajor,69,Fmajor
64,Cmajor,67,60,67,64,64,67,Cmajor,67,Cmajor
69,Dminor,67,57,65,69,69,64,Gmajor,67,Cother
67,Gmajor,67,59,67,67,67,64,Gmajor,64,Gmajor
67,Cmajor,64,60,67,64,64,67,Cmajor,64,Cmajor
-67,Cmajor,64,60,67,64,64,64,Cmajor,64,Cmajor
-67,Cmajor,64,60,67,64,64,64,Cmajor,64,Cmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
-67,Cmajor,67,60,67,67,67,72,Cmajor,69,Fmajor
69,Fmajor,69,60,69,69,69,67,Cmajor,69,Fmajor
70,Cmajor,67,60,72,59,60,60,Fmajor,67,Cmajor
-70,Cmajor,67,60,72,59,60,60,Fmajor,67,Gmajor
69,Fmajor,69,60,69,69,69,60,Fmajor,57,Dmajor
64,Cmajor,67,60,67,64,64,64,Gmajor,64,Gmajor
69,Dminor,67,57,65,69,69,60,Cmajor,64,Cmajor
67,Gmajor,67,59,67,67,67,60,Cmajor,64,Cmajor
67,Cmajor,67,60,67,67,67,60,Cmajor,62,Gmajor
-67,Cmajor,67,60,67,67,67,62,Gmajor,65,Fmajor
-67,Cmajor,67,60,67,67,67,62,Gmajor,65,Fmajor
72,Cmajor,67,60,72,72,72,62,Gmajor,65,Fmajor
70,Cmajor,67,60,72,67,67,67,Cmajor,62,Gmajor
-70,Aminor,67,60,70,70,70,60,Fmajor,64,Gmajor
69,Fmajor,72,60,72,69,69,64,Gmajor,64,Cmajor
71,Bdiminished,72,59,71,71,71,64,Cmajor,64,Cmajor
72,Cmajor,67,60,72,72,72,69,Fmajor,64,Cmajor
72,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,67,Gmajor
-67,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
67,Gmajor,67,59,67,67,67,67,Cmajor,64,Cmajor
-67,Gmajor,67,59,67,67,67,67,Cmajor,64,Cmajor
-67,Gmajor,67,59,67,67,67,64,Gmajor,64,Gmajor
67,Cmajor,67,60,67,67,67,64,Gmajor,64,Gmajor
-67,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
67,Cmajor,67,60,72,67,67,64,Cmajor,64,Cmajor
69,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor
-69,Dminor,69,57,69,69,69,72,Cmajor,69,Fmajor
67,Eminor,67,59,67,67,67,69,Fmajor,69,Fmajor
65,Fmajor,64,60,65,64,65,60,Fmajor,67,Cmajor
62,Gmajor,67,59,67,62,62,60,Fmajor,67,Gmajor
67,Gmajor,67,59,67,67,67,60,Fmajor,64,Gmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,60,Cmajor
-67,Cmajor,67,60,67,67,67,60,Cmajor,60,Cmajor
-67,Cmajor,67,60,67,60,60,60,Aminor,62,Gmajor
65,Fmajor,64,60,65,65,65,62,Dmajor,65,Fother
-65,Fmajor,64,60,65,65,65,62,Gmajor,65,Fmajor
-65,Fmajor,64,60,65,65,65,62,Gmajor,65,Fmajor
67,Cmajor,67,60,67,67,67,62,Gmajor,65,Dminor
-67,Cmajor,67,60,67,67,67,67,Cmajor,62,Gmajor
67,Cmajor,67,60,72,67,67,60,Fmajor,74,Gmajor
67,Dminor,69,57,69,67,67,64,Gmajor,64,Gmajor
-67,Gmajor,69,59,67,67,67,64,Cmajor,64,Cmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,69,Fmajor
65,Dminor,67,57,65,69,69,60,Fmajor,67,Cmajor
62,Gmajor,67,59,67,62,62,60,Fmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,1000,1000,65,Fmajor
67,Cother,67,60,67,67,67,1000,1000,74,Cother
-67,Gmajor,67,59,67,67,67,1000,1000,1000,Cmajor
-67,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor
67,Cmajor,64,60,67,67,67
