original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
72,Aminor,67,60,69,72,72,64,Cmajor,67,Gmajor
69,Dminor,69,57,69,69,69,60,Fmajor,67,Cmajor
74,Gmajor,67,59,67,67,67,64,Gmajor,69,Fmajor
71,Eminor,67,59,67,71,71,72,Cmajor,72,Cmajor
69,Fmajor,69,60,69,69,69,72,Cmajor,71,Gmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,72,Cmajor
71,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor
71,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor
72,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor
72,Fmajor,69,60,69,69,69,72,Cmajor,72,Cmajor
72,Cmajor,67,60,72,72,72,72,Cmajor,72,Cmajor
72,Dminor,69,57,69,72,72,74,Cother,74,Cother
72,Dminor,67,57,65,72,72,67,Gmajor,71,Gmajor
71,Gmajor,67,59,67,71,71,67,Cmajor,72,Cmajor
67,Cmajor,64,60,67,67,67,67,Gmajor,72,Cmajor
-67,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor
72,Cmajor,67,60,67,72,72,72,Cmajor,72,Cmajor
69,Dminor,69,57,69,69,69,72,Fmajor,72,Fmajor
74,Gmajor,67,59,67,67,67,72,Cmajor,74,Gmajor
71,Eminor,67,59,67,71,71,72,Fmajor,60,Cmajor
69,Fmajor,69,60,69,69,69,72,Cmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,69,Fmajor,67,Gmajor
71,Gmajor,67,59,67,71,71,60,Fmajor,67,Gmajor
71,Gmajor,67,59,67,71,71,64,Cmajor,64,Cmajor
72,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor
72,Fmajor,69,60,69,69,69,67,Cmajor,67,Cmajor
72,Cmajor,67,60,72,72,72,67,Gmajor,67,Gmajor
72,Dminor,69,57,69,72,72,72,Cmajor,67,Gmajor
72,Dminor,67,57,65,72,72,67,Cmajor,60,Cmajor
71,Gmajor,67,59,67,71,71,60,Fmajor,69,Dminor
67,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor
-67,Cmajor,64,60,67,67,67,64,Gmajor,67,Cmajor
71,Gmajor,67,59,67,71,71,64,Cmajor,67,Gmajor
73,C#diminished,67,61,61,73,73,64,Cmajor,64,Cmajor
74,Dminor,69,57,69,74,74,60,Fmajor,72,Cmajor
74,Gminor,69,62,70,74,74,72,Cmajor,67,Gmajor
74,Ediminished,67,58,67,74,74,72,Cmajor,67,Gmajor
73,Amajor,67,64,69,72,73,69,Fmajor,67,Cmajor
69,Dminor,67,57,65,69,69,60,Fmajor,65,Dminor
-69,Dminor,67,57,65,69,69,60,Fmajor,64,Cmajor
74,Dminor,69,57,69,74,74,67,Cmajor,67,Cmajor
74,Eminor,67,59,67,72,74,67,Gmajor,67,Gmajor
72,Fmajor,72,60,72,72,72,67,Gmajor,67,Gmajor
74,Gminor,67,62,72,74,74,72,Cmajor,67,Cmajor
72,Fmajor,72,60,72,72,72,72,Cmajor,67,Cmajor
70,Cmajor,67,60,72,72,72,60,Fmajor,69,Fmajor
69,Fmajor,69,60,69,69,69,64,Gmajor,67,Cmajor
-69,Fmajor,69,60,69,69,69,64,Gmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,64,Cmajor,71,Gmajor
72,Bdiminished,69,59,69,67,72,64,Cmajor,71,Gmajor
71,Gmajor,67,59,67,67,67,60,Fmajor,72,Cmajor
74,Eminor,67,59,67,72,67,72,Cmajor,72,Cmajor
72,Fmajor,69,60,69,72,72,72,Cmajor,71,Gmajor
72,Aminor,67,60,69,72,72,60,Fmajor,72,Cmajor
67,Gmajor,67,59,67,67,67,64,Cmajor,71,Gmajor
71,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor
72,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor
71,Bother,69,71,71,71,71,72,Cmajor,72,Cmajor
67,Eminor,67,59,67,72,67,72,Cmajor,72,Cmajor
72,Cmajor,64,60,67,72,72,70,Aminor,72,Cmajor
72,Cmajor,67,60,67,72,72,67,Eminor,72,Cmajor
71,Gmajor,67,59,67,71,71,60,Fmajor,60,Fmajor
67,Cmajor,64,60,67,67,67,64,Gmajor,64,Gmajor
67,Cmajor,64,60,67,67,67
