original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
57,Fmajor,55,60,57,57,57,60,Cmajor,55,Cmajor
57,Dminor,59,57,57,57,57,59,Cmajor,55,Cmajor
60,Aminor,60,60,60,60,60,60,Fmajor,57,Fmajor
59,Eminor,60,59,59,60,59,52,Cmajor,52,Cmajor
60,Dminor,60,57,62,60,60,52,Cmajor,52,Cmajor
62,Gmajor,60,59,62,62,62,60,Fmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
55,Gmajor,60,59,62,62,62,59,Cmajor,60,Cmajor
57,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
60,Dminor,59,57,57,60,60,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
-60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
-60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
57,Fmajor,55,60,57,57,57,59,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
60,Dminor,60,57,62,60,60,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,62,Gmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
55,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
57,Fmajor,60,60,60,60,60,60,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Bdiminished
60,Dminor,59,57,57,60,60,55,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
-60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
-60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Dmajor,59,62,57,60,60,59,Gmajor,59,Gmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
62,Gmajor,59,59,59,62,62,60,Cmajor,60,Cmajor
62,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Dminor,59,57,57,59,60,60,Cmajor,60,Cmajor
57,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
57,D#diminished,55,66,57,57,57,60,Cmajor,62,Gmajor
56,Emajor,55,59,56,56,56,60,Cmajor,60,Cmajor
56,Emajor,55,59,56,56,56,60,Cmajor,60,Cmajor
57,Aminor,55,60,57,57,57,60,Cmajor,57,Fmajor
55,Gmajor,59,59,59,55,55,59,Cmajor,55,Cmajor
52,Cmajor,60,60,60,55,55,60,Fmajor,57,Fmajor
55,Gmajor,59,59,59,55,55,60,Fmajor,59,Eminor
57,Fmajor,60,60,60,57,57,1000,Fmajor,1000,Dminor
60,Cmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
60,Cother,59,60,60,59,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
