original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
57,Aminor,55,60,57,57,57,60,Cmajor,55,Cother
59,Eminor,60,59,59,60,59,55,Gmajor,55,Gmajor
62,Gmajor,60,59,62,62,62,59,Cmajor,60,Cmajor
60,Fmajor,60,60,60,62,60,60,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
55,Ediminished,60,58,62,60,62,60,Fmajor,60,Cmajor
60,Fmajor,60,60,60,57,57,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
57,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
56,G#diminished,59,62,56,55,56,57,Fmajor,55,Cmajor
55,C#diminished,60,61,61,55,55,59,Bdiminished,55,Cmajor
53,Dminor,60,57,62,62,62,59,Cmajor,55,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,55,Cmajor
55,Cmajor,60,60,60,55,55,55,Cmajor,55,Cmajor
-55,Aminor,60,60,64,55,55,60,Cmajor,60,Cmajor
59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
59,Emajor,60,59,59,59,59,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
55,Ediminished,60,58,64,60,55,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
52,Aminor,55,60,57,52,52,60,Fmajor,60,Cmajor
57,F#diminished,60,60,57,57,57,59,Gmajor,59,Gmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,Fmajor,55,60,57,53,53,59,Gmajor,55,Cmajor
61,C#diminished,60,61,61,60,61,55,Gmajor,55,Cmajor
62,Dminor,60,57,62,62,62,55,Cmajor,57,Fmajor
60,Aminor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,B-major,59,62,58,58,58,60,Fmajor,60,Cmajor
58,Ediminished,60,58,62,60,58,60,Fmajor,60,Cmajor
57,Fmajor,60,60,60,57,57,59,Fmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Fmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,60,Fmajor,59,Gmajor
52,Aminor,55,60,57,52,52,60,Fmajor,55,Gmajor
55,Gmajor,60,59,62,62,62,57,Fmajor,55,Cmajor
59,Gmajor,60,59,62,59,59,60,Fmajor,52,Aminor
-59,Emajor,60,59,59,59,59,1000,Fmajor,1000,Dminor
57,Fmajor,60,60,60,57,57,60,Fmajor,67,Ediminished
57,Dmajor,59,62,57,57,57,60,Fmajor,60,Fmajor
55,Gmajor,59,59,59,55,55,59,Cmajor,55,Cmajor
52,Cmajor,55,60,55,52,52
