original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
60,Aminor,60,60,60,60,60,59,Cmajor,60,Cmajor
59,Emajor,59,59,59,59,59,60,Cmajor,60,Cmajor
57,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,Fmajor,60,60,60,57,57,59,Gmajor,59,Gmajor
58,Cmajor,60,60,60,55,55,59,Cmajor,60,Cmajor
-58,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,Fmajor,60,60,60,60,60,60,Cmajor,60,Fmajor
59,Eminor,60,59,59,59,59,62,Gmajor,60,Fmajor
60,Fmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
60,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,64,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,62,Gmajor
-55,Cmajor,55,60,55,55,55,62,Gmajor,62,Gmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
59,G#diminished,59,62,56,59,59,59,Cmajor,60,Cmajor
57,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
56,Emajor,55,59,56,56,56,60,Dminor,60,Cmajor
-56,Emajor,55,59,56,56,56,59,Gmajor,60,Cmajor
57,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Fmajor
57,Amajor,60,64,61,57,57,60,Cmajor,57,Fmajor
57,Dminor,60,57,62,57,57,60,Cmajor,55,Cmajor
59,Bdiminished,60,59,59,57,59,60,Cmajor,55,Cmajor
59,Emajor,60,59,59,59,59,60,Cmajor,55,Cmajor
-59,Emajor,60,59,59,59,59,60,Cmajor,55,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,57,Fmajor
57,Aminor,60,60,60,55,57,60,Cmajor,60,Cmajor
52,Eminor,60,59,59,64,64,60,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
59,Gmajor,59,59,59,59,59,52,Cmajor,52,Cmajor
60,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
-60,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
57,Dmajor,59,62,57,57,57,59,Cmajor,55,Cmajor
55,Gmajor,59,59,59,62,62,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
62,Gminor,60,62,62,64,62,60,Cmajor,55,Cmajor
64,Amajor,60,64,57,64,64,60,Cmajor,57,Fmajor
62,Dmajor,57,62,57,57,57,55,Cmajor,55,Cmajor
59,Gmajor,60,59,62,59,59,60,Fmajor,57,Fmajor
-59,Gmajor,60,59,62,59,59,59,Gmajor,60,Cmajor
59,Eminor,60,59,59,60,59,59,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Aminor,60,Cmajor
58,B-major,60,62,58,58,58,62,Dmajor,60,Cmajor
58,Gminor,60,62,62,59,58,62,Gmajor,60,Fmajor
55,Amajor,60,64,61,57,57,62,Gmajor,60,Cmajor
53,Dminor,59,57,57,53,53,60,Cmajor,60,Cmajor
-53,Dminor,59,57,57,53,53,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Fmajor,60,Cmajor
55,Cmajor,60,60,60,57,55,59,Cmajor,55,Cmajor
59,Bdiminished,60,59,59,57,59,55,Gmajor,60,Aminor
60,Cmajor,60,60,60,60,60,60,Aminor,60,Aminor
60,Cother,59,60,60,59,60,60,Aminor,60,Aminor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
