original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Gmajor,55,Gmajor
-1000,1000,1000,1000,1000,1000,1000,55,Gmajor,55,Gmajor
-1000,1000,1000,1000,1000,1000,1000,55,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,52,Cmajor,55,Gmajor
55,Gmajor,59,59,59,55,55,53,Dminor,53,Dminor
55,Gmajor,59,59,59,55,55,50,Gmajor,50,Gmajor
55,Cmajor,55,60,55,55,55,52,Cmajor,50,Gmajor
55,Cmajor,55,60,55,55,55,53,Fmajor,55,Aminor
53,Fmajor,54,60,53,53,53,60,Fmajor,55,Gmajor
55,Cmajor,50,60,52,55,55,60,Fmajor,59,Gmajor
53,Dminor,54,57,53,55,53,59,Cmajor,55,Cmajor
55,Eminor,55,59,55,55,55,60,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,55,Cmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,52,Cmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,53,Dminor,53,Fmajor
60,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,55,Gmajor
62,Gmajor,60,59,62,62,62,59,Cmajor,55,Cmajor
59,Gmajor,60,59,62,59,59,55,Gmajor,55,Gmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
53,Fmajor,54,60,53,53,53,60,Fmajor,55,Cmajor
50,Gmajor,55,59,55,50,50,60,Fmajor,62,Gmajor
52,Cmajor,55,60,55,52,52,59,Fmajor,60,Cmajor
-52,Cmajor,55,60,55,52,52,60,Fmajor,55,Cmajor
55,Cmajor,60,60,60,55,55,57,Fmajor,57,Fmajor
59,Emajor,60,59,59,59,59,60,Fmajor,60,Cmajor
59,Aminor,60,60,60,57,57,60,Dminor,55,Cmajor
56,G#other,59,56,56,57,56,59,Gmajor,55,Cmajor
56,Emajor,60,59,59,56,56,60,Cmajor,55,Cmajor
-57,Aother,60,64,57,56,57,60,Cmajor,55,Cmajor
57,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor
57,Fmajor,55,60,57,57,57,55,Gmajor,55,Gmajor
59,Bdiminished,59,59,59,57,59,55,Cmajor,55,Cmajor
55,Gmajor,60,59,62,55,55,52,Cmajor,53,Bdiminished
55,Cmajor,60,60,60,55,55,53,Dminor,53,Fmajor
-55,Aminor,60,60,60,55,55,55,Gmajor,55,Cmajor
53,Fmajor,55,60,57,53,53,60,Cmajor,60,Cmajor
-53,Fmajor,55,60,57,53,53,60,Cmajor,60,Cmajor
62,Gmajor,59,59,59,62,62,60,Cmajor,60,Aminor
59,Bdiminished,60,59,59,60,59,62,Gmajor,60,Dmajor
60,Cmajor,60,60,60,55,55,60,Cmajor,59,Gmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
53,Fmajor,54,60,53,53,53,55,Gmajor,55,Cmajor
50,Gmajor,50,59,50,50,50,55,Gmajor,55,Cmajor
48,Fother,55,60,55,48,48,55,Cmajor,57,Aminor
55,Cmajor,60,60,60,55,55,52,Cmajor,56,Emajor
57,Dmajor,59,62,57,57,57,53,Fmajor,52,Aminor
-57,Dother,59,62,57,57,57,52,Cmajor,50,Gmajor
57,Gmajor,55,59,55,55,55,53,Dminor,55,Aminor
55,Aminor,54,60,55,55,55,55,Gmajor,58,Gminor
50,Gmajor,50,59,50,50,50,55,Cmajor,51,Fmajor
-50,Gmajor,50,59,50,50,50,59,Cmajor,48,Fmajor
53,Dminor,54,57,53,54,53,60,Fmajor,1000,Fmajor
-53,G#diminished,55,62,50,53,53,60,Fmajor,65,Gmajor
52,Aminor,55,60,57,52,52,1000,Fmajor,1000,Dminor
55,Cmajor,55,60,55,55,55,60,Fmajor,67,Ediminished
57,Dminor,59,57,57,57,57,60,Fmajor,60,Fmajor
55,Gmajor,59,59,59,55,55,59,Cmajor,55,Cmajor
52,Cmajor,55,60,55,52,52
