original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
57,Fmajor,55,60,57,57,57,60,Fmajor,57,Fmajor
59,Bdiminished,59,59,59,59,59,52,Cmajor,52,Cmajor
60,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
64,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
64,Fmajor,60,60,60,57,57,57,Fmajor,57,Fmajor
62,Dminor,60,57,62,60,60,60,Fmajor,60,Cmajor
59,Emajor,60,59,59,59,59,59,Gmajor,60,Cmajor
60,Aminor,60,60,60,60,60,62,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,60,62,60,Cmajor,62,Gmajor
57,Aminor,55,60,57,50,57,60,Cmajor,60,Cmajor
-57,D#diminished,55,66,57,57,57,60,Cmajor,60,Cmajor
55,Eminor,55,59,55,56,55,60,Cmajor,57,Fmajor
50,Gmajor,50,59,50,50,50,59,Cmajor,59,Bdiminished
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Fmajor,59,Cmajor
62,Bdiminished,60,59,59,62,62,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
59,Emajor,60,59,59,59,59,59,Cmajor,55,Cmajor
57,Aminor,55,60,57,57,57,60,Fmajor,57,Fmajor
55,Gmajor,59,59,59,55,55,52,Cmajor,52,Cmajor
55,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
57,Amajor,60,64,57,57,57,55,Cmajor,55,Cmajor
57,Dminor,60,57,62,57,57,57,Fmajor,57,Fmajor
56,G#diminished,60,62,56,56,56,60,Fmajor,60,Cmajor
57,Amajor,60,64,61,57,57,59,Gmajor,60,Cmajor
57,Aminor,60,60,60,57,57,62,Gmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,Dmajor,59,62,57,57,57,60,Cmajor,60,Cmajor
55,Eminor,60,59,59,55,55,60,Cmajor,62,Gmajor
57,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
-57,Dmajor,55,62,57,57,57,60,Cmajor,60,Cmajor
55,Gmajor,55,59,55,55,55,60,Cmajor,57,Fmajor
55,Eminor,50,59,55,55,55,59,Cmajor,55,Cmajor
55,Aminor,55,60,57,57,57,60,Fmajor,57,Fmajor
53,Dminor,59,57,57,53,53,60,Fmajor,59,Eminor
52,Cmajor,60,60,60,60,60,1000,Fmajor,1000,Dminor
60,Cmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
