original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
57,Aminor,55,60,57,57,57,55,Cmajor,57,Fmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cother
60,Cmajor,60,60,60,60,60,60,Cmajor,74,Gmajor
60,Dminor,60,57,62,59,60,60,Cmajor,72,Fmajor
59,Gmajor,60,59,62,59,59,59,Gmajor,59,Cmajor
60,Cmajor,60,60,60,55,55,59,Cmajor,59,Gmajor
-60,Cmajor,60,60,60,55,55,60,Cmajor,62,Gmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,62,Gmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
57,Fmajor,55,60,57,57,57,59,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,62,Gmajor
60,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,60,Fmajor
55,Cmajor,55,60,55,55,55,62,Gmajor,60,Fmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,67,Cmajor,59,Gmajor
59,Gmajor,59,59,59,59,59,67,Cmajor,60,Cmajor
57,Aminor,55,60,57,57,57,60,Fmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,62,Gmajor,60,Fmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor
60,Dminor,60,57,62,59,60,60,Cmajor,64,Ediminished
59,Gmajor,60,59,62,59,59,62,Gmajor,64,Amajor
60,Cmajor,60,60,60,55,55,62,Gmajor,65,Dminor
-60,Cmajor,60,60,60,55,55,60,Cmajor,62,Gmajor
62,Gmajor,60,59,62,62,62,67,Cmajor,59,Gmajor
60,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
57,Fmajor,55,60,57,57,57,60,Cmajor,59,Gmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
60,Cother,59,60,60,59,60,60,Fmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,59,Cmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
64,Cmajor,60,60,60,64,64,55,Cmajor,55,Cmajor
62,Bminor,60,62,62,62,62,60,Cmajor,60,Cmajor
60,Aminor,64,60,64,64,64,60,Cmajor,60,Cmajor
64,Aminor,64,60,64,64,64,60,Cmajor,60,Cmajor
64,Eminor,62,59,67,64,64,60,Cmajor,60,Cmajor
59,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
64,Aminor,60,60,64,64,64,60,Cmajor,60,Cmajor
62,Dmajor,60,62,62,62,62,60,Cmajor,62,Gmajor
59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
-59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,59,Cmajor,55,Gmajor
64,Cmajor,64,60,67,60,60,55,Gmajor,55,Cmajor
64,Cmajor,64,60,67,60,60,59,Gmajor,55,Cmajor
62,Gmajor,62,59,62,62,62,60,Cmajor,55,Cmajor
62,Gmajor,60,59,62,65,65,55,Cmajor,55,Gmajor
62,Gother,60,67,67,60,62,60,Fmajor,55,Cmajor
60,Dmajor,60,62,62,62,62,59,Gmajor,55,Cmajor
59,Gmajor,60,59,62,59,59,59,Cmajor,55,Cmajor
-59,Gmajor,60,59,62,59,59,60,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,55,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Bdiminished,60,59,59,57,59,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,60,62,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,62,55,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,62,Gmajor
59,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,55,Cmajor
60,Dminor,60,57,62,60,60,60,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
57,Fmajor,55,60,57,57,57,55,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
60,Cother,59,60,60,59,60,60,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55
