original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
57,Fmajor,55,60,57,57,57,60,Cmajor,57,Fmajor
55,Gmajor,60,59,62,62,62,59,Gmajor,55,Cmajor
55,Cmajor,60,60,60,55,55,59,Cmajor,55,Cmajor
-55,Eminor,60,59,59,55,55,60,Cmajor,55,Cmajor
52,Aminor,55,60,57,52,52,55,Gmajor,55,Cmajor
57,Fmajor,55,60,57,57,57,55,Gmajor,57,Fmajor
57,Fmajor,55,60,57,57,57,59,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
55,Gmajor,60,59,62,55,55,60,Cmajor,55,Cmajor
57,Aminor,60,60,60,60,57,60,Cmajor,57,Fmajor
59,Bdiminished,60,59,59,60,59,55,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
-60,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cother,60,Cmajor
55,Cmajor,55,60,55,55,55,62,Gmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
57,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
55,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,55,Cmajor
-55,Eminor,60,59,59,55,55,55,Gmajor,55,Cmajor
52,Aminor,55,60,57,52,52,59,Gmajor,60,Cmajor
57,Fmajor,55,60,57,57,57,59,Cmajor,60,Cmajor
57,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
55,Gmajor,60,59,62,55,55,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,60,57,60,Cmajor,55,Cmajor
59,Bdiminished,60,59,59,60,59,55,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,60,Cmajor
-60,Dminor,59,57,57,60,60,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
57,Dminor,60,57,62,60,60,60,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,55,Gmajor,55,Cmajor
-59,Gmajor,59,59,59,59,59,55,Cmajor,57,Fmajor
57,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
59,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,60,62,55,Gmajor,55,Gmajor
62,Eminor,60,59,59,60,59,55,Gmajor,55,Gmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
-60,Fother,60,60,60,59,60,55,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
-60,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
58,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
57,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
-57,Fmajor,55,60,57,57,57,60,Cother,60,Cother
60,Cmajor,60,60,60,60,60,62,Gmajor,55,Gmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,57,Aminor
-62,Cmajor,60,60,60,60,60,60,Cmajor,57,Fmajor
59,Bdiminished,60,59,59,60,59,59,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
-60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,55,Cmajor,55,Cmajor
59,Aminor,55,60,57,57,57,55,Gmajor,57,Fmajor
57,Fmajor,55,60,57,57,57,55,Gmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
-59,Gmajor,59,59,59,59,59,60,Fmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
62,Cother,60,60,62,64,62,57,Fmajor,55,Cmajor
-62,Gmajor,60,59,62,62,62,60,Fmajor,52,Aminor
60,Fmajor,60,60,60,60,60,1000,Fmajor,1000,Dminor
60,Aminor,60,60,60,60,60,60,Fmajor,67,Ediminished
-60,Dminor,59,57,57,60,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Fmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
