original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,57,Fmajor
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Fmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
59,Gmajor,60,59,62,59,59,60,Fmajor,60,Cmajor
57,Dminor,60,57,62,60,60,59,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Fmajor,59,Gmajor
53,Dminor,60,57,62,53,53,59,Fmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,59,Bdiminished,60,Cmajor
55,Cmajor,55,60,55,60,60,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
59,Gmajor,60,59,62,59,59,55,Cmajor,57,Fmajor
57,Dminor,60,57,62,60,60,59,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
55,Cmajor,60,60,60,55,55,59,Gmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,55,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,55,Cmajor
53,Dminor,60,57,62,53,53,60,Dminor,55,Cmajor
55,Gmajor,59,59,59,55,55,59,Gmajor,55,Cmajor
55,Cmajor,55,60,55,60,60,60,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cother
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Gmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,C#diminished,60,61,61,55,55,55,Gmajor,55,Cmajor
53,Dminor,60,57,62,57,57,55,Cmajor,57,Fmajor
57,Amajor,60,64,61,57,57,59,Cmajor,60,Cmajor
57,B-major,59,62,58,53,53,60,Fmajor,60,Cmajor
55,Amajor,60,64,61,57,57,60,Fmajor,60,Cmajor
53,Dminor,59,57,57,53,53,60,Cother,60,Cmajor
55,Gmajor,59,59,59,55,55,59,Gmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,Fmajor,60,60,60,57,57,60,Cmajor,60,Cmajor
59,Gmajor,60,59,62,59,59,60,Dminor,60,Cmajor
57,Fmajor,60,60,60,57,57,59,Gmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
53,Dminor,59,57,57,53,53,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,60,Fmajor
57,Aminor,55,60,57,57,57,60,Cmajor,57,Fmajor
57,Dminor,59,57,57,57,57,60,Fmajor,55,Cmajor
55,Cmajor,60,60,60,55,55,60,Fmajor,52,Aminor
53,Dminor,60,57,62,53,53,1000,Fmajor,1000,Dminor
55,Gmajor,59,59,59,55,55,60,Fmajor,67,Ediminished
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Fmajor
55,Gmajor,55,59,55,55,55,52,Cmajor,52,Cmajor
55,Cmajor,55,60,55,55,55
