original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,57,Fmajor
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Fmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
59,Gmajor,60,59,62,59,59,60,Fmajor,60,Cmajor
57,Dminor,60,57,62,60,60,59,Gmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
56,Emajor,60,59,59,56,56,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,62,62,59,Gmajor,59,Gmajor
60,Fmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
-60,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
60,Cmajor,55,60,55,60,60,59,Fmajor,60,Cmajor
55,Gmajor,55,59,55,55,55,60,Fmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,55,Gmajor,57,Fmajor
59,Gmajor,60,59,62,59,59,55,Cmajor,52,Cmajor
57,Dminor,60,57,62,60,60,52,Cmajor,52,Cmajor
60,Aminor,60,60,60,60,60,57,Fmajor,57,Fmajor
57,Dminor,59,57,57,57,57,60,Fmajor,60,Cmajor
56,Emajor,60,59,59,56,56,60,Cother,60,Cmajor
57,Aminor,60,60,60,57,57,59,Gmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,62,62,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Dminor,60,Cmajor
-60,Dminor,59,57,57,60,60,59,Gmajor,60,Cmajor
60,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor
55,Gmajor,55,59,55,55,55,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Fmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
61,C#diminished,60,61,61,60,61,55,Gmajor,53,Fmajor
62,Dminor,60,57,62,62,62,55,Cmajor,52,Cmajor
55,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
50,B-major,59,62,58,50,50,57,Fmajor,57,Fmajor
-62,Ediminished,60,58,62,62,62,60,Fmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cother,60,Cmajor
55,Gmajor,59,59,59,55,55,59,Gmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,57,57,60,Cmajor,60,Cmajor
59,Eminor,60,59,59,60,59,60,Dminor,60,Cmajor
62,Dminor,60,57,62,53,53,59,Gmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
56,Emajor,60,59,59,56,56,60,Cmajor,60,Fmajor
52,Aminor,55,60,57,52,52,60,Cmajor,57,Fmajor
55,Gmajor,59,59,59,55,55,60,Fmajor,55,Cmajor
59,Emajor,60,59,59,59,59,60,Fmajor,52,Aminor
57,Fmajor,60,60,60,57,57,1000,Fmajor,1000,Dminor
-57,Dminor,59,57,57,57,57,60,Fmajor,67,Ediminished
60,Cmajor,55,60,55,60,60,60,Fmajor,60,Fmajor
55,Gmajor,55,59,55,55,55,52,Cmajor,52,Cmajor
55,Cmajor,55,60,55,55,55
