original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
67,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor
67,Gmajor,67,59,67,67,67,64,Gmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,64,Cmajor,71,Gmajor
67,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor
69,Aminor,64,60,64,69,69,72,Cmajor,67,Gmajor
62,Gmajor,62,59,62,62,62,72,Cmajor,67,Gmajor
62,Gother,60,67,67,62,62,60,Fmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,64,Gmajor,64,Gmajor
67,Cmajor,64,60,67,67,67,67,Cmajor,60,Cmajor
69,Dminor,67,57,65,69,69,67,Cmajor,60,Cmajor
72,Cmajor,67,60,67,72,72,60,Fmajor,60,Cmajor
67,Gmajor,67,59,67,67,67,60,Fmajor,64,Cmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,69,Fmajor
67,Cother,67,60,67,67,67,67,Cmajor,72,Cmajor
67,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor
-67,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor
67,Cmajor,64,60,67,67,67,69,Fmajor,72,Cmajor
67,Gmajor,67,59,67,67,67,60,Fmajor,71,Gmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,71,Gmajor
67,Gmajor,67,59,67,67,67,67,Cmajor,72,Cmajor
69,Aminor,64,60,64,69,69,60,Fmajor,52,Cmajor
62,Gmajor,62,59,62,62,62,70,Aminor,70,Cmajor
62,Gother,60,67,67,62,62,72,Aminor,69,Fmajor
62,Gmajor,60,59,62,62,62,67,Gmajor,67,Gmajor
67,Cmajor,64,60,67,67,67,72,Cmajor,67,Cmajor
69,Dminor,67,57,65,69,69,67,Cmajor,67,Cmajor
72,Cmajor,67,60,67,72,72,67,Cmajor,67,Cmajor
67,Gmajor,67,59,67,67,67,64,Cmajor,71,Gmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,72,Cmajor
67,Cother,67,60,67,67,67,67,Gmajor,72,Cmajor
67,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor
-67,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
69,Fmajor,69,60,69,69,69,64,Gmajor,64,Cmajor
70,Cmajor,67,60,72,67,67,64,Gmajor,62,Cother
69,Fmajor,69,60,69,69,69,64,Cmajor,67,Gmajor
67,C#diminished,67,61,61,69,67,67,Cmajor,67,Cmajor
65,Dminor,67,57,65,65,65,64,Cmajor,64,Cmajor
69,Amajor,67,64,69,69,69,67,Cmajor,67,Cmajor
-69,Amajor,67,64,69,69,69,64,Cmajor,64,Cmajor
67,Cmajor,67,60,72,67,67,67,Cmajor,64,Aminor
72,Cmajor,67,60,72,72,72,60,Fmajor,62,Dmajor
72,Fmajor,72,60,72,72,72,62,Gmajor,62,Gmajor
71,Gmajor,67,59,67,71,71,67,Cmajor,62,Gmajor
69,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,64,Cmajor,67,Gmajor
67,Gmajor,67,59,67,67,67,69,Fmajor,67,Cmajor
-67,Gmajor,67,59,67,67,67,60,Fmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
72,Cmajor,67,60,72,72,72,64,Gmajor,64,Cmajor
69,Dminor,69,57,69,69,69,64,Gmajor,62,Cother
72,Cmajor,67,60,67,72,72,64,Cmajor,67,Gmajor
69,Fmajor,64,60,65,65,65,67,Cmajor,67,Cmajor
69,Dmajor,67,62,69,69,69,64,Cmajor,64,Cmajor
71,Eminor,67,59,67,67,67,67,Cmajor,67,Cmajor
64,Emajor,67,59,71,64,64,64,Cmajor,64,Cmajor
64,Aminor,64,60,64,64,64,67,Cmajor,64,Aminor
-64,Aminor,64,60,64,64,64,60,Fmajor,62,Dmajor
67,Ediminished,67,58,67,67,67,62,Gmajor,62,Gmajor
70,Cmajor,67,60,72,70,70,67,Cmajor,62,Gmajor
69,Dminor,69,57,69,69,69,60,Fmajor,67,Cmajor
72,Cmajor,67,60,67,61,72,64,Cmajor,67,Gmajor
67,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
67,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
67,Cother,67,60,67,67,67,67,Cmajor,67,Cmajor
-67,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor
67,Cmajor,64,60,67,67,67
