original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,55,Gmajor,55,Gmajor
62,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
57,Dminor,60,57,62,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
60,Fmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,62,Gmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
62,Eminor,60,59,59,60,59,62,Gmajor,60,Fmajor
60,Aminor,60,60,60,60,60,60,Cmajor,59,Gmajor
57,Dminor,60,57,62,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
60,Dminor,59,57,57,60,60,59,Fmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
-55,Cmajor,55,60,55,55,55,59,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
61,C#diminished,60,61,61,60,61,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor
62,B-major,60,62,62,62,62,60,Cmajor,60,Cmajor
62,Ediminished,60,58,62,62,62,60,Cmajor,60,Cmajor
61,Amajor,60,64,61,60,61,59,Gmajor,59,Gmajor
57,Dminor,59,57,57,57,57,59,Cmajor,60,Cmajor
-57,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
57,Dminor,60,57,62,57,57,60,Cother,60,Cmajor
58,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
60,Aminor,60,60,64,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,Gminor,60,62,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
57,Fmajor,60,60,60,57,57,60,Fmajor,57,Fmajor
-57,Fmajor,60,60,60,57,57,59,Gmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,59,Cmajor,60,Cmajor
53,Bdiminished,60,59,59,53,53,60,Cmajor,60,Cmajor
52,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
57,Dminor,60,57,62,57,57,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
60,Fmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55
