original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,64,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,72,Cmajor,62,Dminor
67,Cmajor,64,60,67,67,67,64,Cmajor,69,Dminor
69,Aminor,64,60,64,69,69,69,Fmajor,67,Cmajor
67,Eminor,62,59,67,68,67,60,Fmajor,67,Gmajor
65,Fmajor,60,60,60,65,65,60,Fmajor,67,Cmajor
65,Gmajor,60,59,62,62,62,64,Cmajor,64,Cmajor
64,Aminor,64,60,64,64,64,67,Cmajor,67,Cmajor
67,Gmajor,67,59,67,67,67,64,Cmajor,64,Cmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,64,Aminor
67,Gmajor,67,59,67,67,67,60,Fmajor,62,Dmajor
67,Eminor,67,59,67,68,67,62,Gmajor,62,Gmajor
60,Fmajor,69,60,69,60,60,67,Cmajor,62,Gmajor
64,Cmajor,67,60,67,67,67,60,Fmajor,64,Gmajor
67,Gmajor,67,59,67,67,67,60,Cmajor,62,Gmajor
65,Fmajor,69,60,69,65,65,60,Cmajor,62,Cmajor
69,Aminor,67,60,69,64,69,62,Gmajor,65,Fmajor
62,Cother,67,60,67,67,67,60,Fmajor,65,Fmajor
65,Gmajor,67,59,67,67,67,64,Gmajor,65,Fmajor
64,Cmajor,64,60,67,64,64,67,Cmajor,62,Gmajor
-64,Cmajor,64,60,67,64,64,60,Fmajor,67,Gmajor
-64,Cmajor,64,60,67,64,64,64,Cmajor,64,Cmajor
67,Cmajor,64,60,67,67,67,60,Fmajor,65,Fmajor
69,Aminor,64,60,64,69,69,64,Gmajor,69,Fmajor
67,Eminor,62,59,67,68,67,67,Cmajor,69,Fmajor
65,Fmajor,60,60,60,65,65,60,Fmajor,65,Dminor
65,Gmajor,60,59,62,62,62,60,Fmajor,64,Cmajor
64,Aminor,64,60,64,64,64,64,Gmajor,67,Cmajor
67,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,64,Cmajor
67,Gmajor,67,59,67,67,67,60,Fmajor,63,F#diminished
67,Eminor,67,59,67,68,67,64,Gmajor,64,Gmajor
60,Fmajor,69,60,69,60,60,64,Gmajor,64,Gmajor
64,Cmajor,67,60,67,67,67,67,Cmajor,64,Cmajor
67,Gmajor,67,59,67,67,67,64,Cmajor,64,Cmajor
65,Fmajor,69,60,69,65,65,64,Cmajor,64,Cmajor
69,Aminor,67,60,69,64,69,60,Fmajor,60,Cmajor
62,Cother,67,60,67,67,67,72,Cmajor,62,Dminor
65,Gmajor,67,59,67,67,67,64,Cmajor,69,Dminor
64,Cmajor,64,60,67,64,64,69,Fmajor,67,Cmajor
-64,Cmajor,64,60,67,64,64,60,Fmajor,67,Gmajor
-64,Cmajor,64,60,67,64,64,60,Fmajor,67,Cmajor
67,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
67,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
69,Fmajor,64,60,65,69,69,67,Cmajor,64,Aminor
67,Cmajor,64,60,67,67,67,60,Fmajor,62,Dmajor
69,Dmajor,67,62,69,69,69,62,Gmajor,62,Gmajor
71,Emajor,67,59,71,64,64,67,Cmajor,62,Gmajor
69,Aminor,64,60,64,69,69,67,Cmajor,64,Cmajor
64,Aminor,60,60,64,64,64,67,Cmajor,64,Cmajor
62,Dmajor,67,62,69,62,62,64,Gmajor,64,Gmajor
66,Dmajor,67,62,69,66,66,64,Gmajor,64,Gmajor
67,Gmajor,62,59,62,67,67,67,Cmajor,64,Cmajor
67,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
67,Aminor,60,60,64,67,67,64,Cmajor,64,Cmajor
66,Dmajor,60,62,62,65,66,60,Fmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,72,Cmajor,62,Dminor
64,Eminor,60,59,59,64,64,64,Cmajor,69,Dminor
64,Aminor,64,60,64,64,64,69,Fmajor,67,Cmajor
67,Gmajor,62,59,62,67,67,60,Fmajor,67,Gmajor
65,Dminor,60,57,65,65,65,60,Fmajor,67,Cmajor
62,Gmajor,60,59,62,62,62,64,Cmajor,64,Cmajor
67,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor
67,Gmajor,67,59,67,67,67,64,Cmajor,65,Gmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,64,Cmajor
67,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor
67,Eminor,67,59,67,68,67,62,Gmajor,67,Fmajor
60,Fmajor,69,60,69,60,60,67,Cmajor,67,Cmajor
64,Cmajor,67,60,67,67,67,65,Fmajor,65,Fmajor
67,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor
65,Fmajor,69,60,69,65,65,1000,Fmajor,1000,Dminor
69,Aminor,67,60,69,64,69,60,Fmajor,67,Ediminished
62,Cother,67,60,67,67,67,60,Fmajor,60,Fmajor
65,Gmajor,67,59,67,67,67,64,Cmajor,64,Cmajor
64,Cmajor,64,60,67,64,64
