original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Fmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,59,Bdiminished,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Fmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Fmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
64,Cmajor,60,60,60,64,64,60,Aminor,72,Cmajor
-64,Cmajor,60,60,60,64,64,62,Dmajor,67,Cmajor
-64,Cmajor,60,60,60,64,64,62,Gmajor,65,Dminor
60,Cmajor,60,60,60,60,60,62,Gmajor,62,Gmajor
62,Dminor,60,57,62,62,62,60,Cmajor,64,Cmajor
55,Cmajor,60,60,60,60,60,60,Cmajor,64,Cmajor
55,Gmajor,59,59,59,62,55,60,Cmajor,64,Cmajor
55,Cmajor,60,60,60,55,55,62,Gmajor,62,Gmajor
57,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
-60,Cother,59,60,60,59,60,60,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
62,Gmajor,60,59,62,62,62,59,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
64,Cmajor,60,60,60,64,64,60,Cmajor,55,Cmajor
-64,Cmajor,60,60,60,64,64,59,Gmajor,55,Cmajor
-64,Cmajor,60,60,60,64,64,59,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,55,Gmajor,60,Cmajor
55,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
55,Gmajor,59,59,59,62,55,59,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,Dminor,59,57,57,60,60,59,Cmajor,60,Cmajor
-60,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
62,Gmajor,59,59,59,62,62,60,Cmajor,60,Cmajor
62,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,60,Fmajor
-59,Gmajor,59,59,59,59,59,62,Gmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cother
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Gmajor
55,Cmajor,60,60,60,55,55,55,Gmajor,55,Cmajor
59,Gmajor,60,59,62,62,62,59,Gmajor,60,Cmajor
64,Cmajor,60,60,60,64,64,59,Cmajor,60,Cmajor
62,Dmajor,57,62,57,62,62,60,Cmajor,60,Cmajor
59,Gmajor,60,59,62,59,59,59,Cmajor,60,Cmajor
-59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
-59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
64,Cmajor,60,60,60,64,64,60,Cmajor,60,Cmajor
64,Fmajor,60,60,60,64,64,60,Cmajor,60,Cmajor
62,Ediminished,60,58,62,62,62,62,Gmajor,60,Fmajor
62,Dminor,60,57,62,62,62,62,Gmajor,60,Fmajor
-62,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor
-62,Dminor,60,57,62,62,62,60,Fmajor,67,Cmajor
55,Cmajor,60,60,60,55,55,60,Fmajor,69,Aminor
55,Gmajor,59,59,59,62,55,1000,Fmajor,1000,Dminor
-55,Cmajor,60,60,60,55,55,60,Fmajor,67,Ediminished
55,Cother,59,60,60,59,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
