original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,55,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,55,Gmajor,60,Cmajor
57,Aminor,55,60,57,57,57,59,Cmajor,60,Cmajor
-57,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
55,Eminor,55,59,55,56,55,60,Cmajor,60,Cmajor
53,Fmajor,54,60,53,53,53,60,Cmajor,60,Cmajor
52,Fmajor,54,60,53,53,53,60,Cmajor,60,Cmajor
50,Gmajor,50,59,50,50,50,59,Gmajor,59,Gmajor
55,Cmajor,55,60,55,55,55,59,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,59,Cmajor,48,Cother
-55,Cmajor,60,60,60,55,55,60,Fmajor,52,Cmajor
55,Cmajor,60,60,60,55,55,53,Fmajor,57,Fmajor
59,Emajor,60,59,59,59,59,60,Fmajor,48,Fmajor
-59,Emajor,59,59,59,59,59,60,Fmajor,52,Cmajor
56,Emajor,60,59,59,56,56,60,Fmajor,57,Fmajor
57,Aminor,60,60,60,57,57,55,Cmajor,55,Cmajor
-57,Aminor,60,60,60,55,57,60,Fmajor,52,Cmajor
59,Gmajor,59,59,59,59,59,50,Gmajor,52,Cmajor
60,Cmajor,55,60,55,60,60,52,Cmajor,52,Cmajor
-60,Dminor,59,57,57,60,60,53,Fmajor,52,Fmajor
59,Gmajor,59,59,59,59,59,53,Dminor,53,Dminor
55,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor
-55,Cmajor,55,60,55,55,55,52,Cmajor,52,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
57,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor
-57,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor
55,Eminor,55,59,55,56,55,55,Cmajor,55,Cmajor
53,Fmajor,54,60,53,53,53,55,Cmajor,57,Fmajor
52,Fmajor,54,60,53,53,53,60,Fmajor,60,Cmajor
50,Gmajor,50,59,50,50,50,62,Gmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cother
57,Dminor,59,57,57,57,57,60,Cmajor,55,Gmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
59,Emajor,60,59,59,59,59,60,Cmajor,60,Cmajor
-59,Emajor,59,59,59,59,59,59,Gmajor,59,Gmajor
56,Emajor,60,59,59,56,56,59,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,59,Cmajor,60,Cmajor
-57,Aminor,60,60,60,55,57,60,Dminor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor
-60,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,55,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor
57,Fmajor,55,60,57,57,57,55,Cmajor,55,Cmajor
59,Bdiminished,59,59,59,57,59,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
62,G#diminished,59,62,56,62,62,60,Cmajor,55,Cmajor
60,Dother,59,62,57,60,60,59,Gmajor,55,Cmajor
59,Emajor,60,59,59,50,50,59,Gmajor,55,Cmajor
57,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor
-57,Bdiminished,55,59,53,57,57,55,Gmajor,55,Gmajor
56,Emajor,55,59,56,56,56,55,Cmajor,55,Cmajor
52,Aminor,54,60,55,52,52,55,Cmajor,54,Dmajor
-52,Aminor,54,60,55,52,52,60,Fmajor,50,Gmajor
57,Dmajor,59,62,57,57,57,50,Gmajor,50,Gmajor
55,Gmajor,59,59,59,55,55,52,Cmajor,50,Gmajor
-55,Cother,55,60,55,52,55,53,Fmajor,55,Aminor
55,Gmajor,55,59,55,55,55,53,Fmajor,53,Dminor
55,Cmajor,55,60,55,55,55,55,Cmajor,55,Gmajor
-55,Aminor,54,60,55,55,55,52,Cmajor,52,Cmajor
54,Dmajor,54,62,54,54,54,60,Fmajor,57,Fmajor
50,Gmajor,50,59,50,50,50,59,Cmajor,55,Cmajor
-50,Gmajor,50,59,50,50,50,60,Fmajor,55,Cmajor
52,Eminor,50,59,55,55,55,60,Fmajor,57,Fmajor
52,Aminor,55,60,57,52,52,53,Fmajor,48,Fmajor
-52,Cmajor,55,60,55,52,52,52,Cmajor,52,Cmajor
57,Fmajor,55,60,57,57,57,52,Cmajor,52,Cmajor
55,Gmajor,59,59,59,55,55,60,Fmajor,57,Fmajor
57,Dother,59,62,57,53,57,59,Bdiminished,55,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
-60,Cmajor,60,60,60,60,60,60,Dminor,55,Cmajor
58,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
57,Fmajor,55,60,57,57,57,55,Cmajor,55,Cmajor
-57,Fmajor,55,60,57,57,57,55,Cmajor,55,Cmajor
60,Cmajor,55,60,55,60,60,55,Gmajor,55,Gmajor
62,Dminor,60,57,62,62,62,55,Gmajor,55,Gmajor
-62,Dminor,60,57,62,62,62,59,Cmajor,55,Cmajor
62,B-major,60,62,62,53,53,59,Cmajor,55,Cmajor
58,Ediminished,60,58,62,60,58,55,Gmajor,55,Gmajor
62,B-major,59,62,58,58,58,59,Gmajor,59,Gmajor
55,Eminor,60,59,59,57,55,60,Cmajor,55,Cmajor
54,Dmajor,59,62,57,53,54,60,Cmajor,55,Cmajor
-54,Dmajor,59,62,57,53,54,60,Dminor,55,Cmajor
55,Gmajor,59,59,59,55,55,59,Gmajor,55,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,55,Cmajor
-55,Cmajor,60,60,60,55,55,60,Cmajor,55,Cmajor
57,Aminor,60,60,60,57,57,60,Fmajor,57,Fmajor
57,Dminor,60,57,62,57,57,60,Fmajor,57,Fmajor
-57,Dminor,60,57,62,62,62,59,Fmajor,57,Dminor
58,B-major,60,62,62,53,53,60,Fmajor,57,Dminor
58,Ediminished,60,58,64,55,58,60,Fmajor,52,Cmajor
57,Aminor,60,60,60,55,57,52,Cmajor,52,Cmajor
55,Ediminished,60,58,64,55,55,53,Fmajor,57,Fmajor
53,Fmajor,55,60,57,53,53,60,Fmajor,48,Fmajor
-53,Fmajor,55,60,57,53,53,60,Fmajor,52,Cmajor
55,Cmajor,60,60,60,55,55,60,Fmajor,57,Fmajor
57,Dmajor,59,62,57,57,57,55,Cmajor,55,Cmajor
-57,F#diminished,55,60,54,57,57,55,Cmajor,55,Cmajor
55,Gmajor,55,59,55,55,55,55,Gmajor,55,Gmajor
55,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor
-55,Gother,54,67,55,54,55,59,Cmajor,55,Cmajor
54,Dmajor,54,62,54,55,54,59,Cmajor,55,Cmajor
50,Gmajor,50,59,50,50,50,55,Gmajor,55,Gmajor
-50,Gmajor,50,59,50,50,50,59,Gmajor,59,Gmajor
52,Eminor,50,59,55,55,55,60,Cmajor,55,Cmajor
52,Aminor,55,60,57,52,52,60,Cmajor,55,Cmajor
54,F#diminished,55,60,54,52,54,60,Dminor,55,Cmajor
55,Gmajor,55,59,55,55,55,59,Gmajor,55,Cmajor
54,Dmajor,54,62,54,54,54,60,Cmajor,55,Cmajor
-54,Dmajor,54,62,54,55,54,60,Cmajor,55,Cmajor
55,Eminor,50,59,55,55,55,60,Fmajor,57,Fmajor
57,Dminor,59,57,57,57,57,60,Fmajor,57,Fmajor
-57,Fmajor,60,60,60,57,57,59,Fmajor,57,Dminor
60,F#other,60,60,60,57,60,60,Fmajor,57,Dminor
55,Gmajor,59,59,59,55,55,60,Fmajor,52,Cmajor
-55,Gmajor,59,59,59,55,55,52,Cmajor,52,Cmajor
59,Emajor,60,59,59,59,59,53,Fmajor,57,Fmajor
60,Fmajor,60,60,60,60,60,53,Fmajor,48,Fmajor
62,Gmajor,60,59,62,62,62,52,Cmajor,52,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
59,Gmajor,59,59,59,59,59,57,Fmajor,55,Cmajor
60,Aminor,55,60,57,57,57,60,Fmajor,52,Aminor
-60,Fmajor,55,60,57,57,57,1000,Fmajor,1000,Dminor
60,Cmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
59,Gmajor,59,59,59,59,59,60,Fmajor,60,Fmajor
-59,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55
