original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Dminor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,62,Gmajor,59,Gmajor
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,48,Cmajor
60,Dminor,60,57,62,62,62,60,Cmajor,64,Dminor
60,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor
59,Gmajor,59,59,59,59,59,62,Gmajor,62,Dmajor
62,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor
62,Dmajor,60,62,62,62,62,60,Fmajor,64,Cmajor
66,Bminor,62,62,62,65,66,60,Cmajor,60,Cmajor
67,Cmajor,64,60,67,67,67,60,Cmajor,60,Cmajor
62,Gmajor,62,59,62,62,62,62,Gmajor,64,Amajor
64,Aminor,60,60,64,64,64,62,Gmajor,65,Dminor
66,Dmajor,60,62,62,65,66,67,Cmajor,62,Gmajor
62,Gmajor,60,59,62,62,62,65,Fmajor,64,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
60,Fmajor,60,60,60,60,60,62,Gmajor,59,Gmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Dminor,60,57,62,62,62,60,Cother,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
62,Dmajor,60,62,62,62,62,60,Cmajor,60,Cmajor
66,Bminor,62,62,62,65,66,55,Cmajor,55,Cmajor
67,Cmajor,64,60,67,67,67,60,Fmajor,60,Cmajor
62,Gmajor,62,59,62,62,62,62,Gmajor,64,Amajor
64,Aminor,60,60,64,64,64,62,Gmajor,65,Dminor
66,Dmajor,60,62,62,65,66,67,Cmajor,62,Gmajor
62,Gmajor,60,59,62,62,62,65,Fmajor,64,Cmajor
64,Cmajor,60,60,60,64,64,60,Fmajor,60,Cmajor
69,Aminor,64,60,64,69,69,62,Gmajor,60,Fmajor
67,Eminor,62,59,67,67,67,62,Gmajor,59,Gmajor
67,Fmajor,60,60,60,67,67,59,Cmajor,60,Cmajor
65,Gother,60,67,62,59,65,60,Cmajor,60,Cmajor
64,Fmajor,60,60,60,64,64,60,Cother,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
58,Ediminished,60,58,64,59,58,60,Cmajor,57,Fmajor
56,Fminor,60,56,56,56,56,60,Fmajor,55,Cmajor
55,Amajor,60,64,61,57,57,60,Fmajor,52,Aminor
53,B-major,59,62,58,53,53,1000,Fmajor,1000,Dminor
56,Bdiminished,60,59,59,55,62,60,Fmajor,67,Ediminished
55,Cmajor,60,60,60,55,55,60,Fmajor,60,Fmajor
60,Cother,59,60,60,59,60,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
