original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,Dminor,60,57,65,60,60,52,Cmajor,52,Cmajor
59,Gmajor,60,59,62,59,59,50,Gmajor,52,Cmajor
60,Aminor,60,60,60,60,60,52,Cmajor,52,Cmajor
60,Cmajor,60,60,60,60,60,53,Fmajor,52,Fmajor
59,Gmajor,59,59,59,59,59,53,Dminor,53,Dminor
-59,Gmajor,59,59,59,59,59,55,Gmajor,55,Gmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
60,F#diminished,57,60,60,60,60,59,Cmajor,55,Cmajor
59,Gmajor,60,59,62,59,59,55,Gmajor,55,Gmajor
-59,Gmajor,60,59,62,59,59,55,Gmajor,55,Gmajor
-59,Gmajor,60,59,62,59,59,55,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,52,Cmajor,53,Bdiminished
60,Fmajor,60,60,60,60,60,53,Dminor,53,Fmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
-55,Cmajor,55,60,55,55,55,59,Cmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,55,Gmajor,54,Dmajor
55,Cmajor,55,60,55,55,55,50,Gmajor,50,Gmajor
55,Gmajor,59,59,59,55,55,52,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,50,Gmajor,50,Gmajor
60,Cmajor,60,60,60,60,60,52,Cmajor,50,Gmajor
-60,Cmajor,60,60,60,60,60,53,Fmajor,52,Aminor
60,Cmajor,60,60,60,55,55,53,Fmajor,48,Fmajor
59,Gmajor,59,59,59,59,59,52,Cmajor,52,Cmajor
57,Aminor,55,60,57,57,57,55,Gmajor,57,Fmajor
55,Gmajor,55,59,55,55,55,59,Gmajor,59,Cmajor
-55,Gother,54,67,55,54,55,60,Cmajor,55,Cother
54,Dmajor,54,62,54,54,54,60,Cmajor,55,Gmajor
50,Gmajor,50,59,50,50,50,60,Cmajor,55,Cmajor
-50,Gmajor,50,59,50,50,50,60,Cmajor,55,Gmajor
-50,Gmajor,50,59,50,50,50,59,Cmajor,55,Cmajor
55,Eminor,50,59,55,55,55,55,Cmajor,55,Gmajor
57,Aminor,55,60,57,52,52,55,Gmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,55,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
64,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
64,Amajor,60,64,57,64,64,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor
60,Caugmented,60,60,60,60,60,59,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cmajor,60,Fmajor
56,Emajor,60,59,59,56,56,62,Gmajor,60,Fmajor
-56,Emajor,60,59,59,56,56,62,Gmajor,60,Cmajor
-56,Emajor,60,59,59,56,56,60,Cmajor,60,Cmajor
57,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
59,Eminor,60,59,59,60,59,60,Cmajor,62,Gmajor
62,Dminor,60,57,65,62,62,62,Gmajor,62,Gmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
57,F#diminished,57,60,60,57,57,62,Gmajor,60,Fmajor
59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
-59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
-59,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
57,Fmajor,60,60,60,57,57,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
-55,Cmajor,55,60,55,55,55,59,Cmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
55,Cmajor,55,60,55,55,55,52,Cmajor,50,Gmajor
55,Gmajor,59,59,59,55,55,52,Cmajor,55,Cmajor
53,Dminor,60,57,62,57,57,50,Gmajor,52,Cmajor
57,Aminor,60,60,60,57,57,52,Cmajor,52,Cmajor
55,Cmajor,60,60,60,55,55,53,Fmajor,57,Fmajor
59,Gmajor,60,59,62,59,59,53,Fmajor,48,Fmajor
59,Gmajor,59,59,59,59,59,52,Cmajor,52,Cmajor
55,Cmajor,55,60,55,55,55,55,Gmajor,57,Fmajor
55,Gmajor,55,59,55,55,55,59,Gmajor,55,Cmajor
55,Aminor,54,60,55,55,55,60,Cmajor,55,Gmajor
54,Dmajor,54,62,54,54,54,60,Cmajor,55,Gmajor
50,Gmajor,50,59,50,50,50,60,Cmajor,55,Cmajor
-50,Gmajor,50,59,50,50,50,60,Cmajor,55,Gmajor
-50,Gmajor,50,59,50,50,50,59,Gmajor,55,Gmajor
55,Cmajor,50,60,52,55,55,55,Gmajor,55,Gmajor
57,Aminor,55,60,57,57,57,55,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,55,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
-60,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
64,Amajor,60,64,57,64,64,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,60,Cmajor,59,Gmajor
60,Cmajor,60,60,60,55,55,59,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,62,Dmajor,60,Cmajor
57,F#diminished,54,60,57,57,57,62,Gmajor,60,Fmajor
55,Gmajor,55,59,55,55,55,62,Gmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,50,Gmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,48,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,50,Gmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,48,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,59,Gmajor,59,Gmajor
55,Fmajor,54,60,53,53,53,59,Cmajor,60,Cmajor
53,Fmajor,54,60,53,52,53,60,Cmajor,60,Cmajor
52,Cmajor,50,60,52,52,52,60,Cmajor,60,Cmajor
-52,Cmajor,50,60,52,52,52,60,Cmajor,59,Gmajor
-52,Cmajor,50,60,52,52,52,60,Fmajor,55,Cmajor
56,G#diminished,59,62,56,55,56,60,Fmajor,52,Aminor
57,Aminor,60,60,60,57,57,1000,Fmajor,1000,Dminor
60,Cmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
-60,Cother,59,60,60,59,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55
