original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,55,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
57,Fmajor,55,60,57,57,57,60,Fmajor,57,Fmajor
59,Eminor,59,59,59,59,59,52,Cmajor,52,Cmajor
60,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
64,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
64,Fmajor,60,60,60,57,57,57,Fmajor,57,Fmajor
62,Gmajor,60,59,62,62,62,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
55,Eminor,60,59,59,60,59,60,Cmajor,62,Gmajor
55,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
54,F#diminished,55,60,54,52,54,60,Cmajor,60,Cmajor
55,Gmajor,55,59,55,55,55,60,Cmajor,57,Fmajor
59,Gmajor,50,59,50,59,59,59,Cmajor,59,Bdiminished
57,Aminor,55,60,57,57,57,60,Fmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,60,Fmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,59,Fmajor,59,Cmajor
57,Fmajor,60,60,60,57,57,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
59,Emajor,60,59,59,59,59,59,Cmajor,55,Cmajor
57,Aminor,55,60,57,57,57,60,Fmajor,57,Fmajor
55,Gmajor,59,59,59,55,55,52,Cmajor,52,Cmajor
55,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
57,Amajor,60,64,57,57,57,55,Cmajor,55,Cmajor
57,Dminor,60,57,62,57,57,57,Fmajor,57,Fmajor
62,Dminor,60,57,62,60,60,60,Fmajor,60,Cmajor
61,Amajor,60,64,61,60,61,59,Gmajor,60,Cmajor
60,Aminor,60,60,60,60,60,62,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,60,Cmajor,62,Gmajor
55,Aminor,55,60,57,52,52,60,Cmajor,60,Cmajor
54,Dmajor,55,62,57,54,54,60,Cmajor,60,Cmajor
55,Gmajor,55,59,55,55,55,60,Cmajor,57,Fmajor
50,Gmajor,50,59,50,50,50,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
53,Dminor,59,57,57,53,53,60,Fmajor,59,Eminor
52,Cmajor,60,60,60,52,52,1000,Fmajor,1000,Dminor
60,Dminor,59,57,57,59,60,60,Fmajor,67,Ediminished
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55
