original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,64,Cmajor
67,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor
67,Cmajor,64,60,67,67,67,60,Fmajor,67,Aminor
67,Gmajor,67,59,67,67,67,60,Fmajor,65,Fmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,62,Gmajor
-67,Cmajor,67,60,67,67,67,60,Fmajor,67,Eminor
66,F#diminished,64,60,66,64,66,60,Cmajor,1000,Aminor
62,Gmajor,62,59,62,62,62,64,Cmajor,69,Dmajor
67,Gmajor,62,59,62,62,62,64,Cmajor,67,Gmajor
67,Gmajor,60,59,62,67,67,60,Fmajor,64,Cmajor
67,Cmajor,64,60,67,67,67,67,Cmajor,72,Cmajor
71,Gmajor,67,59,67,71,71,67,Gmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,72,Cmajor,67,Gmajor
67,Gmajor,67,59,67,67,67,72,Cmajor,67,Gmajor
65,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
64,Cmajor,64,60,67,64,64,67,Cmajor,64,Cmajor
67,Cmajor,64,60,67,67,67,72,Cmajor,69,Fmajor
67,Cmajor,64,60,67,67,67,67,Gmajor,69,Fmajor
67,Gmajor,67,59,67,67,67,72,Cmajor,69,Fmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,69,Fmajor
-67,Cmajor,67,60,67,67,67,67,Cmajor,67,Cmajor
66,F#diminished,64,60,66,64,66,67,Cmajor,67,Cmajor
62,Gmajor,62,59,62,62,62,64,Gmajor,67,Cmajor
67,Gmajor,62,59,62,62,62,64,Cmajor,67,Gmajor
67,Gmajor,60,59,62,67,67,60,Fmajor,64,Cmajor
67,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor
71,Gmajor,67,59,67,71,71,60,Fmajor,67,Gmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,64,Gmajor
67,Gmajor,67,59,67,67,67,60,Cmajor,67,Cmajor
65,Gmajor,67,59,67,67,67,67,Cmajor,67,Gmajor
64,Cmajor,64,60,67,64,64,67,Cmajor,67,Cmajor
67,Cmajor,67,60,67,67,67,67,Cmajor,65,Fmajor
-67,Eminor,67,59,67,67,67,69,Fmajor,67,Cmajor
61,Amajor,67,64,69,69,61,60,Fmajor,64,Cmajor
69,Dminor,69,57,69,69,69,60,Fmajor,60,Cmajor
-69,Dminor,69,57,69,69,69,60,Fmajor,62,Dmajor
-69,Dminor,69,57,69,69,69,64,Gmajor,64,Gmajor
69,Aminor,67,60,69,69,69,64,Gmajor,64,Gmajor
-69,Aminor,67,60,69,69,69,64,Cmajor,64,Cmajor
62,Gmajor,67,59,67,62,62,60,Fmajor,64,Cmajor
60,Cmajor,67,60,72,59,60,67,Cmajor,67,Cmajor
67,Cmajor,67,60,72,67,67,60,Fmajor,64,Cmajor
67,Cmajor,67,60,67,67,67,60,Fmajor,65,Dminor
67,Gmajor,67,59,67,67,67,60,Cmajor,62,Gmajor
-67,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
-67,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor
62,Gmajor,60,59,62,62,62,64,Gmajor,65,Fmajor
62,Dminor,60,57,65,65,65,67,Cmajor,67,Cmajor
62,Gmajor,62,59,62,62,62,60,Fmajor,67,Cmajor
67,Cmajor,64,60,67,67,67,60,Fmajor,67,Gmajor
67,Gmajor,67,59,67,67,67,1000,1000,67,Cmajor
67,Cmajor,67,60,67,67,67,1000,1000,74,Cother
67,Cother,67,60,67,67,67,1000,1000,1000,Cmajor
-67,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor
64,Cmajor,64,60,67,64,64
