original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cother,60,Cmajor
55,Cmajor,55,60,55,55,55,59,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Gmajor,60,59,62,59,59,60,Dminor,60,Cmajor
57,Dminor,60,57,62,57,57,59,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,59,Gmajor
62,Dminor,60,57,62,62,62,59,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,Aminor,55,60,57,57,57,59,Cmajor,60,Cmajor
60,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
59,Gmajor,60,59,62,59,59,55,Cmajor,57,Fmajor
57,Dminor,60,57,62,57,57,59,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
60,Cother,59,60,60,59,60,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
60,Aminor,60,60,60,60,60,59,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
62,Dminor,60,57,62,62,62,60,Dminor,55,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,55,Cmajor
60,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor
60,Dminor,59,57,57,60,60,60,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cother
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Gmajor
55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,55,Gmajor,55,Cmajor
57,Fmajor,60,60,60,57,57,55,Cmajor,57,Fmajor
57,Amajor,60,64,61,57,57,59,Cmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Fmajor,60,Cmajor
58,Gminor,59,62,55,59,58,60,Fmajor,60,Cmajor
57,Dminor,59,57,57,57,57,60,Cother,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
58,B-major,60,62,62,60,58,60,Cmajor,60,Cmajor
57,Amajor,60,64,57,57,57,60,Dminor,60,Cmajor
57,Dminor,60,57,62,60,60,59,Gmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
-60,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
56,Emajor,60,59,59,56,56,60,Cmajor,60,Fmajor
57,Aminor,60,60,60,57,57,60,Cmajor,57,Fmajor
55,Cmajor,60,60,60,55,55,60,Fmajor,55,Cmajor
59,Gmajor,59,59,59,62,62,60,Fmajor,52,Aminor
62,G#diminished,60,62,56,62,62,1000,Fmajor,1000,Dminor
-60,Dmajor,59,62,57,57,57,60,Fmajor,67,Ediminished
57,Aminor,55,60,57,52,52,60,Fmajor,60,Fmajor
57,Dminor,59,57,57,57,57,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55
