original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Aminor,55,60,57,57,57,60,Cmajor,60,Fmajor
60,Cother,59,60,60,59,60,62,Gmajor,60,Fmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
-60,Aminor,60,60,60,60,60,64,Bdiminished,59,Gmajor
59,Eminor,60,59,59,60,59,59,Cmajor,59,Cmajor
64,Aminor,60,60,60,64,64,59,Cmajor,57,Dminor
62,Gother,60,67,62,62,62,60,Cmajor,62,Cmajor
-62,Dmajor,57,62,57,62,62,60,Cmajor,62,Gmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
-62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
57,Dminor,60,57,62,57,57,60,Fmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,67,Cmajor,62,Gmajor
-60,Cmajor,60,60,60,60,60,67,Eminor,67,Eminor
60,Cother,59,60,60,59,60,60,Fmajor,64,Aminor
59,Eminor,59,59,59,59,59,59,Dmajor,60,Cmajor
60,Aminor,59,60,60,60,60,62,Gmajor,60,Fmajor
60,Dminor,59,57,57,60,60,62,Gmajor,60,Fmajor
59,Gmajor,59,59,59,59,59,62,Gmajor,65,Dminor
59,Gmajor,59,59,59,59,59,60,Cmajor,62,Gmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
60,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor
60,Cother,59,60,60,59,60,59,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
-60,Aminor,60,60,60,60,60,60,Cmajor,55,Cmajor
59,Eminor,60,59,59,60,59,60,Cmajor,55,Cmajor
64,Aminor,60,60,60,64,64,60,Cmajor,55,Cmajor
62,Gother,60,67,62,62,62,60,Cmajor,55,Cmajor
-62,Dmajor,57,62,57,62,62,60,Cmajor,55,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,57,Fmajor
-62,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
57,Dminor,60,57,62,57,57,59,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
-60,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
60,Cother,59,60,60,59,60,60,Fmajor,57,Fmajor
59,Eminor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,Aminor,59,60,60,60,60,59,Cmajor,60,Cmajor
60,Dminor,59,57,57,60,60,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,59,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
-59,Eminor,60,59,59,60,62,60,Cmajor,60,Cmajor
62,Dminor,60,57,62,62,62,60,Cmajor,62,Gmajor
57,Dminor,60,57,62,57,57,62,Gmajor,62,Gmajor
62,B-major,60,62,62,62,62,62,Cother,60,Cmajor
62,Ediminished,60,58,62,62,62,62,Gmajor,55,Gmajor
61,Amajor,60,64,61,60,61,60,Cmajor,55,Cmajor
61,Amajor,60,64,61,60,61,60,Cmajor,57,Fmajor
57,Dminor,59,57,57,57,57,60,Cmajor,55,Cmajor
-57,Dminor,59,57,57,57,57,59,Cmajor,55,Cmajor
-57,Dminor,59,57,57,57,57,55,Gmajor,55,Gmajor
61,Amajor,60,64,61,60,61,55,Gmajor,55,Gmajor
57,Amajor,60,64,61,57,57,55,Cmajor,55,Cmajor
61,Amajor,60,64,61,60,61,55,Cmajor,55,Cmajor
62,Dminor,60,57,62,57,57,60,Fmajor,57,Fmajor
57,Dminor,60,57,62,57,57,59,Gmajor,60,Cmajor
57,Dminor,60,57,65,65,65,59,Cmajor,60,Cmajor
65,Bdiminished,60,59,62,65,65,59,Cmajor,60,Cmajor
62,Bminor,60,62,62,63,62,59,Gmajor,60,Cmajor
62,Emajor,64,59,64,64,64,59,Gmajor,60,Cmajor
60,Aminor,60,60,64,60,60,59,Cmajor,60,Cmajor
-60,Aminor,60,60,64,60,60,60,Cmajor,60,Cmajor
64,Emajor,62,59,68,64,64,60,Cmajor,60,Cmajor
64,Aminor,64,60,64,64,64,60,Cmajor,60,Cmajor
60,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
-60,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
59,Bdiminished,60,59,59,57,59,60,Cmajor,62,Gmajor
62,Bdiminished,60,59,59,55,62,62,Gmajor,62,Gmajor
60,Cmajor,60,60,60,60,60,62,Cother,60,Cmajor
60,Cother,59,60,60,59,60,62,Gmajor,55,Gmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,57,Fmajor
60,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
65,Fmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
64,Fmajor,60,60,60,60,60,1000,1000,57,Fmajor
60,Cmajor,60,60,60,60,60,1000,1000,52,Cmajor
60,Cother,59,60,60,59,60,1000,1000,60,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
