original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
52,Cmajor,50,60,52,52,52,59,Cmajor,55,Cmajor
57,Aminor,55,60,57,57,57,59,Gmajor,55,Cmajor
-60,Cother,59,60,60,59,60,55,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,57,Fmajor,57,Fmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,59,Gmajor,59,Cmajor
60,Fmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
62,Eminor,60,59,59,60,59,59,Cmajor,60,Cmajor
60,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cother,60,Cother
-55,Cmajor,55,60,55,55,55,62,Gmajor,55,Gmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,57,Aminor
60,Cmajor,60,60,60,60,60,60,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
60,Dminor,60,57,62,60,60,55,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
59,Emajor,60,59,59,59,59,59,Cmajor,55,Cmajor
59,Aminor,55,60,57,57,57,55,Gmajor,55,Gmajor
60,Fmajor,60,60,60,60,60,55,Gmajor,55,Gmajor
62,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
60,Cother,59,60,60,59,60,59,Cmajor,55,Cmajor
60,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor
-60,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,57,Fmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,52,Cmajor
60,Cmajor,60,60,60,60,60,1000,Fmajor,1000,Dminor
60,Fmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
-60,Cother,59,60,60,59,60,59,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55
