original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,53,Fmajor
-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
62,Gmajor,60,59,62,62,62,60,Cmajor,59,Gmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,Cother,60,60,62,59,60,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
53,B-major,62,62,53,53,53,60,Cmajor,55,Cmajor
57,Fmajor,60,60,60,53,53,60,Cmajor,60,Dminor
60,Fother,60,60,65,60,60,60,Cmajor,62,Ediminished
60,Fmajor,60,60,60,60,60,62,Gmajor,65,Dminor
62,Gmajor,60,59,62,62,62,62,Gmajor,62,Gmajor
60,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,Aminor,60,60,60,57,57,60,Cmajor,62,Gmajor
57,Dmajor,57,62,57,57,57,62,Gmajor,65,Fmajor
62,Gmajor,60,59,62,62,62,67,Cmajor,64,Cmajor
60,Aminor,60,60,64,60,60,60,Fmajor,67,Cmajor
59,Gmajor,60,59,62,59,59,62,Gmajor,62,Gmajor
62,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,64,Cmajor
60,Cother,60,60,62,59,60,60,Cmajor,64,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor
53,B-major,62,62,53,53,53,62,Gmajor,57,Dmajor
57,Fmajor,60,60,60,53,53,60,Cmajor,59,Gmajor
60,Fother,60,60,65,60,60,62,Gmajor,57,Gmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
62,Gmajor,60,59,62,62,62,55,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,65,Gmajor
55,Cmajor,55,60,55,55,55,60,Cmajor,67,Cmajor
60,Aminor,60,60,60,57,57,60,Aminor,67,Cmajor
57,Dmajor,57,62,57,57,57,62,Dmajor,67,Cmajor
62,Gmajor,60,59,62,62,62,62,Gmajor,67,Fmajor
60,Aminor,60,60,64,60,60,64,Cmajor,67,Cmajor
59,Gmajor,60,59,62,59,59,62,Gmajor,60,Cmajor
64,Cmajor,60,60,60,64,64,62,Gmajor,64,Cmajor
64,Cmajor,64,60,67,67,67,60,Cmajor,64,Cmajor
62,Gmajor,62,59,62,62,62,60,Cmajor,64,Cmajor
66,Dmajor,60,62,62,65,66,60,Cmajor,64,Aminor
66,Bmajor,62,66,66,66,66,62,Gmajor,57,Dmajor
67,Cmajor,64,60,67,67,67,60,Cmajor,59,Gmajor
62,Dmajor,60,62,62,62,62,62,Gmajor,57,Gmajor
59,Gmajor,60,59,62,59,59,60,Fmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
60,Aminor,64,60,64,60,60,60,Cmajor,60,Cmajor
60,Fother,60,60,65,60,60,60,Cmajor,60,Cmajor
60,Fmajor,60,60,60,60,60,60,Aminor,60,Fmajor
60,Aminor,60,60,60,57,57,62,Dmajor,65,Fother
62,Gmajor,60,59,62,62,62,62,Gmajor,65,Fmajor
57,Dminor,60,57,62,57,57,64,Cmajor,64,Cmajor
61,Amajor,60,64,61,60,61,60,Cmajor,60,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,64,Cmajor
62,Gmajor,59,59,59,62,62,60,Fmajor,67,Cmajor
60,Fmajor,60,60,60,60,60,60,Fmajor,69,Aminor
64,Cmajor,60,60,60,60,60,1000,Fmajor,1000,Dminor
57,Dminor,59,57,57,57,57,60,Fmajor,67,Ediminished
57,Dmajor,54,62,54,57,57,60,Fmajor,60,Fmajor
55,Gmajor,55,59,55,55,55,52,Cmajor,55,Gmajor
55,Cmajor,55,60,55,55,55
