original,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,52,Cmajor
55,Cmajor,55,60,55,55,55,55,Cmajor,57,Fmajor
57,Aminor,55,60,57,57,57,60,Fmajor,55,Cmajor
-60,Cother,59,60,60,59,60,59,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
-60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
-60,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,55,Gmajor,55,Gmajor
60,Dminor,60,57,62,60,60,55,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,Cother,59,60,60,59,60,60,Cmajor,57,Fmajor
59,Gmajor,59,59,59,59,59,59,Cmajor,59,Bdiminished
-59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
59,Aminor,55,60,57,57,57,59,Gmajor,60,Cmajor
-57,Bminor,59,62,57,55,57,59,Gmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,59,Cmajor,60,Cmajor
55,Cother,59,60,60,55,55,60,Cmajor,60,Cmajor
55,Aminor,55,60,57,52,52,60,Cmajor,60,Cmajor
54,Dmajor,55,62,57,54,54,60,Cmajor,60,Cmajor
55,Gmajor,59,59,59,55,55,55,Cmajor,55,Cmajor
55,Gmajor,59,59,59,62,62,55,Gmajor,55,Cmajor
55,Cmajor,60,60,60,55,55,55,Cmajor,52,Cmajor
59,Gmajor,59,59,59,59,59,52,Cmajor,52,Cmajor
59,Aminor,55,60,57,57,57,55,Cmajor,52,Aminor
55,Cmajor,55,60,55,55,55,55,Gmajor,52,Aminor
55,Gmajor,55,59,55,55,55,55,Aminor,52,Aminor
-55,Gmajor,55,59,55,55,55,55,Aminor,52,Aminor
55,Cmajor,55,60,55,55,55,55,Aminor,52,Aminor
-55,Cmajor,55,60,55,55,55,52,Emajor,52,Emajor
-55,Cmajor,55,60,55,55,55,72,Cmajor,52,Emajor
-55,Cmajor,55,60,55,55,55,53,Dminor,52,Aminor
-55,Cmajor,55,60,55,55,55,53,Dminor,48,Fmajor
55,Cmajor,55,60,55,55,55,55,Gmajor,52,Cmajor
57,Aminor,55,60,57,57,57,55,Cmajor,55,Cmajor
-60,Cother,59,60,60,59,60,52,Cmajor,53,Bdiminished
60,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
-60,Cmajor,60,60,60,60,60,52,Cmajor,55,Gmajor
-60,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
60,Dminor,60,57,62,60,60,55,Cmajor,57,Fmajor
60,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
60,Cother,59,60,60,59,60,59,Gmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
-59,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
59,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
59,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
-57,Bminor,59,62,57,55,57,60,Cmajor,60,Cmajor
55,Cmajor,60,60,60,55,55,55,Cmajor,55,Cmajor
55,Cother,59,60,60,55,55,55,Cmajor,55,Cmajor
55,Aminor,55,60,57,52,52,55,Gmajor,55,Gmajor
54,Dmajor,55,62,57,54,54,55,Gmajor,55,Gmajor
55,Gmajor,59,59,59,55,55,55,Cmajor,52,Cmajor
55,Gmajor,59,59,59,62,62,52,Cmajor,52,Cmajor
55,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
59,Gmajor,59,59,59,59,59,60,Fmajor,57,Fmajor
59,Aminor,55,60,57,57,57,55,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,59,Cmajor,55,Cmajor
55,Gmajor,55,59,55,55,55,60,Cmajor,55,Cmajor
-55,Gmajor,55,59,55,55,55,59,Cmajor,55,Cmajor
55,Cmajor,55,60,55,55,55,60,Fmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,60,Fmajor,55,Gmajor
-55,Cmajor,55,60,55,55,55,60,Fmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,59,Gmajor,55,Cmajor
-55,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
60,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,Fmajor,60,60,60,60,60,55,Gmajor,60,Cmajor
-62,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
