0, -1000, -1000, -1000, -1000, 1000
0.5, -1000, -1000, -1000, -1000, 1000
1.0, -1000, -1000, -1000, -1000, 1000
1.5, -1000, -1000, -1000, -1000, 1000
2.0, -1000, -1000, -1000, -1000, 1000
2.5, -1000, -1000, -1000, -1000, 1000
3.0, 57, 52, 48, 45, Aminor
3.5, -57, -52, -48, -45, Aminor
4.0, 57, 53, 48, 38, Dminor
4.5, -57, 52, -48, 40, Aminor
5.0, 57, 50, 47, 41, Bdiminished
5.5, -57, -50, 45, -41, Dminor
6.0, 56, 52, 47, 40, Emajor
6.5, -56, -52, -47, -40, Emajor
7.0, 52, 47, 44, 38, Emajor
7.5, -52, -47, -44, -38, Emajor
8.0, 57, 52, 45, 36, Aminor
8.5, -57, 54, -45, -36, F#diminished
9.0, 59, 56, 50, 35, G#diminished
9.5, -59, -56, -50, -35, G#diminished
10.0, 60, 57, 52, 33, Aminor
10.5, -60, -57, -52, -33, Aminor
11.0, 60, 57, 52, 45, Aminor
11.5, -60, -57, -52, -45, Aminor
12.0, 62, 59, 53, 44, G#diminished
12.5, -62, -59, -53, -44, G#diminished
13.0, 60, 57, 52, 45, Aminor
13.5, -60, -57, -52, -45, Aminor
14.0, 59, 56, 52, 40, Emajor
14.5, -59, -56, -52, -40, Emajor
15.0, 59, 56, 52, 40, Emajor
15.5, -59, -56, -52, -40, Emajor
16.0, 60, 57, 52, 45, Aminor
16.5, -60, -57, -52, -45, Aminor
17.0, 62, 59, 53, 50, Bdiminished
17.5, -62, -59, -53, -50, Bdiminished
18.0, 64, 60, 55, 48, Cmajor
18.5, 62, -60, 53, -48, Dminor
19.0, 60, 55, 52, 46, Cmajor
19.5, -60, -55, 50, -46, Gminor
20.0, 65, 57, 48, 45, Fmajor
20.5, -65, 59, -48, -45, Fmajor
21.0, 65, 60, 48, 44, Fminor
21.5, -65, -60, 50, -44, Ddiminished
22.0, 64, 60, 52, 43, Cmajor
22.5, -64, -60, 48, -43, Cmajor
23.0, 63, 60, 57, 42, F#diminished
23.5, 62, -60, -57, -42, Dmajor
24.0, 62, 60, 55, 43, Cother
24.5, -62, -60, -55, -43, Cother
25.0, -62, 59, -55, -43, Gmajor
25.5, -62, -59, 53, -43, Gmajor
26.0, 60, 55, 52, 36, Cmajor
26.5, -60, -55, -52, -36, Cmajor
27.0, 60, 57, 52, 33, Aminor
27.5, -60, 55, -52, -33, Aminor
28.0, 59, 53, 50, 38, Bdiminished
28.5, -59, 52, -50, -38, Eother
29.0, 57, 54, 48, 39, D#diminished
29.5, -57, -54, -48, -39, D#diminished
30.0, 55, 52, 47, 40, Eminor
30.5, -55, -52, -47, -40, Eminor
31.0, 52, 47, 43, 40, Eminor
31.5, 53, -47, -43, 38, Gmajor
32.0, 55, 52, 48, 36, Cmajor
32.5, -55, 53, -48, 38, Dminor
33.0, 55, 55, 48, 40, Cmajor
33.5, -55, -55, -48, 36, Cother
34.0, 57, 55, 48, 41, Fmajor
34.5, -57, 53, -48, -41, Fmajor
35.0, 55, 53, 47, 43, Gmajor
35.5, -55, 52, -47, -43, Eminor
36.0, 53, 52, 48, 45, Fmajor
36.5, -53, 50, -48, -45, Dminor
37.0, -53, 50, 43, 47, Gmajor
37.5, -53, -50, -43, -47, Gmajor
38.0, 52, 48, 43, 48, Cmajor
38.5, -52, -48, -43, -48, Cmajor
39.0, 64, 60, 55, 48, Cmajor
39.5, -64, -60, -55, -48, Cmajor
40.0, 62, 59, 53, 44, G#diminished
40.5, -62, -59, -53, -44, G#diminished
41.0, 60, 57, 52, 45, Aminor
41.5, 59, -57, -52, -45, Aother
42.0, 59, 57, 54, 39, Bmajor
42.5, -59, -57, -54, -39, Bmajor
43.0, -59, 56, 52, 40, Emajor
43.5, -59, -56, 50, -40, Emajor
44.0, 57, 52, 49, 33, Amajor
