0, -1000, -1000, -1000, -1000, 1000
0.5, -1000, -1000, -1000, -1000, 1000
1.0, -1000, -1000, -1000, -1000, 1000
1.5, -1000, -1000, -1000, -1000, 1000
2.0, -1000, -1000, -1000, -1000, 1000
2.5, -1000, -1000, -1000, -1000, 1000
3.0, 72, 64, 55, 48, Cmajor
3.5, -72, 65, -55, 50, Dminor
4.0, 67, 67, 60, 52, Cmajor
4.5, -67, -67, -60, -52, Cmajor
5.0, 69, 65, 60, 53, Fmajor
5.5, 71, -65, -60, -53, Bother
6.0, 72, 67, 60, 52, Cmajor
6.5, 74, -67, -60, -52, Cmajor
7.0, 76, 68, 60, -52, Caugmented
7.5, -76, 69, -60, 54, F#diminished
8.0, 74, 71, 59, 56, G#diminished
8.5, -74, -71, -59, -56, G#diminished
9.0, 72, 64, 60, 57, Aminor
9.5, -72, -64, 59, 55, Cmajor
10.0, -72, 62, 57, 54, Dmajor
10.5, -72, -62, -57, -54, Dmajor
11.0, 71, 62, 55, 55, Gmajor
11.5, -71, -62, -55, -55, Gmajor
12.0, 72, 64, 55, 48, Cmajor
12.5, -72, -64, -55, -48, Cmajor
13.0, -72, -64, -55, -48, Cmajor
13.5, -72, -64, -55, -48, Cmajor
14.0, -72, -64, -55, -48, Cmajor
14.5, -72, -64, -55, -48, Cmajor
15.0, 76, 67, 60, 60, Cmajor
15.5, -76, -67, -60, -60, Cmajor
16.0, 74, 67, 59, 55, Gmajor
16.5, -74, 65, -59, -55, Gmajor
17.0, 72, 64, 60, 57, Aminor
17.5, -72, -64, -60, -57, Aminor
18.0, 71, 65, 62, 50, Bdiminished
18.5, 69, -65, 60, -50, Dminor
19.0, 67, 64, 59, 52, Eminor
19.5, -67, -64, -59, -52, Eminor
20.0, 69, 65, 60, 52, Fmajor
20.5, -69, -65, -60, -52, Fmajor
21.0, 71, -65, 62, 50, Bdiminished
21.5, 72, -65, -62, 48, Dminor
22.0, 74, -65, 56, 47, G#diminished
22.5, -74, -65, 57, 45, Dminor
23.0, -74, 64, 59, 44, Emajor
23.5, -74, 66, -59, 47, Bminor
24.0, 74, 68, 59, 52, Emajor
24.5, -74, -68, -59, -52, Emajor
25.0, 72, 69, 57, 53, Fmajor
25.5, -72, 67, -57, 52, Aminor
26.0, 71, 65, -57, 50, Bdiminished
26.5, -71, -65, -57, -50, Bdiminished
27.0, -71, 64, 56, 52, Emajor
27.5, -71, 62, -56, -52, Emajor
28.0, 69, 60, 57, 45, Aminor
28.5, -69, -60, -57, -45, Aminor
29.0, -69, -60, -57, -45, Aminor
29.5, -69, -60, -57, -45, Aminor
30.0, -69, -60, -57, -45, Aminor
30.5, -69, -60, -57, -45, Aminor
31.0, 72, 64, 55, 48, Cmajor
31.5, -72, 65, -55, 50, Dminor
32.0, 67, 67, 60, 52, Cmajor
32.5, -67, -67, -60, -52, Cmajor
33.0, 69, 65, 60, 53, Fmajor
33.5, 71, -65, -60, -53, Bother
34.0, 72, 67, 60, 52, Cmajor
34.5, 74, -67, -60, -52, Cmajor
35.0, 76, 68, 60, -52, Caugmented
35.5, -76, 69, -60, 54, F#diminished
36.0, 74, 71, 59, 56, G#diminished
36.5, -74, -71, -59, -56, G#diminished
37.0, 72, 64, 60, 57, Aminor
37.5, -72, -64, 59, 55, Cmajor
38.0, -72, 62, 57, 54, Dmajor
38.5, -72, -62, -57, -54, Dmajor
39.0, 71, 62, 55, 55, Gmajor
39.5, -71, -62, -55, -55, Gmajor
40.0, 72, 64, 55, 48, Cmajor
40.5, -72, -64, -55, -48, Cmajor
41.0, -72, -64, -55, -48, Cmajor
41.5, -72, -64, -55, -48, Cmajor
42.0, -72, -64, -55, -48, Cmajor
42.5, -72, -64, -55, -48, Cmajor
43.0, 76, 67, 60, 60, Cmajor
43.5, -76, -67, -60, -60, Cmajor
44.0, 74, 67, 59, 55, Gmajor
44.5, -74, 65, -59, -55, Gmajor
45.0, 72, 64, 60, 57, Aminor
45.5, -72, -64, -60, -57, Aminor
46.0, 71, 65, 62, 50, Bdiminished
46.5, 69, -65, 60, -50, Dminor
47.0, 67, 64, 59, 52, Eminor
47.5, -67, -64, -59, -52, Eminor
48.0, 69, 65, 60, 52, Fmajor
48.5, -69, -65, -60, -52, Fmajor
49.0, 71, -65, 62, 50, Bdiminished
49.5, 72, -65, -62, 48, Dminor
50.0, 74, -65, 56, 47, G#diminished
50.5, -74, -65, 57, 45, Dminor
51.0, -74, 64, 59, 44, Emajor
51.5, -74, 66, -59, 47, Bminor
52.0, 74, 68, 59, 52, Emajor
52.5, -74, -68, -59, -52, Emajor
53.0, 72, 69, 57, 53, Fmajor
53.5, -72, 67, -57, 52, Aminor
54.0, 71, 65, -57, 50, Bdiminished
54.5, -71, -65, -57, -50, Bdiminished
55.0, -71, 64, 56, 52, Emajor
55.5, -71, 62, -56, -52, Emajor
56.0, 69, 60, 57, 45, Aminor
56.5, -69, -60, -57, -45, Aminor
57.0, -69, -60, -57, -45, Aminor
57.5, -69, -60, -57, -45, Aminor
58.0, -69, -60, -57, -45, Aminor
58.5, -69, -60, -57, -45, Aminor
59.0, 76, 69, 60, 57, Aminor
59.5, -76, -69, -60, -57, Aminor
60.0, 77, 69, 60, 50, Dminor
60.5, -77, -69, 57, -50, Dminor
61.0, 74, 67, 59, 55, Gmajor
61.5, -74, -67, -59, -55, Gmajor
62.0, 76, 67, 59, 48, Cmajor
62.5, -76, -67, 55, -48, Cmajor
63.0, 72, 65, 57, 53, Fmajor
63.5, -72, -65, -57, 52, Fmajor
64.0, 74, 65, 57, 50, Dminor
64.5, -74, -65, -57, -50, Dminor
65.0, 76, 64, 59, 44, Emajor
65.5, -76, -64, -59, -44, Emajor
66.0, 69, 64, 60, 45, Aminor
66.5, -69, -64, -60, -45, Aminor
67.0, 76, 69, 64, 60, Aminor
67.5, -76, -69, -64, -60, Aminor
68.0, 77, 69, 62, 60, Dminor
68.5, -77, -69, -62, -60, Dminor
69.0, 74, 67, 62, 59, Gmajor
69.5, -74, -67, -62, -59, Gmajor
70.0, 76, 67, 60, 59, Cmajor
70.5, -76, -67, -60, -59, Cmajor
71.0, 72, 65, 60, 57, Fmajor
71.5, -72, 64, 59, 55, Cmajor
72.0, 74, 62, 57, 53, Dminor
72.5, -74, -62, -57, 52, Dother
73.0, 76, 67, 57, 50, Eminor
73.5, -76, -67, -57, 49, Amajor
74.0, 69, 65, 57, 50, Dminor
74.5, -69, -65, -57, -50, Dminor
75.0, -69, -65, -57, -50, Dminor
75.5, -69, -65, -57, -50, Dminor
76.0, -69, -65, -57, -50, Dminor
76.5, -69, -65, -57, -50, Dminor
77.0, 72, 64, 57, 45, Aminor
77.5, -72, -64, -57, -45, Aminor
78.0, 71, 63, 57, 47, Bmajor
78.5, -71, -63, 55, -47, Gaugmented
79.0, 69, 64, -55, 49, Amajor
79.5, -69, 66, 54, 51, D#diminished
80.0, 67, 59, 52, 52, Eminor
80.5, -67, -59, -52, -52, Eminor
81.0, 69, 64, 52, 49, Amajor
81.5, -69, -64, -52, -49, Amajor
82.0, 65, 64, 53, 50, Dminor
82.5, -65, -64, 55, 52, Eminor
83.0, 65, 62, 57, 53, Dminor
83.5, -65, -62, 59, 55, Gmajor
84.0, 64, 61, 61, 57, Amajor
84.5, -64, -61, -61, -57, Amajor
85.0, -64, -61, -61, -57, Amajor
85.5, -64, -61, -61, -57, Amajor
86.0, -64, -61, -61, -57, Amajor
86.5, -64, -61, -61, -57, Amajor
87.0, 69, 62, 57, 53, Dminor
87.5, -69, -62, 59, -53, Bdiminished
88.0, 67, -62, 59, -53, Gmajor
88.5, -67, -62, -59, -53, Gmajor
89.0, 72, 67, 60, 52, Cmajor
89.5, -72, -67, 62, 53, Dminor
90.0, 72, 67, 64, 55, Cmajor
90.5, -72, -67, -64, -55, Cmajor
91.0, 71, 65, 62, 43, Gmajor
91.5, -71, -65, -62, -43, Gmajor
92.0, 72, 64, 60, 48, Cmajor
92.5, -72, -64, -60, -48, Cmajor
93.0, -72, -64, -60, -48, Cmajor
93.5, -72, -64, -60, -48, Cmajor
94.0, -72, -64, -60, -48, Cmajor
94.5, -72, -64, -60, -48, Cmajor
95.0, 67, 64, 60, 48, Cmajor
95.5, -67, -64, -60, -48, Cmajor
96.0, 69, 62, 54, 60, Dmajor
96.5, -69, -62, -54, -60, Dmajor
97.0, 71, 62, 56, 59, G#diminished
97.5, -71, -62, -56, -59, G#diminished
98.0, 72, 60, 57, 57, Aminor
98.5, 74, -60, 59, -57, Bminor
99.0, 76, 72, 60, -57, Aminor
99.5, -76, 71, -60, 55, Cmajor
100.0, -76, 69, -60, 53, Fmajor
100.5, -76, 68, -60, 52, Caugmented
101.0, 74, 69, 59, 53, Bdiminished
101.5, -74, 71, -59, 50, Bminor
102.0, 74, 68, 59, 52, Emajor
102.5, -74, -68, -59, -52, Emajor
103.0, 72, 69, 57, 53, Fmajor
103.5, -72, 67, -57, 52, Aminor
104.0, 71, 65, -57, 50, Bdiminished
104.5, -71, -65, -57, -50, Bdiminished
105.0, 71, 64, 56, 52, Emajor
105.5, -71, 62, -56, -52, Emajor
106.0, 69, 61, 57, 45, Amajor
