0, -1000, -1000, -1000, -1000, 1000
0.5, -1000, -1000, -1000, -1000, 1000
1.0, -1000, -1000, -1000, -1000, 1000
1.5, -1000, -1000, -1000, -1000, 1000
2.0, -1000, -1000, -1000, -1000, 1000
2.5, -1000, -1000, -1000, -1000, 1000
3.0, 69, 64, 60, 57, Aminor
3.5, -69, -64, -60, -57, Aminor
4.0, 69, 65, 59, 50, Bdiminished
4.5, -69, -65, -59, -50, Bdiminished
5.0, 68, 64, 59, 52, Emajor
5.5, -68, 62, -59, -52, Emajor
6.0, 69, 60, 57, 53, Fmajor
6.5, -69, -60, -57, -53, Fmajor
7.0, 71, 65, 62, 52, Bdiminished
7.5, -71, -65, -62, 50, Bdiminished
8.0, 72, 64, 56, 52, Caugmented
8.5, -72, -64, 57, -52, Aminor
9.0, 71, 64, -57, 52, Aother
9.5, -71, -64, 56, -52, Emajor
10.0, 69, 64, 60, 45, Aminor
10.5, -69, -64, -60, -45, Aminor
11.0, 69, 64, 60, 57, Aminor
11.5, -69, -64, -60, -57, Aminor
12.0, 71, 65, 62, 57, Bdiminished
12.5, -71, -65, -62, -57, Bdiminished
13.0, 71, 64, 62, 56, Emajor
13.5, -71, -64, -62, -56, Emajor
14.0, 76, 64, 61, 55, C#diminished
14.5, -76, -64, -61, -55, C#diminished
15.0, 74, 69, 62, 53, Dminor
15.5, -74, 68, -62, -53, G#other
16.0, 72, 69, 64, 52, Aminor
16.5, -72, -69, -64, -52, Aminor
17.0, -72, -69, 66, 51, D#diminished
17.5, -72, -69, 57, -51, D#other
18.0, 71, 68, 64, 52, Emajor
18.5, -71, -68, -64, -52, Emajor
19.0, 69, 64, 60, 57, Aminor
19.5, -69, -64, -60, -57, Aminor
20.0, 69, 65, 59, 50, Bdiminished
20.5, -69, -65, -59, -50, Bdiminished
21.0, 68, 64, 59, 52, Emajor
21.5, -68, 62, -59, -52, Emajor
22.0, 69, 60, 57, 53, Fmajor
22.5, -69, -60, -57, -53, Fmajor
23.0, 71, 65, 62, 52, Bdiminished
23.5, -71, -65, -62, 50, Bdiminished
24.0, 72, 64, 56, 52, Caugmented
24.5, -72, -64, 57, -52, Aminor
25.0, 71, 64, -57, 52, Aother
25.5, -71, -64, 56, -52, Emajor
26.0, 69, 64, 60, 45, Aminor
26.5, -69, -64, -60, -45, Aminor
27.0, 69, 64, 60, 57, Aminor
27.5, -69, -64, -60, -57, Aminor
28.0, 71, 65, 62, 57, Bdiminished
28.5, -71, -65, -62, -57, Bdiminished
29.0, 71, 64, 62, 56, Emajor
29.5, -71, -64, -62, -56, Emajor
30.0, 76, 64, 61, 55, C#diminished
30.5, -76, -64, -61, -55, C#diminished
31.0, 74, 69, 62, 53, Dminor
31.5, -74, 68, -62, -53, G#other
32.0, 72, 69, 64, 52, Aminor
32.5, -72, -69, -64, -52, Aminor
33.0, -72, -69, 66, 51, D#diminished
33.5, -72, -69, 57, -51, D#other
34.0, 71, 68, 64, 52, Emajor
34.5, -71, -68, -64, -52, Emajor
35.0, 76, 69, 64, 60, Aminor
35.5, -76, -69, -64, -60, Aminor
36.0, 74, 69, 65, 60, Dminor
36.5, -74, 67, 67, 59, Gmajor
37.0, 72, 67, 69, 57, Aminor
37.5, -72, 65, 60, -57, Fmajor
38.0, 71, 65, 62, 57, Bdiminished
38.5, 72, 64, 64, 55, Cmajor
39.0, 74, 62, 57, 53, Dminor
39.5, -74, 71, 62, -53, Bdiminished
40.0, 72, 68, 64, 52, Caugmented
40.5, -72, 69, 65, 50, Dminor
41.0, 71, -69, 59, 52, Aother
41.5, -71, 68, 64, -52, Emajor
42.0, 69, 64, 60, 45, Aminor
42.5, -69, -64, -60, -45, Aminor
43.0, 72, 69, 64, 57, Aminor
43.5, -72, 67, -64, -57, Aminor
44.0, 71, 66, 63, 57, Bmajor
44.5, -71, 64, 64, 55, Eminor
45.0, 69, 64, 66, 54, F#minor
45.5, -69, 63, -66, -54, D#diminished
46.0, 67, 64, 59, 52, Eminor
46.5, 66, 66, -59, -52, Eother
47.0, 64, 67, -59, -52, Eminor
47.5, 66, 63, 57, -52, D#diminished
48.0, 67, 64, 59, 52, Eminor
48.5, -67, 67, 62, 47, Gmajor
49.0, 69, -67, 64, 48, Aminor
49.5, -69, 66, 62, 50, Dmajor
50.0, 71, 67, 62, 43, Gmajor
50.5, -71, -67, -62, -43, Gmajor
51.0, 71, 67, 62, 55, Gmajor
51.5, -71, -67, -62, 53, Gmajor
52.0, 72, 67, 64, 52, Cmajor
52.5, -72, 69, -64, 53, Fmajor
53.0, 74, 71, 65, 52, Bdiminished
53.5, -74, -71, -65, 50, Bdiminished
54.0, 76, 71, 67, 48, Cmajor
54.5, -76, -71, -67, 50, Eminor
55.0, -76, 64, 68, 48, Caugmented
55.5, 74, -64, -68, 47, Emajor
56.0, 72, 64, 69, 45, Aminor
56.5, -72, -64, -69, 48, Aminor
57.0, 74, 62, 57, 53, Dminor
57.5, 72, 64, -57, 52, Aminor
58.0, 71, 65, 57, 50, Bdiminished
58.5, -71, -65, -57, 47, Bother
59.0, -71, 64, 56, 52, Emajor
59.5, -71, 62, -56, -52, Emajor
60.0, 69, 61, 52, 45, Amajor
