original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cother,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,59,Gmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Dminor,60,Cmajor
65,57,50,38,Dminor,60,57,62,57,57,59,Gmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,60,55,43,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,59,Gmajor
65,62,57,38,Dminor,60,57,62,62,62,59,Gmajor,60,Cmajor
62,59,55,41,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,60,52,45,Aminor,55,60,57,57,57,59,Cmajor,60,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,55,Cmajor,57,Fmajor
65,57,50,38,Dminor,60,57,62,57,57,59,Cmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
62,60,55,43,Cother,59,60,60,59,60,60,Fmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,59,Gmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
65,62,57,38,Dminor,60,57,62,62,62,60,Dminor,55,Cmajor
62,59,55,41,Gmajor,59,59,59,59,59,59,Gmajor,55,Cmajor
60,60,52,45,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,55,Cother
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,55,Gmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,48,46,Cmajor,60,60,60,55,55,55,Gmajor,55,Cmajor
65,57,48,45,Fmajor,60,60,60,57,57,55,Cmajor,57,Fmajor
64,57,49,43,Amajor,60,64,61,57,57,59,Cmajor,60,Cmajor
62,57,50,41,Dminor,59,57,57,57,57,60,Fmajor,60,Cmajor
-62,58,55,43,Gminor,59,62,55,59,58,60,Fmajor,60,Cmajor
62,57,53,38,Dminor,59,57,57,57,57,60,Cother,60,Cmajor
62,59,50,43,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,58,53,38,B-major,60,62,62,60,58,60,Cmajor,60,Cmajor
67,57,52,37,Amajor,60,64,57,57,57,60,Dminor,60,Cmajor
65,57,53,38,Dminor,60,57,62,60,60,59,Gmajor,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,-60,45,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
64,56,47,40,Emajor,60,59,59,56,56,60,Cmajor,60,Fmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Cmajor,57,Fmajor
64,55,52,48,Cmajor,60,60,60,55,55,60,Fmajor,55,Cmajor
62,59,55,47,Gmajor,59,59,59,62,62,60,Fmajor,52,Aminor
65,62,47,44,G#diminished,60,62,56,62,62,1000,Fmajor,1000,Dminor
62,-60,45,42,Dmajor,59,62,57,57,57,60,Fmajor,67,Ediminished
60,57,48,45,Aminor,55,60,57,52,52,60,Fmajor,60,Fmajor
62,57,-48,41,Dminor,59,57,57,57,57,59,Cmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
