original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
64,60,57,45,Aminor,60,60,60,60,60,59,Cmajor,60,Cmajor
62,59,52,44,Emajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
65,57,48,45,Fmajor,60,60,60,57,57,59,Gmajor,59,Gmajor
67,58,48,40,Cmajor,60,60,60,55,55,59,Cmajor,60,Cmajor
-67,-58,-48,-40,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
69,57,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Fmajor
67,59,52,43,Eminor,60,59,59,59,59,62,Gmajor,60,Fmajor
65,60,52,45,Fmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,60,55,43,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
-62,59,53,-43,Gmajor,59,59,59,59,59,60,Cmajor,64,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,62,Gmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,62,Gmajor,62,Gmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
62,59,53,44,G#diminished,59,62,56,59,59,59,Cmajor,60,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
59,56,52,40,Emajor,55,59,56,56,56,60,Dminor,60,Cmajor
-59,-56,-52,-40,Emajor,55,59,56,56,56,59,Gmajor,60,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Fmajor
64,57,52,49,Amajor,60,64,61,57,57,60,Cmajor,57,Fmajor
65,57,52,50,Dminor,60,57,62,57,57,60,Cmajor,55,Cmajor
-65,59,50,-50,Bdiminished,60,59,59,57,59,60,Cmajor,55,Cmajor
64,59,50,44,Emajor,60,59,59,59,59,60,Cmajor,55,Cmajor
-64,-59,-50,-44,Emajor,60,59,59,59,59,60,Cmajor,55,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Cmajor,57,Fmajor
64,57,60,48,Aminor,60,60,60,55,57,60,Cmajor,60,Cmajor
67,52,59,52,Eminor,60,59,59,64,64,60,Cmajor,55,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
62,59,55,43,Gmajor,59,59,59,59,59,52,Cmajor,52,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
-64,-60,-55,-36,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
62,57,54,48,Dmajor,59,62,57,57,57,59,Cmajor,55,Cmajor
62,55,55,47,Gmajor,59,59,59,62,62,60,Cmajor,55,Cmajor
64,60,55,46,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
67,62,58,45,Gminor,60,62,62,64,62,60,Cmajor,55,Cmajor
67,64,57,49,Amajor,60,64,57,64,64,60,Cmajor,57,Fmajor
66,62,50,50,Dmajor,57,62,57,57,57,55,Cmajor,55,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Fmajor,57,Fmajor
-67,-59,-50,-43,Gmajor,60,59,62,59,59,59,Gmajor,60,Cmajor
67,59,52,40,Eminor,60,59,59,60,59,59,Cmajor,60,Cmajor
64,60,52,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
69,60,51,41,Fmajor,60,60,60,60,60,60,Aminor,60,Cmajor
-69,58,50,46,B-major,60,62,58,58,58,62,Dmajor,60,Cmajor
65,58,50,43,Gminor,60,62,62,59,58,62,Gmajor,60,Fmajor
64,55,49,45,Amajor,60,64,61,57,57,62,Gmajor,60,Cmajor
62,53,50,38,Dminor,59,57,57,53,53,60,Cmajor,60,Cmajor
-62,-53,-50,-38,Dminor,59,57,57,53,53,60,Cmajor,60,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Fmajor,60,Cmajor
64,55,48,41,Cmajor,60,60,60,57,55,59,Cmajor,55,Cmajor
65,59,50,38,Bdiminished,60,59,59,57,59,55,Gmajor,60,Aminor
64,60,43,40,Cmajor,60,60,60,60,60,60,Aminor,60,Aminor
62,60,55,43,Cother,59,60,60,59,60,60,Aminor,60,Aminor
-62,59,53,-43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
