original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Gmajor,55,Gmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,55,Gmajor,55,Gmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,55,Cmajor,55,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,52,Cmajor,55,Gmajor
62,55,50,47,Gmajor,59,59,59,55,55,53,Dminor,53,Dminor
62,55,47,43,Gmajor,59,59,59,55,55,50,Gmajor,50,Gmajor
60,55,48,40,Cmajor,55,60,55,55,55,52,Cmajor,50,Gmajor
-60,55,52,36,Cmajor,55,60,55,55,55,53,Fmajor,55,Aminor
57,53,48,41,Fmajor,54,60,53,53,53,60,Fmajor,55,Gmajor
55,55,48,40,Cmajor,50,60,52,55,55,60,Fmajor,59,Gmajor
57,53,48,38,Dminor,54,57,53,55,53,59,Cmajor,55,Cmajor
59,55,52,43,Eminor,55,59,55,55,55,60,Cmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,55,Cmajor,55,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,52,Cmajor,55,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,53,Dminor,53,Fmajor
64,60,55,48,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
67,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
69,60,53,53,Fmajor,60,60,60,60,60,60,Cmajor,55,Gmajor
67,62,50,47,Gmajor,60,59,62,62,62,59,Cmajor,55,Cmajor
-67,59,55,43,Gmajor,60,59,62,59,59,55,Gmajor,55,Gmajor
64,60,55,48,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
60,55,52,40,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
57,53,48,41,Fmajor,54,60,53,53,53,60,Fmajor,55,Cmajor
59,50,43,43,Gmajor,55,59,55,50,50,60,Fmajor,62,Gmajor
60,52,43,36,Cmajor,55,60,55,52,52,59,Fmajor,60,Cmajor
-60,-52,-43,-36,Cmajor,55,60,55,52,52,60,Fmajor,55,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,57,Fmajor,57,Fmajor
64,59,47,44,Emajor,60,59,59,59,59,60,Fmajor,60,Cmajor
64,59,48,45,Aminor,60,60,60,57,57,60,Dminor,55,Cmajor
62,56,50,41,G#other,59,56,56,57,56,59,Gmajor,55,Cmajor
64,56,50,40,Emajor,60,59,59,56,56,60,Cmajor,55,Cmajor
-64,-57,47,-40,Aother,60,64,57,56,57,60,Cmajor,55,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,55,Gmajor,55,Gmajor
62,59,53,38,Bdiminished,59,59,59,57,59,55,Cmajor,55,Cmajor
65,55,50,35,Gmajor,60,59,62,55,55,52,Cmajor,53,Bdiminished
64,55,48,36,Cmajor,60,60,60,55,55,53,Dminor,53,Fmajor
64,-55,45,-36,Aminor,60,60,60,55,55,55,Gmajor,55,Cmajor
60,53,45,41,Fmajor,55,60,57,53,53,60,Cmajor,60,Cmajor
-60,-53,-45,-41,Fmajor,55,60,57,53,53,60,Cmajor,60,Cmajor
62,62,43,47,Gmajor,59,59,59,62,62,60,Cmajor,60,Aminor
65,59,50,45,Bdiminished,60,59,59,60,59,62,Gmajor,60,Dmajor
64,60,48,48,Cmajor,60,60,60,55,55,60,Cmajor,59,Gmajor
60,55,-48,40,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
57,53,48,41,Fmajor,54,60,53,53,53,55,Gmajor,55,Cmajor
55,50,47,-41,Gmajor,50,59,50,50,50,55,Gmajor,55,Cmajor
60,48,43,41,Fother,55,60,55,48,48,55,Cmajor,57,Aminor
64,55,48,40,Cmajor,60,60,60,55,55,52,Cmajor,56,Emajor
62,57,45,42,Dmajor,59,62,57,57,57,53,Fmajor,52,Aminor
-62,-57,50,40,Dother,59,62,57,57,57,52,Cmajor,50,Gmajor
59,57,50,43,Gmajor,55,59,55,55,55,53,Dminor,55,Aminor
57,55,52,36,Aminor,54,60,55,55,55,55,Gmajor,58,Gminor
55,50,47,43,Gmajor,50,59,50,50,50,55,Cmajor,51,Fmajor
-55,-50,-47,-43,Gmajor,50,59,50,50,50,59,Cmajor,48,Fmajor
57,53,50,50,Dminor,54,57,53,54,53,60,Fmajor,1000,Fmajor
59,-53,50,44,G#diminished,55,62,50,53,53,60,Fmajor,65,Gmajor
60,52,48,45,Aminor,55,60,57,52,52,1000,Fmajor,1000,Dminor
-60,55,-48,40,Cmajor,55,60,55,55,55,60,Fmajor,67,Ediminished
62,57,-48,41,Dminor,59,57,57,57,57,60,Fmajor,60,Fmajor
-62,55,47,43,Gmajor,59,59,59,55,55,59,Cmajor,55,Cmajor
60,52,43,36,Cmajor,55,60,55,52,52
