original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,74,Gmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Gmajor,64,Gmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,64,Cmajor
72,64,55,48,Cmajor,64,60,67,64,64,60,Fmajor,64,Gmajor
71,62,59,43,Gmajor,62,59,62,62,62,67,Cmajor,67,Cmajor
69,65,60,45,Fmajor,60,60,60,64,65,64,Gmajor,67,Cmajor
67,62,62,47,Gmajor,60,59,62,65,65,64,Gmajor,67,Cmajor
65,60,55,48,Fother,60,60,60,62,60,67,Cmajor,67,Cmajor
69,60,55,41,Fmajor,60,60,60,60,60,67,Cmajor,65,Fmajor
69,60,53,45,Fmajor,60,60,60,60,60,67,Cmajor,67,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,69,Fmajor,67,Cmajor
72,64,52,45,Aminor,64,60,64,60,60,60,Fmajor,64,Cmajor
71,64,55,52,Eminor,62,59,67,64,64,60,Fmajor,67,Gmajor
69,60,57,53,Fmajor,60,60,60,60,60,67,Cmajor,64,Cmajor
67,64,59,55,Eminor,60,59,59,62,64,60,Fmajor,62,Gmajor
65,60,60,57,Fmajor,60,60,60,60,60,60,Fmajor,74,Gmajor
69,64,57,54,F#minor,60,64,64,62,64,64,Cmajor,71,Gmajor
69,63,59,47,Bmajor,60,66,63,63,63,60,Fmajor,59,Dmajor
67,64,59,52,Eminor,60,59,59,64,64,60,Cmajor,55,Gmajor
67,64,60,48,Cmajor,60,60,60,64,64,62,Gmajor,59,Cmajor
69,60,57,53,Fmajor,60,60,60,60,60,60,Cmajor,60,Fmajor
71,67,64,55,Eminor,62,59,67,67,67,60,Cmajor,66,Eminor
72,64,60,57,Aminor,64,60,64,64,64,62,Gmajor,67,Aminor
76,67,60,55,Cmajor,67,60,67,64,64,67,Cmajor,67,Gmajor
74,62,60,55,Cother,67,60,67,67,67,67,Cmajor,65,Fmajor
74,65,59,43,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
72,64,55,48,Cmajor,64,60,67,64,64,64,Gmajor,65,Fmajor
72,64,55,48,Cmajor,64,60,67,64,64,67,Cmajor,67,Cmajor
71,62,59,43,Gmajor,62,59,62,62,62,67,Cmajor,65,Fmajor
69,65,60,45,Fmajor,60,60,60,64,65,67,Cmajor,67,Cmajor
67,62,62,47,Gmajor,60,59,62,65,65,69,Fmajor,67,Cmajor
65,60,55,48,Fother,60,60,60,62,60,60,Fmajor,66,Bminor
69,60,55,41,Fmajor,60,60,60,60,60,60,Fmajor,59,Cmajor
69,60,53,45,Fmajor,60,60,60,60,60,67,Cmajor,69,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,67,Cmajor,67,Cmajor
72,64,52,45,Aminor,64,60,64,60,60,67,Cmajor,65,Fmajor
71,64,55,52,Eminor,62,59,67,64,64,60,Fmajor,67,Cmajor
69,60,57,53,Fmajor,60,60,60,60,60,62,Gmajor,62,Gmajor
67,64,59,55,Eminor,60,59,59,62,64,67,Cmajor,67,Cmajor
65,60,60,57,Fmajor,60,60,60,60,60,64,Cmajor,64,Cmajor
69,64,57,54,F#minor,60,64,64,62,64,60,Fmajor,64,Cmajor
69,63,59,47,Bmajor,60,66,63,63,63,67,Cmajor,67,Gmajor
67,64,59,52,Eminor,60,59,59,64,64,67,Cmajor,67,Cmajor
67,64,60,48,Cmajor,60,60,60,64,64,67,Cmajor,65,Fmajor
69,60,57,53,Fmajor,60,60,60,60,60,60,Fmajor,67,Cmajor
71,67,64,55,Eminor,62,59,67,67,67,62,Gmajor,62,Gmajor
72,64,60,57,Aminor,64,60,64,64,64,64,Gmajor,67,Cmajor
76,67,60,55,Cmajor,67,60,67,64,64,64,Cmajor,64,Cmajor
74,62,60,55,Cother,67,60,67,67,67,60,Fmajor,64,Cmajor
74,65,59,43,Gmajor,67,59,67,67,67,64,Gmajor,67,Cmajor
72,64,55,48,Cmajor,64,60,67,64,64,64,Gmajor,67,Cmajor
72,67,64,60,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor
72,67,60,57,Aminor,64,60,64,64,64,64,Cmajor,67,Gmajor
74,65,59,56,G#diminished,67,62,65,64,65,60,Fmajor,64,Cmajor
72,64,57,57,Aminor,64,60,64,64,64,67,Cmajor,64,Aminor
69,62,60,54,Dmajor,60,62,62,62,62,67,Cmajor,64,Eminor
72,62,54,50,Dmajor,64,62,62,62,62,60,Fmajor,65,Dminor
72,62,57,54,Dmajor,64,62,62,62,62,60,Cmajor,62,Gmajor
71,62,55,55,Gmajor,62,59,62,62,62,60,Cmajor,64,Aminor
71,62,55,55,Gmajor,62,59,62,62,62,62,Gmajor,64,Aminor
72,64,55,52,Cmajor,64,60,67,67,67,62,Gmajor,65,Dminor
74,65,55,48,Dminor,67,57,65,65,65,60,Cmajor,62,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64,60,Cmajor,64,Aminor
69,62,53,50,Dminor,60,57,65,62,62,62,Gmajor,62,Dmajor
72,60,52,45,Aminor,64,60,64,60,60,67,Cmajor,62,Gmajor
72,64,57,48,Aminor,64,60,64,64,64,67,Cmajor,64,Cmajor
71,64,56,52,Emajor,62,59,68,64,64,60,Fmajor,62,Gmajor
76,64,57,49,Amajor,67,64,69,64,64,62,Gmajor,64,Aminor
77,62,57,50,Dminor,69,57,69,62,62,62,Gmajor,65,Dminor
74,62,59,55,Gmajor,67,59,67,67,67,60,Cmajor,62,Gmajor
76,67,59,52,Eminor,67,59,67,68,67,60,Cmajor,64,Aminor
72,64,60,57,Aminor,64,60,64,64,64,62,Gmajor,66,Dmajor
72,62,57,54,Dmajor,64,62,62,62,62,67,Cmajor,67,Gmajor
71,62,55,55,Gmajor,62,59,62,62,62,60,Fmajor,65,Fmajor
72,64,55,48,Cmajor,64,60,67,64,64,64,Gmajor,67,Cmajor
71,65,62,50,Bdiminished,62,59,65,65,65,64,Cmajor,67,Gmajor
72,64,55,52,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor
71,62,59,55,Gmajor,62,59,62,62,62,60,Fmajor,64,Cmajor
69,66,60,51,D#diminished,60,66,63,66,66,67,Cmajor,64,Aminor
67,64,59,52,Eminor,60,59,59,64,64,67,Cmajor,64,Eminor
67,64,57,49,Amajor,60,64,57,64,64,60,Fmajor,65,Dminor
66,62,57,50,Dmajor,57,62,57,62,62,60,Cmajor,62,Gmajor
67,62,59,43,Gmajor,60,59,62,62,62,60,Cmajor,64,Aminor
76,72,55,48,Cmajor,67,60,67,67,67,62,Gmajor,64,Aminor
74,68,59,47,G#diminished,67,62,65,67,68,62,Gmajor,65,Dminor
72,69,52,45,Aminor,64,60,64,60,60,60,Cmajor,62,Gmajor
71,68,64,52,Emajor,62,59,68,68,68,60,Cmajor,64,Aminor
76,71,64,56,Emajor,67,59,71,71,71,62,Gmajor,62,Dmajor
77,69,60,57,Fmajor,69,60,69,69,69,67,Cmajor,62,Gmajor
74,69,62,59,Bminor,67,62,69,67,69,67,Cmajor,64,Cmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,62,Gmajor
72,67,60,52,Cmajor,64,60,67,67,67,62,Gmajor,64,Aminor
72,62,57,54,Dmajor,64,62,62,62,62,62,Gmajor,65,Dminor
71,64,59,56,Emajor,62,59,68,64,64,60,Cmajor,62,Gmajor
72,64,57,57,Aminor,64,60,64,64,64,60,Cmajor,64,Aminor
72,67,60,52,Cmajor,64,60,67,67,67,62,Gmajor,66,Dmajor
72,67,57,53,Fmajor,64,60,65,65,65,67,Cmajor,67,Gmajor
72,65,57,57,Fmajor,64,60,65,64,65,67,Cmajor,67,Cmajor
74,65,57,47,Bdiminished,67,59,65,65,65,1000,Fmajor,1000,Dminor
72,64,55,48,Cmajor,64,60,67,64,64,60,Fmajor,67,Ediminished
72,62,55,55,Cother,64,60,62,64,62,60,Fmajor,60,Fmajor
71,62,55,43,Gmajor,62,59,62,62,62,67,Cmajor,62,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64
