original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,57,Fmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,57,53,53,Fmajor,55,60,57,57,57,60,Fmajor,57,Fmajor
62,59,53,52,Bdiminished,59,59,59,59,59,52,Cmajor,52,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
67,64,48,-48,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
65,64,48,45,Fmajor,60,60,60,57,57,57,Fmajor,57,Fmajor
-65,62,50,-45,Dminor,60,57,62,60,60,60,Fmajor,60,Cmajor
64,59,52,44,Emajor,60,59,59,59,59,59,Gmajor,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,62,Gmajor,60,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
65,62,55,36,Dminor,60,57,62,60,62,60,Cmajor,62,Gmajor
60,57,55,38,Aminor,55,60,57,50,57,60,Cmajor,60,Cmajor
-60,-57,54,39,D#diminished,55,66,57,57,57,60,Cmajor,60,Cmajor
59,55,47,40,Eminor,55,59,55,56,55,60,Cmajor,57,Fmajor
55,50,47,41,Gmajor,50,59,50,50,50,59,Cmajor,59,Bdiminished
60,55,48,40,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
62,57,53,38,Dminor,59,57,57,57,57,60,Fmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,59,Fmajor,59,Cmajor
65,62,47,41,Bdiminished,60,59,59,62,62,60,Fmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
64,59,52,44,Emajor,60,59,59,59,59,59,Cmajor,55,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Fmajor,57,Fmajor
62,55,50,47,Gmajor,59,59,59,55,55,52,Cmajor,52,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
67,57,52,49,Amajor,60,64,57,57,57,55,Cmajor,55,Cmajor
65,57,50,50,Dminor,60,57,62,57,57,57,Fmajor,57,Fmajor
-65,56,47,-50,G#diminished,60,62,56,56,56,60,Fmajor,60,Cmajor
64,57,49,45,Amajor,60,64,61,57,57,59,Gmajor,60,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,62,Gmajor,60,Cmajor
67,55,48,40,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
67,60,48,40,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,57,48,42,Dmajor,59,62,57,57,57,60,Cmajor,60,Cmajor
64,55,47,43,Eminor,60,59,59,55,55,60,Cmajor,62,Gmajor
60,57,52,43,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
-60,-57,50,42,Dmajor,55,62,57,57,57,60,Cmajor,60,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,60,Cmajor,57,Fmajor
55,55,52,40,Eminor,50,59,55,55,55,59,Cmajor,55,Cmajor
60,55,52,45,Aminor,55,60,57,57,57,60,Fmajor,57,Fmajor
62,53,50,45,Dminor,59,57,57,53,53,60,Fmajor,59,Eminor
64,52,55,48,Cmajor,60,60,60,60,60,1000,Fmajor,1000,Dminor
67,60,-55,40,Cmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
64,60,55,43,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
62,59,53,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
