original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,53,Fmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Cmajor,59,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
67,60,50,43,Cother,60,60,62,59,60,60,Cmajor,55,Cmajor
67,60,52,36,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
70,53,50,38,B-major,62,62,53,53,53,60,Cmajor,55,Cmajor
69,57,48,41,Fmajor,60,60,60,53,53,60,Cmajor,60,Dminor
67,60,53,36,Fother,60,60,65,60,60,60,Cmajor,62,Ediminished
65,60,57,41,Fmajor,60,60,60,60,60,62,Gmajor,65,Dminor
67,62,55,47,Gmajor,60,59,62,62,62,62,Gmajor,62,Gmajor
64,60,55,48,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor
60,55,52,-48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
64,60,48,45,Aminor,60,60,60,57,57,60,Cmajor,62,Gmajor
66,57,50,48,Dmajor,57,62,57,57,57,62,Gmajor,65,Fmajor
67,62,50,47,Gmajor,60,59,62,62,62,67,Cmajor,64,Cmajor
69,60,-55,50,Aminor,60,60,64,60,60,60,Fmajor,67,Cmajor
67,59,55,43,Gmajor,60,59,62,59,59,62,Gmajor,62,Gmajor
67,62,55,47,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Fmajor,64,Cmajor
67,60,50,43,Cother,60,60,62,59,60,60,Cmajor,64,Cmajor
67,60,52,36,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor
70,53,50,38,B-major,62,62,53,53,53,62,Gmajor,57,Dmajor
69,57,48,41,Fmajor,60,60,60,53,53,60,Cmajor,59,Gmajor
67,60,53,36,Fother,60,60,65,60,60,62,Gmajor,57,Gmajor
65,60,57,41,Fmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,55,Gmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,65,Gmajor
60,55,52,-48,Cmajor,55,60,55,55,55,60,Cmajor,67,Cmajor
64,60,48,45,Aminor,60,60,60,57,57,60,Aminor,67,Cmajor
66,57,50,48,Dmajor,57,62,57,57,57,62,Dmajor,67,Cmajor
67,62,50,47,Gmajor,60,59,62,62,62,62,Gmajor,67,Fmajor
69,60,-55,50,Aminor,60,60,64,60,60,64,Cmajor,67,Cmajor
67,59,55,43,Gmajor,60,59,62,59,59,62,Gmajor,60,Cmajor
67,64,55,48,Cmajor,60,60,60,64,64,62,Gmajor,64,Cmajor
72,64,55,52,Cmajor,64,60,67,67,67,60,Cmajor,64,Cmajor
71,62,59,55,Gmajor,62,59,62,62,62,60,Cmajor,64,Cmajor
69,66,62,50,Dmajor,60,62,62,65,66,60,Cmajor,64,Aminor
71,66,59,51,Bmajor,62,66,66,66,66,62,Gmajor,57,Dmajor
72,67,55,52,Cmajor,64,60,67,67,67,60,Cmajor,59,Gmajor
69,62,54,50,Dmajor,60,62,62,62,62,62,Gmajor,57,Gmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Fmajor,55,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
72,60,52,45,Aminor,64,60,64,60,60,60,Cmajor,60,Cmajor
67,60,55,41,Fother,60,60,65,60,60,60,Cmajor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Aminor,60,Fmajor
64,60,48,45,Aminor,60,60,60,57,57,62,Dmajor,65,Fother
67,62,55,47,Gmajor,60,59,62,62,62,62,Gmajor,65,Fmajor
65,57,53,50,Dminor,60,57,62,57,57,64,Cmajor,64,Cmajor
64,61,57,45,Amajor,60,64,61,60,61,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,64,Cmajor
62,62,55,47,Gmajor,59,59,59,62,62,60,Fmajor,67,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,69,Aminor
64,64,55,48,Cmajor,60,60,60,60,60,1000,Fmajor,1000,Dminor
62,57,53,41,Dminor,59,57,57,57,57,60,Fmajor,67,Ediminished
57,57,50,42,Dmajor,54,62,54,57,57,60,Fmajor,60,Fmajor
59,55,-50,43,Gmajor,55,59,55,55,55,52,Cmajor,55,Gmajor
60,55,52,36,Cmajor,55,60,55,55,55
