original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,55,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,55,Cmajor,55,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,55,Gmajor,60,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,59,Cmajor,60,Cmajor
-60,-57,-52,-45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
59,55,52,40,Eminor,55,59,55,56,55,60,Cmajor,60,Cmajor
57,53,48,41,Fmajor,54,60,53,53,53,60,Cmajor,60,Cmajor
-57,52,-48,-41,Fmajor,54,60,53,53,53,60,Cmajor,60,Cmajor
55,50,47,41,Gmajor,50,59,50,50,50,59,Gmajor,59,Gmajor
60,55,48,40,Cmajor,55,60,55,55,55,59,Cmajor,60,Cmajor
62,57,-48,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
-62,55,47,43,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,48,36,Cmajor,60,60,60,55,55,59,Cmajor,48,Cother
-64,-55,-48,-36,Cmajor,60,60,60,55,55,60,Fmajor,52,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,53,Fmajor,57,Fmajor
64,59,52,44,Emajor,60,59,59,59,59,60,Fmajor,48,Fmajor
62,-59,-52,-44,Emajor,59,59,59,59,59,60,Fmajor,52,Cmajor
64,56,50,40,Emajor,60,59,59,56,56,60,Fmajor,57,Fmajor
64,57,48,45,Aminor,60,60,60,57,57,55,Cmajor,55,Cmajor
-64,-57,-48,43,Aminor,60,60,60,55,57,60,Fmajor,52,Cmajor
62,59,55,41,Gmajor,59,59,59,59,59,50,Gmajor,52,Cmajor
60,60,55,40,Cmajor,55,60,55,60,60,52,Cmajor,52,Cmajor
62,-60,57,41,Dminor,59,57,57,60,60,53,Fmajor,52,Fmajor
-62,59,55,43,Gmajor,59,59,59,59,59,53,Dminor,53,Dminor
60,55,52,36,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,52,Cmajor,52,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
60,57,52,45,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor
-60,-57,-52,-45,Aminor,55,60,57,57,57,60,Cmajor,55,Cmajor
59,55,52,40,Eminor,55,59,55,56,55,55,Cmajor,55,Cmajor
57,53,48,41,Fmajor,54,60,53,53,53,55,Cmajor,57,Fmajor
-57,52,-48,-41,Fmajor,54,60,53,53,53,60,Fmajor,60,Cmajor
55,50,47,41,Gmajor,50,59,50,50,50,62,Gmajor,55,Cmajor
60,55,48,40,Cmajor,55,60,55,55,55,60,Cmajor,55,Cother
62,57,-48,41,Dminor,59,57,57,57,57,60,Cmajor,55,Gmajor
-62,55,47,43,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,48,36,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
-64,-55,-48,-36,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
64,59,52,44,Emajor,60,59,59,59,59,60,Cmajor,60,Cmajor
62,-59,-52,-44,Emajor,59,59,59,59,59,59,Gmajor,59,Gmajor
64,56,50,40,Emajor,60,59,59,56,56,59,Cmajor,60,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,59,Cmajor,60,Cmajor
-64,-57,-48,43,Aminor,60,60,60,55,57,60,Dminor,60,Cmajor
62,59,55,41,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,60,55,40,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor
62,-60,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
-62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,55,Cmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor
60,57,53,41,Fmajor,55,60,57,57,57,55,Cmajor,55,Cmajor
62,59,-53,-41,Bdiminished,59,59,59,57,59,60,Cmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
62,62,56,47,G#diminished,59,62,56,62,62,60,Cmajor,55,Cmajor
-62,60,57,45,Dother,59,62,57,60,60,59,Gmajor,55,Cmajor
64,59,59,44,Emajor,60,59,59,50,50,59,Gmajor,55,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor
59,-57,53,38,Bdiminished,55,59,53,57,57,55,Gmajor,55,Gmajor
-59,56,52,40,Emajor,55,59,56,56,56,55,Cmajor,55,Cmajor
57,52,48,33,Aminor,54,60,55,52,52,55,Cmajor,54,Dmajor
-57,-52,-48,-33,Aminor,54,60,55,52,52,60,Fmajor,50,Gmajor
62,57,48,42,Dmajor,59,62,57,57,57,50,Gmajor,50,Gmajor
62,55,47,43,Gmajor,59,59,59,55,55,52,Cmajor,50,Gmajor
60,-55,48,-43,Cother,55,60,55,52,55,53,Fmajor,55,Aminor
59,55,50,41,Gmajor,55,59,55,55,55,53,Fmajor,53,Dminor
60,55,52,40,Cmajor,55,60,55,55,55,55,Cmajor,55,Gmajor
57,-55,-52,36,Aminor,54,60,55,55,55,52,Cmajor,52,Cmajor
-57,54,50,38,Dmajor,54,62,54,54,54,60,Fmajor,57,Fmajor
55,50,47,43,Gmajor,50,59,50,50,50,59,Cmajor,55,Cmajor
-55,-50,-47,-43,Gmajor,50,59,50,50,50,60,Fmajor,55,Cmajor
55,52,47,40,Eminor,50,59,55,55,55,60,Fmajor,57,Fmajor
60,52,48,45,Aminor,55,60,57,52,52,53,Fmajor,48,Fmajor
-60,-52,-48,43,Cmajor,55,60,55,52,52,52,Cmajor,52,Cmajor
60,57,53,45,Fmajor,55,60,57,57,57,52,Cmajor,52,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Fmajor,57,Fmajor
-62,57,-50,45,Dother,59,62,57,53,57,59,Bdiminished,55,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
-64,-60,-55,-48,Cmajor,60,60,60,60,60,60,Dminor,55,Cmajor
64,58,-55,36,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,55,Cmajor,55,Cmajor
-60,-57,-53,-41,Fmajor,55,60,57,57,57,55,Cmajor,55,Cmajor
60,60,55,40,Cmajor,55,60,55,60,60,55,Gmajor,55,Gmajor
65,62,57,38,Dminor,60,57,62,62,62,55,Gmajor,55,Gmajor
-65,-62,-57,50,Dminor,60,57,62,62,62,59,Cmajor,55,Cmajor
65,62,50,46,B-major,60,62,62,53,53,59,Cmajor,55,Cmajor
64,58,55,43,Ediminished,60,58,62,60,58,55,Gmajor,55,Gmajor
62,62,53,46,B-major,59,62,58,58,58,59,Gmajor,59,Gmajor
64,55,50,45,Eminor,60,59,59,57,55,60,Cmajor,55,Cmajor
62,54,50,38,Dmajor,59,62,57,53,54,60,Cmajor,55,Cmajor
-62,-54,-50,-38,Dmajor,59,62,57,53,54,60,Dminor,55,Cmajor
62,55,47,43,Gmajor,59,59,59,55,55,59,Gmajor,55,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,60,Cmajor,55,Cmajor
-64,-55,-48,47,Cmajor,60,60,60,55,55,60,Cmajor,55,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Fmajor,57,Fmajor
65,57,50,50,Dminor,60,57,62,57,57,60,Fmajor,57,Fmajor
-65,-57,-50,48,Dminor,60,57,62,62,62,59,Fmajor,57,Dminor
65,58,50,46,B-major,60,62,62,53,53,60,Fmajor,57,Dminor
67,58,50,40,Ediminished,60,58,64,55,58,60,Fmajor,52,Cmajor
-67,57,48,-40,Aminor,60,60,60,55,57,52,Cmajor,52,Cmajor
-67,55,46,-40,Ediminished,60,58,64,55,55,53,Fmajor,57,Fmajor
60,53,45,41,Fmajor,55,60,57,53,53,60,Fmajor,48,Fmajor
-60,-53,-45,-41,Fmajor,55,60,57,53,53,60,Fmajor,52,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,60,Fmajor,57,Fmajor
62,57,45,42,Dmajor,59,62,57,57,57,55,Cmajor,55,Cmajor
60,-57,-45,-42,F#diminished,55,60,54,57,57,55,Cmajor,55,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,55,Gmajor,55,Gmajor
60,55,52,36,Cmajor,55,60,55,55,55,55,Gmajor,55,Gmajor
57,-55,50,38,Gother,54,67,55,54,55,59,Cmajor,55,Cmajor
-57,54,48,-38,Dmajor,54,62,54,55,54,59,Cmajor,55,Cmajor
55,50,47,43,Gmajor,50,59,50,50,50,55,Gmajor,55,Gmajor
-55,-50,-47,-43,Gmajor,50,59,50,50,50,59,Gmajor,59,Gmajor
55,52,47,40,Eminor,50,59,55,55,55,60,Cmajor,55,Cmajor
60,52,48,45,Aminor,55,60,57,52,52,60,Cmajor,55,Cmajor
