original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,55,Gmajor,55,Gmajor
67,62,55,40,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
67,60,52,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,57,53,38,Dminor,60,57,62,60,60,60,Cmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
65,60,57,47,Fmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,62,Gmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
67,62,55,40,Eminor,60,59,59,60,59,62,Gmajor,60,Fmajor
67,60,52,45,Aminor,60,60,60,60,60,60,Cmajor,59,Gmajor
65,57,53,38,Dminor,60,57,62,60,60,60,Cmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,60,57,47,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Fmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,59,Fmajor,55,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Fmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,59,Gmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
64,61,55,41,C#diminished,60,61,61,60,61,60,Cmajor,60,Cmajor
65,62,57,38,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor
65,62,53,46,B-major,60,62,62,62,62,60,Cmajor,60,Cmajor
64,62,58,43,Ediminished,60,58,62,62,62,60,Cmajor,60,Cmajor
-64,61,57,45,Amajor,60,64,61,60,61,59,Gmajor,59,Gmajor
62,57,53,38,Dminor,59,57,57,57,57,59,Cmajor,60,Cmajor
-62,-57,-53,-38,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
65,57,53,50,Dminor,60,57,62,57,57,60,Cother,60,Cmajor
67,58,52,48,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
69,60,48,45,Aminor,60,60,64,60,60,60,Cmajor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,62,53,46,Gminor,60,62,62,62,62,60,Cmajor,60,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
65,57,48,41,Fmajor,60,60,60,57,57,60,Fmajor,57,Fmajor
-65,-57,-48,-41,Fmajor,60,60,60,57,57,59,Gmajor,60,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,59,Cmajor,60,Cmajor
65,53,59,50,Bdiminished,60,59,59,53,53,60,Cmajor,60,Cmajor
67,52,55,52,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
67,60,52,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,57,53,50,Dminor,60,57,62,57,57,60,Cmajor,60,Cmajor
64,60,55,52,Cmajor,60,60,60,60,60,59,Gmajor,59,Gmajor
62,59,55,55,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
65,60,57,43,Fmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
60,60,55,40,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor
64,60,55,43,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
