original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
-60,57,53,45,Fmajor,55,60,57,57,57,60,Cmajor,57,Fmajor
67,55,50,47,Gmajor,60,59,62,62,62,59,Gmajor,55,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,59,Cmajor,55,Cmajor
-64,-55,47,43,Eminor,60,59,59,55,55,60,Cmajor,55,Cmajor
60,52,48,45,Aminor,55,60,57,52,52,55,Gmajor,55,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,55,Gmajor,57,Fmajor
-60,57,53,40,Fmajor,55,60,57,57,57,59,Cmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,55,50,35,Gmajor,60,59,62,55,55,60,Cmajor,55,Cmajor
-67,57,52,36,Aminor,60,60,60,60,57,60,Cmajor,57,Fmajor
65,59,53,38,Bdiminished,60,59,59,60,59,55,Gmajor,55,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
62,-60,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
-62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,60,Cother,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,62,Gmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,57,53,45,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
67,55,50,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,60,Cmajor,55,Cmajor
-64,-55,47,43,Eminor,60,59,59,55,55,55,Gmajor,55,Cmajor
60,52,48,45,Aminor,55,60,57,52,52,59,Gmajor,60,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,59,Cmajor,60,Cmajor
-60,57,53,40,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,55,50,35,Gmajor,60,59,62,55,55,60,Cmajor,60,Cmajor
-67,57,52,36,Aminor,60,60,60,60,57,60,Cmajor,55,Cmajor
65,59,53,38,Bdiminished,60,59,59,60,59,55,Cmajor,55,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,55,Cmajor,60,Cmajor
62,-60,57,41,Dminor,59,57,57,60,60,60,Fmajor,60,Cmajor
-62,59,55,43,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
65,57,53,38,Dminor,60,57,62,60,60,60,Cmajor,57,Fmajor
67,60,52,40,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
67,60,52,40,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
-67,60,55,-40,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,55,Gmajor,55,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,55,Cmajor,57,Fmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
-64,59,52,43,Eminor,60,59,59,60,59,60,Cmajor,60,Cmajor
65,62,57,41,Dminor,60,57,62,60,62,55,Gmajor,55,Gmajor
67,62,55,40,Eminor,60,59,59,60,59,55,Gmajor,55,Gmajor
-67,60,-55,-40,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
65,-60,55,43,Fother,60,60,60,59,60,55,Cmajor,55,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
-64,-60,-55,40,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
-64,58,-55,36,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
-60,-57,-53,-41,Fmajor,55,60,57,57,57,60,Cother,60,Cother
64,60,55,36,Cmajor,60,60,60,60,60,62,Gmajor,55,Gmajor
67,62,55,35,Gmajor,60,59,62,62,62,60,Cmajor,57,Aminor
-67,-62,52,36,Cmajor,60,60,60,60,60,60,Cmajor,57,Fmajor
65,59,53,38,Bdiminished,60,59,59,60,59,59,Gmajor,55,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
-64,-60,-55,36,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,55,Cmajor,55,Cmajor
60,59,52,45,Aminor,55,60,57,57,57,55,Gmajor,57,Fmajor
-60,57,53,41,Fmajor,55,60,57,57,57,55,Gmajor,57,Fmajor
64,60,55,38,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
