original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,64,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor
72,67,64,60,Cmajor,64,60,67,67,67,60,Fmajor,67,Aminor
79,67,62,59,Gmajor,67,59,67,67,67,60,Fmajor,65,Fmajor
76,67,60,60,Cmajor,67,60,67,67,67,67,Cmajor,62,Gmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,60,Fmajor,67,Eminor
72,66,60,57,F#diminished,64,60,66,64,66,60,Cmajor,1000,Aminor
71,62,67,55,Gmajor,62,59,62,62,62,64,Cmajor,69,Dmajor
-71,67,55,43,Gmajor,62,59,62,62,62,64,Cmajor,67,Gmajor
67,67,62,53,Gmajor,60,59,62,67,67,60,Fmajor,64,Cmajor
72,67,60,52,Cmajor,64,60,67,67,67,67,Cmajor,72,Cmajor
74,71,53,50,Gmajor,67,59,67,71,71,67,Gmajor,67,Cmajor
76,67,60,48,Cmajor,67,60,67,67,67,72,Cmajor,67,Gmajor
74,67,62,55,Gmajor,67,59,67,67,67,72,Cmajor,67,Gmajor
-74,65,59,43,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
72,64,55,48,Cmajor,64,60,67,64,64,67,Cmajor,64,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,72,Cmajor,69,Fmajor
72,67,64,60,Cmajor,64,60,67,67,67,67,Gmajor,69,Fmajor
79,67,62,59,Gmajor,67,59,67,67,67,72,Cmajor,69,Fmajor
76,67,60,60,Cmajor,67,60,67,67,67,67,Cmajor,69,Fmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,67,Cmajor,67,Cmajor
72,66,60,57,F#diminished,64,60,66,64,66,67,Cmajor,67,Cmajor
71,62,67,55,Gmajor,62,59,62,62,62,64,Gmajor,67,Cmajor
-71,67,55,43,Gmajor,62,59,62,62,62,64,Cmajor,67,Gmajor
67,67,62,53,Gmajor,60,59,62,67,67,60,Fmajor,64,Cmajor
72,67,60,52,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor
74,71,53,50,Gmajor,67,59,67,71,71,60,Fmajor,67,Gmajor
76,67,60,48,Cmajor,67,60,67,67,67,60,Fmajor,64,Gmajor
74,67,62,55,Gmajor,67,59,67,67,67,60,Cmajor,67,Cmajor
-74,65,59,43,Gmajor,67,59,67,67,67,67,Cmajor,67,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64,67,Cmajor,67,Cmajor
76,67,64,48,Cmajor,67,60,67,67,67,67,Cmajor,65,Fmajor
-76,-67,-64,52,Eminor,67,59,67,67,67,69,Fmajor,67,Cmajor
76,61,64,57,Amajor,67,64,69,69,61,60,Fmajor,64,Cmajor
77,69,62,50,Dminor,69,57,69,69,69,60,Fmajor,60,Cmajor
-77,-69,-62,-50,Dminor,69,57,69,69,69,60,Fmajor,62,Dmajor
-77,-69,-62,-50,Dminor,69,57,69,69,69,64,Gmajor,64,Gmajor
76,69,64,57,Aminor,67,60,69,69,69,64,Gmajor,64,Gmajor
-76,-69,-64,55,Aminor,67,60,69,69,69,64,Cmajor,64,Cmajor
79,62,59,53,Gmajor,67,59,67,62,62,60,Fmajor,64,Cmajor
79,60,55,52,Cmajor,67,60,72,59,60,67,Cmajor,67,Cmajor
-79,67,59,-52,Cmajor,67,60,72,67,67,60,Fmajor,64,Cmajor
76,67,60,48,Cmajor,67,60,67,67,67,60,Fmajor,65,Dminor
74,67,59,43,Gmajor,67,59,67,67,67,60,Cmajor,62,Gmajor
-74,-67,-59,-43,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
-74,-67,-59,-43,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor
67,62,59,55,Gmajor,60,59,62,62,62,64,Gmajor,65,Fmajor
69,62,62,53,Dminor,60,57,65,65,65,67,Cmajor,67,Cmajor
71,62,55,53,Gmajor,62,59,62,62,62,60,Fmajor,67,Cmajor
72,67,55,52,Cmajor,64,60,67,67,67,60,Fmajor,67,Gmajor
74,67,55,47,Gmajor,67,59,67,67,67,1000,1000,67,Cmajor
76,67,55,48,Cmajor,67,60,67,67,67,1000,1000,74,Cother
74,67,60,55,Cother,67,60,67,67,67,1000,1000,1000,Cmajor
-74,-67,59,43,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64
