original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Dminor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,62,Gmajor,59,Gmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
67,60,58,40,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
67,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,48,Cmajor
65,60,57,50,Dminor,60,57,62,62,62,60,Cmajor,64,Dminor
64,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor
62,59,55,55,Gmajor,59,59,59,59,59,62,Gmajor,62,Dmajor
67,62,59,55,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor
69,62,57,54,Dmajor,60,62,62,62,62,60,Fmajor,64,Cmajor
71,66,62,52,Bminor,62,62,62,65,66,60,Cmajor,60,Cmajor
72,67,55,52,Cmajor,64,60,67,67,67,60,Cmajor,60,Cmajor
71,62,59,55,Gmajor,62,59,62,62,62,62,Gmajor,64,Amajor
69,64,60,48,Aminor,60,60,64,64,64,62,Gmajor,65,Dminor
-69,66,57,50,Dmajor,60,62,62,65,66,67,Cmajor,62,Gmajor
67,62,59,43,Gmajor,60,59,62,62,62,65,Fmajor,64,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
65,60,57,45,Fmajor,60,60,60,60,60,62,Gmajor,59,Gmajor
67,60,58,40,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
67,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,60,57,50,Dminor,60,57,62,62,62,60,Cother,60,Cmajor
64,60,55,52,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
62,59,55,55,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
67,62,59,55,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
69,62,57,54,Dmajor,60,62,62,62,62,60,Cmajor,60,Cmajor
71,66,62,52,Bminor,62,62,62,65,66,55,Cmajor,55,Cmajor
72,67,55,52,Cmajor,64,60,67,67,67,60,Fmajor,60,Cmajor
71,62,59,55,Gmajor,62,59,62,62,62,62,Gmajor,64,Amajor
69,64,60,48,Aminor,60,60,64,64,64,62,Gmajor,65,Dminor
-69,66,57,50,Dmajor,60,62,62,65,66,67,Cmajor,62,Gmajor
67,62,59,43,Gmajor,60,59,62,62,62,65,Fmajor,64,Cmajor
67,64,60,48,Cmajor,60,60,60,64,64,60,Fmajor,60,Cmajor
72,69,64,45,Aminor,64,60,64,69,69,62,Gmajor,60,Fmajor
71,67,64,40,Eminor,62,59,67,67,67,62,Gmajor,59,Gmajor
69,67,64,41,Fmajor,60,60,60,67,67,59,Cmajor,60,Cmajor
67,65,62,43,Gother,60,67,62,59,65,60,Cmajor,60,Cmajor
65,64,60,45,Fmajor,60,60,60,64,64,60,Cother,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
67,58,52,43,Ediminished,60,58,64,59,58,60,Cmajor,57,Fmajor
65,56,48,44,Fminor,60,56,56,56,56,60,Fmajor,55,Cmajor
64,55,49,45,Amajor,60,64,61,57,57,60,Fmajor,52,Aminor
62,53,50,46,B-major,59,62,58,53,53,1000,Fmajor,1000,Dminor
65,56,50,47,Bdiminished,60,59,59,55,62,60,Fmajor,67,Ediminished
64,55,52,48,Cmajor,60,60,60,55,55,60,Fmajor,60,Fmajor
62,60,55,43,Cother,59,60,60,59,60,59,Cmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55
