original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
72,60,52,45,Aminor,64,60,64,60,60,60,Cmajor,60,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Aminor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,62,Dmajor,64,Cmajor
67,60,50,43,Cother,60,60,62,59,60,62,Gmajor,62,Dminor
-67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,65,Dminor
64,60,48,36,Cmajor,60,60,60,55,55,60,Cmajor,62,Gmajor
64,60,48,36,Cmajor,60,60,60,55,55,62,Gmajor,62,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Fmajor
65,57,53,50,Dminor,60,57,62,57,57,62,Gmajor,62,Bdiminished
64,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,59,Emajor
62,60,57,53,Dminor,59,57,57,60,60,60,Cmajor,64,Aminor
-62,59,55,55,Gmajor,59,59,59,59,59,62,Gmajor,64,Aminor
60,60,52,48,Cmajor,55,60,55,55,55,62,Gmajor,65,Dminor
-60,-60,-52,-48,Cmajor,55,60,55,55,55,67,Cmajor,62,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,67,Cmajor,74,Cmajor
72,60,52,45,Aminor,64,60,64,60,60,67,Cmajor,64,Gmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
67,60,50,43,Cother,60,60,62,59,60,64,Aminor,60,Fmajor
-67,59,50,43,Gmajor,60,59,62,59,59,62,Dmajor,60,Cmajor
64,60,48,36,Cmajor,60,60,60,55,55,62,Gmajor,60,Cmajor
64,60,48,36,Cmajor,60,60,60,55,55,62,Gmajor,60,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
65,57,53,50,Dminor,60,57,62,57,57,60,Cmajor,57,Fmajor
64,60,55,52,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
62,60,57,53,Dminor,59,57,57,60,60,60,Fmajor,55,Cmajor
-62,59,55,55,Gmajor,59,59,59,59,59,60,Fmajor,55,Cmajor
60,60,52,48,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
-60,-60,-52,-48,Cmajor,55,60,55,55,55,59,Gmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cother,60,Cmajor
67,59,55,52,Eminor,60,59,59,60,59,62,Gmajor,60,Cmajor
67,64,57,48,Aminor,60,60,60,64,64,60,Cmajor,60,Cmajor
-67,62,57,50,Gother,60,67,62,62,62,60,Cmajor,60,Cmajor
67,59,55,43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
67,59,55,-43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
69,62,53,50,Dminor,60,57,65,62,62,60,Cmajor,60,Cmajor
-69,65,-53,-50,Dminor,60,57,65,62,62,60,Fmajor,60,Fmajor
72,64,57,45,Aminor,64,60,64,64,64,60,Fmajor,60,Cmajor
72,64,-57,48,Aminor,64,60,64,64,64,64,Gmajor,60,Cmajor
71,64,57,52,Aother,62,64,64,64,64,60,Cmajor,59,Gmajor
-71,-64,56,-52,Emajor,62,59,68,64,64,55,Cmajor,55,Cmajor
69,60,57,45,Aminor,60,60,64,60,60,60,Fmajor,57,Fmajor
69,60,-57,-45,Aminor,60,60,64,60,60,59,Gmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cother,60,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,62,Gmajor,60,Cmajor
67,60,48,45,Aminor,60,60,60,52,52,60,Cmajor,60,Cmajor
66,60,50,-45,Dmajor,57,62,57,60,60,60,Cmajor,60,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
-67,-59,-50,-43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Fmajor
67,60,52,48,Cmajor,60,60,60,60,60,62,Gmajor,65,Bdiminished
65,57,53,50,Dminor,60,57,62,57,57,60,Cmajor,64,Cmajor
64,60,55,52,Cmajor,60,60,60,60,60,67,Cmajor,62,Cother
62,60,57,53,Dminor,59,57,57,60,60,60,Fmajor,60,Cmajor
-62,59,55,55,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,60,52,48,Cmajor,55,60,55,55,55
