original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,64,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,69,Fmajor,67,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,67,Gmajor
72,67,64,48,Cmajor,64,60,67,67,67,60,Fmajor,67,Gmajor
72,67,64,48,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor
-72,-67,-64,52,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor
71,67,62,55,Gmajor,62,59,62,67,67,67,Cmajor,67,Cmajor
69,64,60,45,Aminor,60,60,64,64,64,60,Fmajor,67,Cmajor
-69,-64,-60,48,Aminor,60,60,64,64,64,60,Fmajor,67,Gmajor
67,67,60,52,Cmajor,60,60,60,64,64,60,Fmajor,67,Cmajor
72,64,60,57,Aminor,64,60,64,64,64,64,Gmajor,67,Cmajor
-72,72,55,52,Cmajor,64,60,67,67,67,67,Cmajor,65,Gmajor
74,71,67,55,Gmajor,67,59,67,71,71,67,Cmajor,1000,Dmajor
76,67,64,48,Cmajor,67,60,67,67,67,60,Fmajor,74,Gmajor
-76,-67,-64,-48,Cmajor,67,60,67,67,67,64,Gmajor,64,Gmajor
76,67,60,48,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
76,67,60,48,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
-76,-67,-60,52,Cmajor,67,60,67,67,67,69,Fmajor,67,Cmajor
76,67,59,55,Eminor,67,59,67,67,67,60,Fmajor,65,Gmajor
74,65,59,56,G#diminished,67,62,65,64,65,60,Fmajor,64,Cmajor
-74,64,-59,56,Emajor,67,59,64,64,64,64,Gmajor,67,Cmajor
72,64,60,57,Aminor,64,60,64,64,64,64,Cmajor,64,Cmajor
77,69,60,53,Fmajor,69,60,69,69,69,60,Fmajor,64,Cmajor
-77,67,-60,52,Cmajor,69,60,67,67,67,67,Cmajor,67,Cmajor
76,72,67,48,Cmajor,67,60,67,72,72,67,Gmajor,69,Fmajor
74,71,67,55,Gmajor,67,59,67,71,71,72,Cmajor,62,Dminor
-74,-71,-67,-55,Gmajor,67,59,67,71,71,60,Fmajor,64,Gmajor
72,64,60,57,Aminor,64,60,64,64,64,64,Cmajor,64,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,64,Cmajor,64,Cmajor
-74,-67,-59,52,Eminor,67,59,67,67,67,69,Fmajor,72,Cmajor
76,67,60,48,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
74,68,59,52,Emajor,67,59,64,67,68,60,Fmajor,67,Cmajor
-74,-68,-59,48,G#diminished,67,62,65,68,68,60,Fmajor,67,Cmajor
72,69,60,45,Aminor,64,60,64,64,64,60,Fmajor,67,Cmajor
69,69,60,53,Fmajor,60,60,60,65,65,60,Fmajor,67,Cmajor
71,67,59,50,Eminor,62,59,67,67,67,60,Fmajor,65,Dminor
-71,67,62,55,Eminor,62,59,67,67,67,60,Fmajor,64,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,67,Cmajor,65,Dminor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,60,Fmajor,62,Gmajor
79,67,62,47,Gmajor,67,59,67,67,67,62,Gmajor,62,Gmajor
76,67,60,48,Cmajor,67,60,67,67,67,62,Gmajor,62,Gmajor
-76,-67,55,48,Cmajor,67,60,67,67,67,67,Cmajor,67,Cmajor
72,67,60,52,Cmajor,64,60,67,67,67,67,Cmajor,65,Fmajor
74,69,60,53,Dminor,67,57,65,69,69,65,Fmajor,67,Cmajor
-74,67,59,53,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor
77,72,57,57,Fmajor,69,60,69,60,60,1000,Fmajor,1000,Dminor
76,72,55,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Ediminished
74,71,67,55,Gmajor,67,59,67,71,71,60,Fmajor,60,Fmajor
-74,67,-67,-55,Gmajor,67,59,67,71,71,64,Cmajor,64,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67
