original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,55,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
60,57,57,53,Fmajor,55,60,57,57,57,60,Fmajor,57,Fmajor
62,59,55,52,Eminor,59,59,59,59,59,52,Cmajor,52,Cmajor
64,60,52,48,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
67,64,-52,-48,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor
65,64,48,45,Fmajor,60,60,60,57,57,57,Fmajor,57,Fmajor
-65,62,55,47,Gmajor,60,59,62,62,62,60,Fmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
67,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
64,55,55,40,Eminor,60,59,59,60,59,60,Cmajor,62,Gmajor
60,55,52,45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
-60,54,48,-45,F#diminished,55,60,54,52,54,60,Cmajor,60,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,60,Cmajor,57,Fmajor
55,59,53,43,Gmajor,50,59,50,59,59,59,Cmajor,59,Bdiminished
60,57,52,45,Aminor,55,60,57,57,57,60,Fmajor,60,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Fmajor,60,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,59,Fmajor,59,Cmajor
65,57,48,41,Fmajor,60,60,60,57,57,60,Fmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
64,59,52,44,Emajor,60,59,59,59,59,59,Cmajor,55,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Fmajor,57,Fmajor
62,55,50,47,Gmajor,59,59,59,55,55,52,Cmajor,52,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
67,57,52,49,Amajor,60,64,57,57,57,55,Cmajor,55,Cmajor
65,57,50,50,Dminor,60,57,62,57,57,57,Fmajor,57,Fmajor
-65,62,53,38,Dminor,60,57,62,60,60,60,Fmajor,60,Cmajor
64,61,57,45,Amajor,60,64,61,60,61,59,Gmajor,60,Cmajor
64,60,57,57,Aminor,60,60,60,60,60,62,Gmajor,60,Cmajor
67,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,59,59,55,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,60,48,Cmajor,60,60,60,55,55,60,Cmajor,62,Gmajor
60,55,48,45,Aminor,55,60,57,52,52,60,Cmajor,60,Cmajor
-60,54,50,45,Dmajor,55,62,57,54,54,60,Cmajor,60,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,60,Cmajor,57,Fmajor
55,50,47,41,Gmajor,50,59,50,50,50,59,Cmajor,55,Cmajor
60,55,48,40,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor
62,53,57,38,Dminor,59,57,57,53,53,60,Fmajor,59,Eminor
64,52,60,36,Cmajor,60,60,60,52,52,1000,Fmajor,1000,Dminor
62,60,53,45,Dminor,59,57,57,59,60,60,Fmajor,67,Ediminished
64,60,55,43,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
62,59,-55,43,Gmajor,59,59,59,59,59,59,Cmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
