original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,52,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,55,Cmajor,57,Fmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Fmajor,55,Cmajor
62,-60,55,43,Cother,59,60,60,59,60,59,Gmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
-64,-60,-55,-48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
-64,-60,-55,-48,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,55,Gmajor,55,Gmajor
65,60,53,38,Dminor,60,57,62,60,60,55,Cmajor,55,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
62,60,55,43,Cother,59,60,60,59,60,60,Cmajor,57,Fmajor
-62,59,-55,-43,Gmajor,59,59,59,59,59,59,Cmajor,59,Bdiminished
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Fmajor,60,Cmajor
60,59,52,45,Aminor,55,60,57,57,57,59,Gmajor,60,Cmajor
62,-57,50,47,Bminor,59,62,57,55,57,59,Gmajor,60,Cmajor
64,55,50,48,Cmajor,60,60,60,55,55,59,Cmajor,60,Cmajor
62,55,-48,43,Cother,59,60,60,55,55,60,Cmajor,60,Cmajor
60,55,48,45,Aminor,55,60,57,52,52,60,Cmajor,60,Cmajor
-60,54,50,-45,Dmajor,55,62,57,54,54,60,Cmajor,60,Cmajor
62,55,47,43,Gmajor,59,59,59,55,55,55,Cmajor,55,Cmajor
62,55,55,47,Gmajor,59,59,59,62,62,55,Gmajor,55,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,55,Cmajor,52,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,52,Cmajor,52,Cmajor
60,59,52,45,Aminor,55,60,57,57,57,55,Cmajor,52,Aminor
60,55,52,40,Cmajor,55,60,55,55,55,55,Gmajor,52,Aminor
59,55,50,43,Gmajor,55,59,55,55,55,55,Aminor,52,Aminor
-59,-55,53,-43,Gmajor,55,59,55,55,55,55,Aminor,52,Aminor
60,55,52,36,Cmajor,55,60,55,55,55,55,Aminor,52,Aminor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,52,Emajor,52,Emajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,72,Cmajor,52,Emajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,53,Dminor,52,Aminor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,53,Dminor,48,Fmajor
60,55,52,48,Cmajor,55,60,55,55,55,55,Gmajor,52,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,55,Cmajor,55,Cmajor
62,-60,55,43,Cother,59,60,60,59,60,52,Cmajor,53,Bdiminished
64,60,55,48,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
-64,-60,-55,-48,Cmajor,60,60,60,60,60,52,Cmajor,55,Gmajor
-64,-60,-55,-48,Cmajor,60,60,60,60,60,52,Cmajor,52,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
65,60,53,38,Dminor,60,57,62,60,60,55,Cmajor,57,Fmajor
64,60,55,40,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
62,60,55,43,Cother,59,60,60,59,60,59,Gmajor,60,Cmajor
-62,59,-55,-43,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,59,52,45,Aminor,55,60,57,57,57,60,Cmajor,60,Cmajor
