original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,57,Dminor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,64,Cmajor
67,62,50,47,Gmajor,60,59,62,62,62,60,Fmajor,64,Cmajor
67,59,52,43,Eminor,60,59,59,59,59,67,Cmajor,60,Cmajor
60,60,52,45,Aminor,55,60,57,57,57,60,Fmajor,60,Fmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,65,Dminor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,62,Gmajor
-64,-60,-55,-36,Cmajor,60,60,60,60,60,62,Gmajor,62,Gmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
71,62,53,38,Bdiminished,62,59,65,62,62,60,Cmajor,60,Cmajor
72,60,55,40,Cmajor,64,60,67,60,60,60,Dminor,60,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Cmajor,62,Gmajor
-62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,62,Gmajor
60,55,52,36,Cmajor,55,60,55,55,55,62,Gmajor,62,Gmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,62,Gmajor,60,Fmajor
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,62,50,47,Gmajor,60,59,62,62,62,60,Dminor,60,Cmajor
67,59,52,43,Eminor,60,59,59,59,59,59,Gmajor,60,Cmajor
60,60,52,45,Aminor,55,60,57,57,57,60,Cmajor,55,Gmajor
62,60,57,41,Dminor,59,57,57,60,60,55,Gmajor,55,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor
-64,-60,-55,-36,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
71,62,53,38,Bdiminished,62,59,65,62,62,60,Fmajor,57,Fmajor
72,60,55,40,Cmajor,64,60,67,60,60,60,Fmajor,67,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,67,Cmajor,59,Gmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Fmajor,53,Fmajor
-62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Fmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,59,Cmajor,59,Bdiminished
67,62,55,47,Gmajor,60,59,62,62,62,55,Gmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
-64,-60,-55,-48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
69,57,52,49,Amajor,60,64,64,64,64,60,Cmajor,60,Cmajor
69,57,49,45,Amajor,60,64,64,57,57,55,Gmajor,55,Cmajor
66,57,50,50,Dmajor,57,62,57,57,57,55,Cmajor,57,Fmajor
-66,-57,-50,-50,Dmajor,57,62,57,57,57,59,Cmajor,60,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Fmajor,60,Cmajor
62,62,59,43,Gmajor,59,59,59,62,55,60,Fmajor,57,Fmajor
64,62,59,48,Cmajor,60,60,60,62,62,60,Fmajor,67,Cmajor
67,59,55,52,Eminor,60,59,59,60,59,67,Cmajor,59,Gmajor
67,57,52,48,Aminor,60,60,60,60,57,60,Fmajor,53,Fmajor
66,-57,50,50,Dmajor,57,62,57,57,57,60,Cmajor,55,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
-67,-59,-50,-43,Gmajor,60,59,62,59,59,59,Cmajor,60,Cmajor
69,62,53,38,Dminor,60,57,65,62,62,55,Gmajor,60,Fmajor
71,62,55,41,Gmajor,62,59,62,62,62,62,Gmajor,60,Cmajor
72,60,55,40,Cmajor,64,60,67,60,60,60,Cmajor,60,Cmajor
64,60,55,43,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,60,57,41,Dminor,59,57,57,60,60,60,Fmajor,60,Cmajor
-62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
