original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Cmajor,55,Cother
67,59,55,40,Eminor,60,59,59,60,59,55,Gmajor,55,Gmajor
67,62,55,47,Gmajor,60,59,62,62,62,59,Cmajor,60,Cmajor
65,60,57,48,Fmajor,60,60,60,62,60,60,Cmajor,60,Cmajor
62,57,53,48,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
64,55,55,46,Ediminished,60,58,62,60,62,60,Fmajor,60,Cmajor
65,60,48,45,Fmajor,60,60,60,57,57,59,Cmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,60,Cmajor,60,Cmajor
62,56,53,35,G#diminished,59,62,56,55,56,57,Fmajor,55,Cmajor
64,55,52,37,C#diminished,60,61,61,55,55,59,Bdiminished,55,Cmajor
65,53,45,38,Dminor,60,57,62,62,62,59,Cmajor,55,Cmajor
62,57,45,41,Dminor,59,57,57,57,57,60,Cmajor,55,Cmajor
67,55,48,40,Cmajor,60,60,60,55,55,55,Cmajor,55,Cmajor
69,-55,52,36,Aminor,60,60,64,55,55,60,Cmajor,60,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
64,59,50,44,Emajor,60,59,59,59,59,60,Cmajor,60,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
67,55,52,46,Ediminished,60,58,64,60,55,60,Cmajor,60,Cmajor
65,62,55,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
60,52,57,45,Aminor,55,60,57,52,52,60,Fmajor,60,Cmajor
64,57,48,42,F#diminished,60,60,57,57,57,59,Gmajor,59,Gmajor
62,55,47,43,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,48,36,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
60,57,45,41,Fmajor,55,60,57,53,53,59,Gmajor,55,Cmajor
64,61,43,40,C#diminished,60,61,61,60,61,55,Gmajor,55,Cmajor
65,62,45,38,Dminor,60,57,62,62,62,55,Cmajor,57,Fmajor
64,60,57,45,Aminor,60,60,60,60,60,59,Cmajor,60,Cmajor
62,60,53,46,B-major,59,62,58,58,58,60,Fmajor,60,Cmajor
64,58,55,43,Ediminished,60,58,62,60,58,60,Fmajor,60,Cmajor
65,57,48,41,Fmajor,60,60,60,57,57,59,Fmajor,60,Cmajor
64,55,48,36,Cmajor,60,60,60,55,55,60,Fmajor,60,Cmajor
62,55,47,43,Gmajor,59,59,59,55,55,60,Fmajor,59,Gmajor
60,52,48,45,Aminor,55,60,57,52,52,60,Fmajor,55,Gmajor
67,55,50,47,Gmajor,60,59,62,62,62,57,Fmajor,55,Cmajor
-67,59,-50,43,Gmajor,60,59,62,59,59,60,Fmajor,52,Aminor
64,-59,-50,44,Emajor,60,59,59,59,59,1000,Fmajor,1000,Dminor
65,57,48,45,Fmajor,60,60,60,57,57,60,Fmajor,67,Ediminished
62,57,48,42,Dmajor,59,62,57,57,57,60,Fmajor,60,Fmajor
-62,55,47,43,Gmajor,59,59,59,55,55,59,Cmajor,55,Cmajor
60,52,43,36,Cmajor,55,60,55,52,52
