original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,67,Cmajor,67,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,62,Gmajor,65,Fmajor
67,64,59,52,Eminor,60,59,59,64,64,60,Fmajor,65,Fmajor
-67,-64,-59,-52,Eminor,60,59,59,64,64,60,Fmajor,67,Cmajor
69,64,57,53,Fmajor,60,60,60,60,60,64,Gmajor,67,Cmajor
-69,62,-57,-53,Dminor,60,57,65,60,62,67,Cmajor,67,Cmajor
72,62,57,54,Dmajor,64,62,62,62,62,67,Cmajor,67,Cmajor
-72,-62,-57,-54,Dmajor,64,62,62,62,62,67,Cmajor,67,Gmajor
71,62,57,55,Gmajor,62,59,62,62,62,67,Cmajor,67,Gmajor
-71,-62,55,-55,Gmajor,62,59,62,62,62,67,Cmajor,67,Gmajor
69,62,57,55,Gother,60,67,67,61,62,67,Cmajor,67,Gmajor
-69,-62,-57,54,Dmajor,60,62,62,62,62,60,Fmajor,65,Fmajor
72,67,55,52,Cmajor,64,60,67,67,67,64,Gmajor,67,Cmajor
-72,64,-55,48,Cmajor,64,60,67,64,64,64,Cmajor,67,Gmajor
69,62,54,50,Dmajor,60,62,62,62,62,64,Cmajor,67,Gmajor
-69,-62,-54,-50,Dmajor,60,62,62,62,62,60,Fmajor,64,Cmajor
67,62,59,43,Gmajor,60,59,62,62,62,67,Cmajor,67,Cmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,67,Cmajor,67,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
-74,-67,-59,-55,Gmajor,67,59,67,67,67,64,Cmajor,65,Dminor
74,69,57,54,Dmajor,67,62,69,62,62,64,Cmajor,64,Cmajor
-74,-69,60,-54,Dmajor,67,62,69,69,69,64,Cmajor,67,Gmajor
74,69,59,53,Bdiminished,67,59,65,67,65,64,Cmajor,64,Cmajor
-74,-69,57,-53,Dminor,67,57,65,69,69,64,Cmajor,67,Gmajor
76,68,59,52,Emajor,67,59,71,68,68,64,Cmajor,64,Cmajor
-76,-68,-59,-52,Emajor,67,59,71,68,68,60,Fmajor,60,Cmajor
-76,-68,-59,-52,Emajor,67,59,71,68,68,60,Cmajor,62,Gmajor
72,64,57,57,Aminor,64,60,64,64,64,62,Gmajor,65,Fmajor
74,65,57,50,Dminor,67,57,65,65,65,60,Fmajor,65,Fmajor
-74,-65,-57,-50,Dminor,67,57,65,65,65,64,Gmajor,67,Cmajor
72,66,57,51,D#diminished,64,66,66,66,66,67,Cmajor,66,Dmajor
-72,-66,-57,-51,D#diminished,64,66,66,66,66,60,Fmajor,66,Dmajor
71,68,64,52,Emajor,62,59,68,68,68,62,Gmajor,66,Dmajor
-71,-68,-64,-52,Emajor,62,59,68,68,68,67,Cmajor,67,Gmajor
-71,-68,-64,-52,Emajor,62,59,68,68,68,67,Cmajor,67,Cmajor
-71,-68,-64,-52,Emajor,62,59,68,68,68,60,Fmajor,65,Fmajor
-71,-68,-64,-52,Emajor,62,59,68,68,68,64,Gmajor,67,Cmajor
-71,-68,-64,-52,Emajor,62,59,68,68,68,64,Gmajor,67,Cmajor
72,69,64,57,Aminor,64,60,64,69,69,67,Cmajor,67,Cmajor
-72,-69,-64,-57,Aminor,64,60,64,69,69,64,Gmajor,67,Cmajor
72,67,64,52,Cmajor,64,60,67,67,67,64,Gmajor,67,Cmajor
-72,-67,62,-52,Cmajor,64,60,67,67,67,67,Cmajor,67,Gmajor
72,69,60,53,Fmajor,64,60,65,69,69,67,Cmajor,67,Gmajor
-72,67,-60,52,Cmajor,64,60,67,67,67,67,Cmajor,67,Gmajor
71,65,62,50,Bdiminished,62,59,65,65,65,67,Cmajor,67,Gmajor
-71,-65,-62,52,Bdiminished,62,59,65,65,65,67,Cmajor,67,Gmajor
69,65,60,53,Fmajor,60,60,60,65,65,67,Cmajor,67,Gmajor
-69,-65,62,-53,Dminor,60,57,65,65,65,60,Fmajor,65,Fmajor
72,67,64,48,Cmajor,64,60,67,67,67,64,Gmajor,67,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor
69,-67,60,41,Fmajor,60,60,60,65,65,64,Cmajor,67,Gmajor
-69,65,-60,-41,Fmajor,60,60,60,65,65,60,Fmajor,64,Cmajor
67,64,60,48,Cmajor,60,60,60,64,64,67,Cmajor,67,Cmajor
-67,-64,-60,-48,Cmajor,60,60,60,64,64,67,Cmajor,67,Cmajor
74,66,57,60,Dmajor,67,62,69,66,66,67,Cmajor,67,Cmajor
-74,-66,-57,-60,Dmajor,67,62,69,66,66,64,Cmajor,65,Dminor
74,67,59,59,Gmajor,67,59,67,62,62,64,Cmajor,64,Cmajor
-74,-67,60,57,Aminor,67,60,67,67,67,64,Cmajor,67,Gmajor
74,-67,62,59,Gmajor,67,59,67,67,67,64,Cmajor,64,Cmajor
-74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,62,Dmajor
76,72,67,60,Cmajor,67,60,67,72,72,64,Cmajor,65,Gmajor
-76,-72,-67,-60,Cmajor,67,60,67,72,72,60,Fmajor,62,Gmajor
-76,-72,-67,-60,Cmajor,67,60,67,72,72,60,Cmajor,62,Gother
72,64,69,57,Aminor,64,60,64,64,64,62,Gmajor,62,Dmajor
