original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Fmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Bdiminished,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,62,50,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Fmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Fmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
69,60,53,45,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
67,64,55,48,Cmajor,60,60,60,64,64,60,Aminor,72,Cmajor
-67,-64,-55,-48,Cmajor,60,60,60,64,64,62,Dmajor,67,Cmajor
-67,-64,-55,-48,Cmajor,60,60,60,64,64,62,Gmajor,65,Dminor
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,62,Gmajor
65,62,55,48,Dminor,60,57,62,62,62,60,Cmajor,64,Cmajor
64,55,-55,48,Cmajor,60,60,60,60,60,60,Cmajor,64,Cmajor
62,55,59,43,Gmajor,59,59,59,62,55,60,Cmajor,64,Cmajor
64,55,60,40,Cmajor,60,60,60,55,55,62,Gmajor,62,Gmajor
62,57,57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
-62,-60,50,43,Cother,59,60,60,59,60,60,Cmajor,55,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
67,62,50,47,Gmajor,60,59,62,62,62,59,Gmajor,55,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,59,Gmajor,55,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
69,60,53,45,Fmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
67,64,55,48,Cmajor,60,60,60,64,64,60,Cmajor,55,Cmajor
-67,-64,-55,-48,Cmajor,60,60,60,64,64,59,Gmajor,55,Cmajor
-67,-64,-55,-48,Cmajor,60,60,60,64,64,59,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
65,62,55,48,Dminor,60,57,62,62,62,55,Gmajor,60,Cmajor
64,55,-55,48,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
62,55,59,43,Gmajor,59,59,59,62,55,59,Cmajor,60,Cmajor
64,55,60,40,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,57,57,41,Dminor,59,57,57,60,60,59,Cmajor,60,Cmajor
-62,-60,50,43,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
62,59,50,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
62,62,55,47,Gmajor,59,59,59,62,62,60,Cmajor,60,Cmajor
62,62,53,47,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
64,55,52,36,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
64,60,55,40,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,60,Fmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,62,Gmajor,60,Cmajor
-62,-59,-55,-43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cother
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Gmajor
64,55,52,48,Cmajor,60,60,60,55,55,55,Gmajor,55,Cmajor
67,59,50,47,Gmajor,60,59,62,62,62,59,Gmajor,60,Cmajor
67,64,55,48,Cmajor,60,60,60,64,64,59,Cmajor,60,Cmajor
66,62,57,50,Dmajor,57,62,57,62,62,60,Cmajor,60,Cmajor
67,59,55,43,Gmajor,60,59,62,59,59,59,Cmajor,60,Cmajor
-67,-59,-55,-43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
-67,-59,-55,-43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,64,55,48,Cmajor,60,60,60,64,64,60,Cmajor,60,Cmajor
65,64,60,45,Fmajor,60,60,60,64,64,60,Cmajor,60,Cmajor
64,62,58,43,Ediminished,60,58,62,62,62,62,Gmajor,60,Fmajor
65,62,57,38,Dminor,60,57,62,62,62,62,Gmajor,60,Fmajor
-65,-62,-57,-38,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor
-65,-62,-57,-38,Dminor,60,57,62,62,62,60,Fmajor,67,Cmajor
64,55,60,40,Cmajor,60,60,60,55,55,60,Fmajor,69,Aminor
62,55,59,43,Gmajor,59,59,59,62,55,1000,Fmajor,1000,Dminor
64,-55,52,48,Cmajor,60,60,60,55,55,60,Fmajor,67,Ediminished
62,55,50,43,Cother,59,60,60,59,60,60,Fmajor,60,Fmajor
62,59,53,31,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
