original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Dminor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,62,Gmajor,59,Gmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,60,53,50,Dminor,60,57,62,57,57,60,Fmajor,60,Cmajor
67,60,52,52,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
67,60,52,45,Aminor,60,60,60,60,60,60,Cmajor,48,Cmajor
65,55,50,47,Gmajor,60,59,62,55,55,60,Cmajor,64,Dminor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,64,Aminor
62,59,55,43,Gmajor,59,59,59,59,59,62,Gmajor,62,Dmajor
67,62,59,55,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor
69,62,57,54,Dmajor,60,62,62,62,62,60,Fmajor,64,Cmajor
71,62,54,52,Bminor,62,62,62,62,62,60,Cmajor,60,Cmajor
72,60,55,52,Cmajor,64,60,67,67,67,60,Cmajor,60,Cmajor
71,64,55,50,Eminor,62,59,67,62,64,62,Gmajor,64,Amajor
69,62,55,50,Gother,60,67,67,60,62,62,Gmajor,65,Dminor
-69,-62,54,38,Dmajor,60,62,62,62,62,67,Cmajor,62,Gmajor
67,59,55,43,Gmajor,60,59,62,59,59,65,Fmajor,64,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,60,Fmajor
65,60,53,50,Dminor,60,57,62,57,57,62,Gmajor,59,Gmajor
67,60,52,52,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
67,60,52,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,55,50,47,Gmajor,60,59,62,55,55,60,Cother,60,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,62,Gmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor
67,62,59,55,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
69,62,57,54,Dmajor,60,62,62,62,62,60,Cmajor,60,Cmajor
71,62,54,52,Bminor,62,62,62,62,62,55,Cmajor,55,Cmajor
72,60,55,52,Cmajor,64,60,67,67,67,60,Fmajor,60,Cmajor
71,64,55,50,Eminor,62,59,67,62,64,62,Gmajor,64,Amajor
69,62,55,50,Gother,60,67,67,60,62,62,Gmajor,65,Dminor
-69,-62,54,38,Dmajor,60,62,62,62,62,67,Cmajor,62,Gmajor
67,59,55,43,Gmajor,60,59,62,59,59,65,Fmajor,64,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
72,64,57,45,Aminor,64,60,64,64,64,62,Gmajor,60,Fmajor
71,65,57,50,Bdiminished,62,59,65,65,65,62,Gmajor,59,Gmajor
69,60,53,53,Fmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
67,62,53,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
65,57,53,50,Dminor,60,57,62,57,57,60,Cother,60,Cmajor
64,60,55,52,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor
62,59,59,55,Gmajor,59,59,59,55,55,60,Cmajor,55,Cmajor
67,64,59,52,Eminor,60,59,59,64,64,60,Cmajor,57,Fmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,52,Aminor
62,60,57,41,Dminor,59,57,57,60,60,1000,Fmajor,1000,Dminor
65,60,53,45,Fmajor,60,60,60,60,60,60,Fmajor,67,Ediminished
64,60,55,43,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
62,59,-55,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
