original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,67,Gmajor
72,67,64,60,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor
-72,-67,-64,-60,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,64,Cmajor,65,Bdiminished
76,67,60,48,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
-76,-67,59,-48,Cmajor,67,60,67,67,67,60,Fmajor,72,Cmajor
74,66,57,50,Dmajor,67,62,69,65,66,72,Cmajor,69,Fmajor
72,67,64,52,Cmajor,64,60,67,67,67,67,Gmajor,69,Fmajor
-72,69,62,54,Dmajor,64,62,62,69,69,72,Cmajor,67,Cmajor
71,67,62,55,Gmajor,62,59,62,67,67,67,Cmajor,67,Cmajor
69,64,60,48,Aminor,60,60,64,64,64,67,Cmajor,67,Cmajor
-69,66,57,50,Dmajor,60,62,62,65,66,64,Gmajor,67,Cmajor
-69,-66,-57,-50,Dmajor,60,62,62,65,66,64,Gmajor,67,Cmajor
67,62,59,43,Gmajor,60,59,62,62,62,64,Gmajor,67,Cmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,67,Cmajor,67,Cmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,67,Cmajor,59,Gmajor
72,60,55,52,Cmajor,64,60,67,67,67,67,Cmajor,60,Cmajor
-72,-60,-55,-52,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,64,Cmajor
-76,-67,-60,59,Cmajor,67,60,67,67,67,67,Cmajor,67,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,72,Cmajor,67,Gmajor
76,64,60,55,Cmajor,67,60,67,64,64,67,Gmajor,67,Gmajor
74,69,-60,53,Dminor,67,57,65,69,69,67,Gmajor,67,Gmajor
-74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
72,67,55,48,Cmajor,64,60,67,64,64,67,Cmajor,67,Cmajor
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,71,Gmajor
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,67,Gmajor
72,67,64,60,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
-72,-67,-64,-60,Cmajor,64,60,67,67,67,60,Fmajor,72,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,72,Cmajor
76,67,60,48,Cmajor,67,60,67,67,67,67,Gmajor,72,Cmajor
-76,-67,59,-48,Cmajor,67,60,67,67,67,72,Cmajor,72,Cmajor
74,66,57,50,Dmajor,67,62,69,65,66,60,Fmajor,72,Fmajor
72,67,64,52,Cmajor,64,60,67,67,67,72,Aminor,72,Fmajor
-72,69,62,54,Dmajor,64,62,62,69,69,67,Gmajor,71,Gmajor
71,67,62,55,Gmajor,62,59,62,67,67,72,Cmajor,72,Cmajor
69,64,60,48,Aminor,60,60,64,64,64,72,Cmajor,72,Cmajor
-69,66,57,50,Dmajor,60,62,62,65,66,67,Cmajor,72,Cmajor
-69,-66,-57,-50,Dmajor,60,62,62,65,66,67,Cmajor,72,Cmajor
67,62,59,43,Gmajor,60,59,62,62,62,67,Cmajor,72,Cmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,64,Cmajor,65,Dminor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,64,Cmajor,64,Cmajor
72,60,55,52,Cmajor,64,60,67,67,67,60,Fmajor,67,Cmajor
-72,-60,-55,-52,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor
74,67,59,55,Gmajor,67,59,67,67,67,72,Cmajor,67,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,74,Cother,67,Cmajor
-76,-67,-60,59,Cmajor,67,60,67,67,67,67,Gmajor,67,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,67,Cmajor,69,Fmajor
76,64,60,55,Cmajor,67,60,67,64,64,67,Cmajor,67,Cmajor
74,69,-60,53,Dminor,67,57,65,69,69,64,Gmajor,67,Cother
-74,67,59,55,Gmajor,67,59,67,67,67,64,Gmajor,64,Gmajor
72,67,55,48,Cmajor,64,60,67,64,64,67,Cmajor,64,Cmajor
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,64,Cmajor
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,64,Cmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,72,Cmajor,69,Fmajor
77,69,60,57,Fmajor,69,60,69,69,69,67,Cmajor,69,Fmajor
79,70,55,52,Cmajor,67,60,72,59,60,60,Fmajor,67,Cmajor
-79,-70,-55,-52,Cmajor,67,60,72,59,60,60,Fmajor,67,Gmajor
77,69,60,53,Fmajor,69,60,69,69,69,60,Fmajor,57,Dmajor
76,64,60,55,Cmajor,67,60,67,64,64,64,Gmajor,64,Gmajor
74,69,-60,53,Dminor,67,57,65,69,69,60,Cmajor,64,Cmajor
-74,67,59,55,Gmajor,67,59,67,67,67,60,Cmajor,64,Cmajor
76,67,55,48,Cmajor,67,60,67,67,67,60,Cmajor,62,Gmajor
-76,-67,-55,-48,Cmajor,67,60,67,67,67,62,Gmajor,65,Fmajor
-76,-67,-55,-48,Cmajor,67,60,67,67,67,62,Gmajor,65,Fmajor
79,72,64,48,Cmajor,67,60,72,72,72,62,Gmajor,65,Fmajor
79,70,64,60,Cmajor,67,60,72,67,67,67,Cmajor,62,Gmajor
-79,-70,-64,57,Aminor,67,60,70,70,70,60,Fmajor,64,Gmajor
81,69,60,53,Fmajor,72,60,72,69,69,64,Gmajor,64,Cmajor
-81,71,62,-53,Bdiminished,72,59,71,71,71,64,Cmajor,64,Cmajor
79,72,64,52,Cmajor,67,60,72,72,72,69,Fmajor,64,Cmajor
77,72,60,57,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor
76,67,-60,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Gmajor
-76,-67,60,48,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,64,Cmajor
-74,-67,-59,-55,Gmajor,67,59,67,67,67,67,Cmajor,64,Cmajor
-74,-67,-59,-55,Gmajor,67,59,67,67,67,64,Gmajor,64,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,64,Gmajor,64,Gmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor
79,67,60,52,Cmajor,67,60,72,67,67,64,Cmajor,64,Cmajor
77,69,60,53,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor
-77,-69,-60,-53,Dminor,69,57,69,69,69,72,Cmajor,69,Fmajor
76,67,59,55,Eminor,67,59,67,67,67,69,Fmajor,69,Fmajor
72,65,60,57,Fmajor,64,60,65,64,65,60,Fmajor,67,Cmajor
74,62,59,59,Gmajor,67,59,67,62,62,60,Fmajor,67,Gmajor
-74,67,-59,55,Gmajor,67,59,67,67,67,60,Fmajor,64,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,67,Cmajor,60,Cmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,60,Cmajor,60,Cmajor
-76,-67,58,48,Cmajor,67,60,67,60,60,60,Aminor,62,Gmajor
72,65,57,53,Fmajor,64,60,65,65,65,62,Dmajor,65,Fother
-72,-65,-57,-53,Fmajor,64,60,65,65,65,62,Gmajor,65,Fmajor
-72,-65,-57,-53,Fmajor,64,60,65,65,65,62,Gmajor,65,Fmajor
76,67,60,48,Cmajor,67,60,67,67,67,62,Gmajor,65,Dminor
-76,-67,-60,-48,Cmajor,67,60,67,67,67,67,Cmajor,62,Gmajor
79,67,64,60,Cmajor,67,60,72,67,67,60,Fmajor,74,Gmajor
