original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
55,52,48,36,Cmajor,50,60,52,52,52,60,Cmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,48,Fmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Cmajor,48,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Fmajor,50,Gmajor
65,60,57,41,Fmajor,60,60,60,60,60,53,Fmajor,55,Aminor
67,60,52,43,Cmajor,60,60,60,59,60,53,Fmajor,53,Dminor
65,59,50,43,Gmajor,60,59,62,59,59,55,Cmajor,55,Gmajor
64,55,48,36,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
69,53,48,41,Fmajor,60,60,60,53,53,60,Fmajor,57,Fmajor
67,50,47,43,Gmajor,60,59,62,50,50,59,Cmajor,55,Cmajor
65,57,48,45,Fmajor,60,60,60,57,57,60,Cmajor,55,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,55,Gmajor,55,Cmajor
62,57,48,41,Dminor,59,57,57,57,57,62,Gmajor,60,Cmajor
64,55,48,43,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,-55,47,-43,Gmajor,59,59,59,55,55,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
55,52,48,36,Cmajor,50,60,52,52,52,60,Fmajor,60,Fmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Fmajor,60,Fmajor
62,55,50,47,Gmajor,59,59,59,55,55,60,Fmajor,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,55,Gmajor,55,Cmajor
65,60,57,41,Fmajor,60,60,60,60,60,59,Gmajor,60,Cmajor
67,60,52,43,Cmajor,60,60,60,59,60,60,Cmajor,60,Cmajor
65,59,50,43,Gmajor,60,59,62,59,59,59,Cmajor,60,Cmajor
64,55,48,36,Cmajor,60,60,60,55,55,60,Cmajor,62,Cmajor
69,53,48,41,Fmajor,60,60,60,53,53,60,Cmajor,62,Gmajor
67,50,47,43,Gmajor,60,59,62,50,50,60,Cmajor,60,Cmajor
65,57,48,45,Fmajor,60,60,60,57,57,62,Gmajor,60,Fmajor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,57,48,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
64,55,48,43,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,-55,47,-43,Gmajor,59,59,59,55,55,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Fmajor,55,Cmajor
69,62,50,42,Dmajor,60,62,62,62,62,52,Cmajor,59,Gmajor
62,59,55,43,Gmajor,59,59,59,59,59,55,Gmajor,60,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Gmajor,60,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
67,60,55,40,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
60,57,53,41,Fmajor,55,60,57,57,57,60,Cmajor,62,Cmajor
64,60,55,36,Cmajor,60,60,60,60,60,60,Cmajor,62,Gmajor
62,60,55,43,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor
60,57,52,43,Aminor,55,60,57,57,57,62,Gmajor,60,Fmajor
59,57,50,43,Gmajor,55,59,55,55,55,60,Cmajor,60,Cmajor
60,55,48,52,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
57,55,52,48,Aminor,54,60,55,55,55,60,Cmajor,60,Cmajor
-57,54,50,50,Dmajor,54,62,54,54,54,60,Cmajor,60,Cmajor
55,50,47,43,Gmajor,50,59,50,50,50,60,Fmajor,60,Cmajor
67,52,59,40,Eminor,60,59,59,64,64,59,Cmajor,55,Cmajor
65,48,57,45,Fmajor,60,60,60,60,60,60,Fmajor,57,Fmajor
64,52,55,48,Cmajor,60,60,60,60,60,60,Fmajor,52,Cmajor
62,55,50,48,Cother,59,60,60,55,55,1000,Fmajor,1000,Dminor
64,55,48,48,Cmajor,60,60,60,55,55,60,Fmajor,67,Ediminished
62,57,48,41,Dminor,59,57,57,57,57,60,Fmajor,60,Fmajor
-62,55,47,43,Gmajor,59,59,59,55,55,59,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
