original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
60,60,52,45,Aminor,55,60,57,57,57,60,Cmajor,60,Fmajor
62,60,55,43,Cother,59,60,60,59,60,62,Gmajor,60,Fmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Fmajor,60,Fmajor
-64,-60,57,-48,Aminor,60,60,60,60,60,64,Bdiminished,59,Gmajor
67,59,55,52,Eminor,60,59,59,60,59,59,Cmajor,59,Cmajor
67,64,57,48,Aminor,60,60,60,64,64,59,Cmajor,57,Dminor
-67,62,57,50,Gother,60,67,62,62,62,60,Cmajor,62,Cmajor
66,-62,60,-50,Dmajor,57,62,57,62,62,60,Cmajor,62,Gmajor
67,62,59,43,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor
65,57,53,50,Dminor,60,57,62,57,57,60,Fmajor,64,Cmajor
-65,60,55,52,Cmajor,60,60,60,60,60,67,Cmajor,62,Gmajor
64,-60,55,-52,Cmajor,60,60,60,60,60,67,Eminor,67,Eminor
62,60,55,55,Cother,59,60,60,59,60,60,Fmajor,64,Aminor
-62,59,55,52,Eminor,59,59,59,59,59,59,Dmajor,60,Cmajor
-62,60,52,57,Aminor,59,60,60,60,60,62,Gmajor,60,Fmajor
62,60,57,53,Dminor,59,57,57,60,60,62,Gmajor,60,Fmajor
-62,59,55,55,Gmajor,59,59,59,59,59,62,Gmajor,65,Dminor
-62,59,-55,43,Gmajor,59,59,59,59,59,60,Cmajor,62,Gmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,-55,-52,-48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor
-60,-55,-52,-48,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,55,Cmajor
60,60,52,45,Aminor,55,60,57,57,57,59,Cmajor,55,Cmajor
62,60,55,43,Cother,59,60,60,59,60,59,Gmajor,55,Cmajor
