original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,57,Fmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Fmajor,55,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Fmajor,60,Cmajor
65,57,53,38,Dminor,60,57,62,60,60,59,Gmajor,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,57,53,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
64,56,47,40,Emajor,60,59,59,56,56,60,Cmajor,60,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,59,55,47,Gmajor,59,59,59,62,62,59,Gmajor,59,Gmajor
65,60,57,45,Fmajor,60,60,60,60,60,59,Cmajor,60,Cmajor
62,-60,-57,41,Dminor,59,57,57,60,60,60,Cmajor,60,Cmajor
60,60,55,40,Cmajor,55,60,55,60,60,59,Fmajor,60,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,60,Fmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Fmajor,60,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,55,Gmajor,57,Fmajor
67,59,50,43,Gmajor,60,59,62,59,59,55,Cmajor,52,Cmajor
65,57,53,38,Dminor,60,57,62,60,60,52,Cmajor,52,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,57,Fmajor,57,Fmajor
62,57,53,41,Dminor,59,57,57,57,57,60,Fmajor,60,Cmajor
64,56,47,40,Emajor,60,59,59,56,56,60,Cother,60,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,59,Gmajor,60,Cmajor
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
62,59,55,47,Gmajor,59,59,59,62,62,60,Cmajor,60,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Dminor,60,Cmajor
62,-60,-57,41,Dminor,59,57,57,60,60,59,Gmajor,60,Cmajor
60,60,55,40,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor
59,55,50,43,Gmajor,55,59,55,55,55,60,Cmajor,60,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,60,Fmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor
62,59,50,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor
64,61,55,53,C#diminished,60,61,61,60,61,55,Gmajor,53,Fmajor
65,62,57,50,Dminor,60,57,62,62,62,55,Cmajor,52,Cmajor
64,55,58,48,Cmajor,60,60,60,55,55,52,Cmajor,52,Cmajor
62,50,57,46,B-major,59,62,58,50,50,57,Fmajor,57,Fmajor
64,-62,58,43,Ediminished,60,58,62,62,62,60,Fmajor,60,Cmajor
62,57,53,38,Dminor,59,57,57,57,57,60,Cother,60,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,59,Gmajor,60,Cmajor
64,55,48,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor
65,60,48,45,Fmajor,60,60,60,57,57,60,Cmajor,60,Cmajor
67,59,52,40,Eminor,60,59,59,60,59,60,Dminor,60,Cmajor
65,62,45,41,Dminor,60,57,62,53,53,59,Gmajor,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,60,Cmajor
62,57,53,41,Dminor,59,57,57,57,57,60,Cmajor,60,Cmajor
64,56,47,40,Emajor,60,59,59,56,56,60,Cmajor,60,Fmajor
60,52,48,45,Aminor,55,60,57,52,52,60,Cmajor,57,Fmajor
62,55,47,43,Gmajor,59,59,59,55,55,60,Fmajor,55,Cmajor
64,59,52,44,Emajor,60,59,59,59,59,60,Fmajor,52,Aminor
65,57,48,45,Fmajor,60,60,60,57,57,1000,Fmajor,1000,Dminor
62,-57,-48,41,Dminor,59,57,57,57,57,60,Fmajor,67,Ediminished
60,60,55,40,Cmajor,55,60,55,60,60,60,Fmajor,60,Fmajor
59,55,50,43,Gmajor,55,59,55,55,55,52,Cmajor,52,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
