original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
72,67,64,48,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,64,Gmajor,67,Cmajor
76,67,60,60,Cmajor,67,60,67,67,67,64,Cmajor,71,Gmajor
74,67,62,59,Gmajor,67,59,67,67,67,60,Fmajor,67,Cmajor
72,69,64,57,Aminor,64,60,64,69,69,72,Cmajor,67,Gmajor
71,62,67,55,Gmajor,62,59,62,62,62,72,Cmajor,67,Gmajor
69,62,67,50,Gother,60,67,67,62,62,60,Fmajor,60,Cmajor
67,62,59,55,Gmajor,60,59,62,62,62,64,Gmajor,64,Gmajor
72,67,60,52,Cmajor,64,60,67,67,67,67,Cmajor,60,Cmajor
74,69,65,50,Dminor,67,57,65,69,69,67,Cmajor,60,Cmajor
76,72,67,48,Cmajor,67,60,67,72,72,60,Fmajor,60,Cmajor
74,67,62,47,Gmajor,67,59,67,67,67,60,Fmajor,64,Cmajor
76,67,62,48,Cmajor,67,60,67,67,67,60,Fmajor,69,Fmajor
74,67,60,43,Cother,67,60,67,67,67,67,Cmajor,72,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,69,Fmajor,72,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,60,Fmajor,71,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,71,Gmajor
74,67,62,59,Gmajor,67,59,67,67,67,67,Cmajor,72,Cmajor
72,69,64,57,Aminor,64,60,64,69,69,60,Fmajor,52,Cmajor
71,62,67,55,Gmajor,62,59,62,62,62,70,Aminor,70,Cmajor
69,62,67,50,Gother,60,67,67,62,62,72,Aminor,69,Fmajor
67,62,59,55,Gmajor,60,59,62,62,62,67,Gmajor,67,Gmajor
72,67,60,52,Cmajor,64,60,67,67,67,72,Cmajor,67,Cmajor
74,69,65,50,Dminor,67,57,65,69,69,67,Cmajor,67,Cmajor
76,72,67,48,Cmajor,67,60,67,72,72,67,Cmajor,67,Cmajor
74,67,62,47,Gmajor,67,59,67,67,67,64,Cmajor,71,Gmajor
76,67,62,48,Cmajor,67,60,67,67,67,67,Cmajor,72,Cmajor
74,67,60,43,Cother,67,60,67,67,67,67,Gmajor,72,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,64,Gmajor,64,Cmajor
79,70,60,52,Cmajor,67,60,72,67,67,64,Gmajor,62,Cother
77,69,60,53,Fmajor,69,60,69,69,69,64,Cmajor,67,Gmajor
76,67,64,49,C#diminished,67,61,61,69,67,67,Cmajor,67,Cmajor
74,65,57,50,Dminor,67,57,65,65,65,64,Cmajor,64,Cmajor
76,69,61,45,Amajor,67,64,69,69,69,67,Cmajor,67,Cmajor
-76,-69,-61,-45,Amajor,67,64,69,69,69,64,Cmajor,64,Cmajor
79,67,60,52,Cmajor,67,60,72,67,67,67,Cmajor,64,Aminor
79,72,64,48,Cmajor,67,60,72,72,72,60,Fmajor,62,Dmajor
81,72,65,53,Fmajor,72,60,72,72,72,62,Gmajor,62,Gmajor
79,71,62,55,Gmajor,67,59,67,71,71,67,Cmajor,62,Gmajor
77,69,60,57,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor
76,67,60,60,Cmajor,67,60,67,67,67,64,Cmajor,67,Gmajor
74,67,59,55,Gmajor,67,59,67,67,67,69,Fmajor,67,Cmajor
-74,-67,-59,-55,Gmajor,67,59,67,67,67,60,Fmajor,67,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor
79,72,64,48,Cmajor,67,60,72,72,72,64,Gmajor,64,Cmajor
77,69,65,50,Dminor,69,57,69,69,69,64,Gmajor,62,Cother
76,72,67,52,Cmajor,67,60,67,72,72,64,Cmajor,67,Gmajor
72,69,57,53,Fmajor,64,60,65,65,65,67,Cmajor,67,Cmajor
74,69,62,54,Dmajor,67,62,69,69,69,64,Cmajor,64,Cmajor
76,71,59,55,Eminor,67,59,67,67,67,67,Cmajor,67,Cmajor
-76,64,-59,56,Emajor,67,59,71,64,64,64,Cmajor,64,Cmajor
72,64,57,57,Aminor,64,60,64,64,64,67,Cmajor,64,Aminor
-72,-64,-57,-57,Aminor,64,60,64,64,64,60,Fmajor,62,Dmajor
76,67,58,55,Ediminished,67,58,67,67,67,62,Gmajor,62,Gmajor
79,70,52,48,Cmajor,67,60,72,70,70,67,Cmajor,62,Gmajor
77,69,53,50,Dminor,69,57,69,69,69,60,Fmajor,67,Cmajor
76,72,55,52,Cmajor,67,60,67,61,72,64,Cmajor,67,Gmajor
74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor
72,67,60,52,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor
74,67,60,43,Cother,67,60,67,67,67,67,Cmajor,67,Cmajor
-74,-67,59,-43,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor
72,67,64,48,Cmajor,64,60,67,67,67
