original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,53,Fmajor,53,Fmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor
67,64,60,48,Cmajor,60,60,60,64,64,60,Cmajor,59,Gmajor
67,62,55,47,Gmajor,60,59,62,62,62,59,Cmajor,60,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,55,Cmajor
67,60,48,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor
70,53,50,50,B-major,62,62,53,53,53,60,Cmajor,55,Cmajor
69,57,53,53,Fmajor,60,60,60,60,60,60,Cmajor,60,Dminor
67,60,55,48,Fother,60,60,65,64,60,60,Cmajor,62,Ediminished
65,53,57,50,Dminor,60,57,62,62,62,62,Gmajor,65,Dminor
67,62,55,47,Gmajor,60,59,62,62,62,62,Gmajor,62,Gmajor
64,55,55,48,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor
60,57,52,-48,Aminor,55,60,57,55,57,60,Cmajor,60,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,62,Gmajor
66,57,50,48,Dmajor,57,62,57,57,57,62,Gmajor,65,Fmajor
67,59,50,47,Gmajor,60,59,62,62,62,67,Cmajor,64,Cmajor
69,60,-55,48,Aminor,60,60,64,64,64,60,Fmajor,67,Cmajor
67,59,55,43,Gmajor,60,59,62,59,59,62,Gmajor,62,Gmajor
67,64,60,48,Cmajor,60,60,60,64,64,67,Cmajor,62,Gmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Fmajor,64,Cmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,64,Cmajor
67,60,48,48,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor
70,53,50,50,B-major,62,62,53,53,53,62,Gmajor,57,Dmajor
69,57,53,53,Fmajor,60,60,60,60,60,60,Cmajor,59,Gmajor
67,60,55,48,Fother,60,60,65,64,60,62,Gmajor,57,Gmajor
65,53,57,50,Dminor,60,57,62,62,62,60,Fmajor,55,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,55,Gmajor,55,Cmajor
64,55,55,48,Cmajor,60,60,60,60,60,60,Cmajor,65,Gmajor
60,57,52,-48,Aminor,55,60,57,55,57,60,Cmajor,67,Cmajor
64,60,57,45,Aminor,60,60,60,60,60,60,Aminor,67,Cmajor
66,57,50,48,Dmajor,57,62,57,57,57,62,Dmajor,67,Cmajor
67,59,50,47,Gmajor,60,59,62,62,62,62,Gmajor,67,Fmajor
69,60,-55,48,Aminor,60,60,64,64,64,64,Cmajor,67,Cmajor
67,59,55,43,Gmajor,60,59,62,59,59,62,Gmajor,60,Cmajor
67,64,55,48,Cmajor,60,60,60,64,64,62,Gmajor,64,Cmajor
72,60,55,52,Cmajor,64,60,67,67,67,60,Cmajor,64,Cmajor
71,67,59,55,Gmajor,62,59,62,62,62,60,Cmajor,64,Cmajor
69,66,62,50,Dmajor,60,62,62,65,66,60,Cmajor,64,Aminor
71,62,55,53,Gmajor,62,59,62,62,62,62,Gmajor,57,Dmajor
72,64,55,52,Cmajor,64,60,67,67,67,60,Cmajor,59,Gmajor
69,62,57,50,Gother,60,67,67,65,67,62,Gmajor,57,Gmajor
67,62,59,43,Gmajor,60,59,62,62,62,60,Fmajor,55,Cmajor
67,60,52,48,Cmajor,60,60,60,60,60,55,Gmajor,55,Cmajor
72,64,48,45,Aminor,64,60,64,64,64,60,Cmajor,60,Cmajor
67,64,60,40,Cmajor,60,60,60,64,64,60,Cmajor,60,Cmajor
69,60,57,41,Fmajor,60,60,60,60,60,60,Aminor,60,Fmajor
64,60,57,45,Aminor,60,60,60,60,60,62,Dmajor,65,Fother
67,59,55,47,Gmajor,60,59,62,62,62,62,Gmajor,65,Fmajor
65,57,50,50,Dminor,60,57,62,57,57,64,Cmajor,64,Cmajor
64,61,52,45,Amajor,60,64,61,60,61,60,Cmajor,60,Cmajor
64,60,52,48,Cmajor,60,60,60,55,55,60,Cmajor,64,Cmajor
62,62,55,47,Gmajor,59,59,59,62,62,60,Fmajor,67,Cmajor
65,60,53,45,Fmajor,60,60,60,60,60,60,Fmajor,69,Aminor
64,55,52,48,Cmajor,60,60,60,55,55,1000,Fmajor,1000,Dminor
62,-60,53,41,Dminor,59,57,57,57,57,60,Fmajor,67,Ediminished
57,60,57,45,Aminor,54,60,55,60,60,60,Fmajor,60,Fmajor
-60,57,50,41,Dminor,55,57,55,57,57,55,Cmajor,52,Cmajor
60,55,52,36,Cmajor,55,60,55,55,55
