original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords
76,72,69,57,Aminor,67,60,69,72,72,64,Cmajor,67,Gmajor
77,69,65,62,Dminor,69,57,69,69,69,60,Fmajor,67,Cmajor
79,74,62,59,Gmajor,67,59,67,67,67,64,Gmajor,69,Fmajor
79,71,64,55,Eminor,67,59,67,71,71,72,Cmajor,72,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,72,Cmajor,71,Gmajor
76,67,64,60,Cmajor,67,60,67,67,67,60,Fmajor,72,Cmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor
76,72,67,60,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor
77,72,60,57,Fmajor,69,60,69,69,69,72,Cmajor,72,Cmajor
79,72,64,52,Cmajor,67,60,72,72,72,72,Cmajor,72,Cmajor
77,72,67,50,Dminor,69,57,69,72,72,74,Cother,74,Cother
74,72,69,53,Dminor,67,57,65,72,72,67,Gmajor,71,Gmajor
74,71,67,55,Gmajor,67,59,67,71,71,67,Cmajor,72,Cmajor
72,67,64,48,Cmajor,64,60,67,67,67,67,Gmajor,72,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,72,Cmajor,72,Cmajor
76,72,67,60,Cmajor,67,60,67,72,72,72,Cmajor,72,Cmajor
77,69,65,62,Dminor,69,57,69,69,69,72,Fmajor,72,Fmajor
79,74,62,59,Gmajor,67,59,67,67,67,72,Cmajor,74,Gmajor
79,71,64,55,Eminor,67,59,67,71,71,72,Fmajor,60,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,72,Cmajor,67,Cmajor
76,67,64,60,Cmajor,67,60,67,67,67,69,Fmajor,67,Gmajor
74,71,67,55,Gmajor,67,59,67,71,71,60,Fmajor,67,Gmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,64,Cmajor
76,72,67,60,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor
77,72,60,57,Fmajor,69,60,69,69,69,67,Cmajor,67,Cmajor
79,72,64,52,Cmajor,67,60,72,72,72,67,Gmajor,67,Gmajor
77,72,67,50,Dminor,69,57,69,72,72,72,Cmajor,67,Gmajor
74,72,69,53,Dminor,67,57,65,72,72,67,Cmajor,60,Cmajor
74,71,67,55,Gmajor,67,59,67,71,71,60,Fmajor,69,Dminor
72,67,64,48,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor
-72,-67,-64,-48,Cmajor,64,60,67,67,67,64,Gmajor,67,Cmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,67,Gmajor
76,73,67,53,C#diminished,67,61,61,73,73,64,Cmajor,64,Cmajor
77,74,69,50,Dminor,69,57,69,74,74,60,Fmajor,72,Cmajor
77,74,67,58,Gminor,69,62,70,74,74,72,Cmajor,67,Gmajor
76,74,70,55,Ediminished,67,58,67,74,74,72,Cmajor,67,Gmajor
76,73,69,57,Amajor,67,64,69,72,73,69,Fmajor,67,Cmajor
74,69,65,50,Dminor,67,57,65,69,69,60,Fmajor,65,Dminor
-74,-69,-65,-50,Dminor,67,57,65,69,69,60,Fmajor,64,Cmajor
77,74,69,50,Dminor,69,57,69,74,74,67,Cmajor,67,Cmajor
79,74,67,52,Eminor,67,59,67,72,74,67,Gmajor,67,Gmajor
81,72,65,53,Fmajor,72,60,72,72,72,67,Gmajor,67,Gmajor
79,74,65,58,Gminor,67,62,72,74,74,72,Cmajor,67,Cmajor
81,72,65,60,Fmajor,72,60,72,72,72,72,Cmajor,67,Cmajor
79,70,64,48,Cmajor,67,60,72,72,72,60,Fmajor,69,Fmajor
77,69,60,53,Fmajor,69,60,69,69,69,64,Gmajor,67,Cmajor
-77,-69,-60,-53,Fmajor,69,60,69,69,69,64,Gmajor,67,Cmajor
76,67,60,60,Cmajor,67,60,67,67,67,64,Cmajor,71,Gmajor
77,72,62,59,Bdiminished,69,59,69,67,72,64,Cmajor,71,Gmajor
79,71,62,59,Gmajor,67,59,67,67,67,60,Fmajor,72,Cmajor
79,74,64,52,Eminor,67,59,67,72,67,72,Cmajor,72,Cmajor
77,72,65,57,Fmajor,69,60,69,72,72,72,Cmajor,71,Gmajor
76,72,69,55,Aminor,67,60,69,72,72,60,Fmajor,72,Cmajor
74,67,71,55,Gmajor,67,59,67,67,67,64,Cmajor,71,Gmajor
74,71,67,55,Gmajor,67,59,67,71,71,64,Cmajor,71,Gmajor
76,72,67,48,Cmajor,67,60,67,72,72,60,Fmajor,72,Cmajor
77,71,65,48,Bother,69,71,71,71,71,72,Cmajor,72,Cmajor
79,67,64,52,Eminor,67,59,67,72,67,72,Cmajor,72,Cmajor
72,72,67,52,Cmajor,64,60,67,72,72,70,Aminor,72,Cmajor
76,72,67,55,Cmajor,67,60,67,72,72,67,Eminor,72,Cmajor
74,71,65,55,Gmajor,67,59,67,71,71,60,Fmajor,60,Fmajor
72,67,64,48,Cmajor,64,60,67,67,67,64,Gmajor,64,Gmajor
72,67,64,48,Cmajor,64,60,67,67,67
