original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,67,Gmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eminor
72,67,64,60,Cmajor,64,60,67,67,67,60,Fmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-64,-60,Cmajor,64,60,67,67,67,67,Cmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,64,Cmajor,65,Bdiminished,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
76,67,60,48,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,59,-48,Cmajor,67,60,67,67,67,60,Fmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,66,57,50,Dmajor,67,62,69,65,66,72,Cmajor,69,Fmajor,Gother,Dother,Dother,Dminor,Dmajor,Dother,Dother
72,67,64,52,Cmajor,64,60,67,67,67,67,Gmajor,69,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
-72,69,62,54,Dmajor,64,62,62,69,69,72,Cmajor,67,Cmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor
71,67,62,55,Gmajor,62,59,62,67,67,67,Cmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
69,64,60,48,Aminor,60,60,64,64,64,67,Cmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-69,66,57,50,Dmajor,60,62,62,65,66,64,Gmajor,67,Cmajor,Dother,Dother,Dother,Dminor,Dmajor,Dother,Gother
-69,-66,-57,-50,Dmajor,60,62,62,65,66,64,Gmajor,67,Cmajor,Dother,Dother,Dother,Dminor,Dmajor,Dother,Gother
67,62,59,43,Gmajor,60,59,62,62,62,64,Gmajor,67,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,67,Cmajor,67,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,67,Cmajor,59,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
72,60,55,52,Cmajor,64,60,67,67,67,67,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-60,-55,-52,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,64,Cmajor,67,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-60,59,Cmajor,67,60,67,67,67,67,Cmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,72,Cmajor,67,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
76,64,60,55,Cmajor,67,60,67,64,64,67,Gmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,69,-60,53,Dminor,67,57,65,69,69,67,Gmajor,67,Gmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
72,67,55,48,Cmajor,64,60,67,64,64,67,Cmajor,67,Cmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cother,Cother
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,71,Gmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Cother
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,67,Gmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Cother
72,67,64,60,Cmajor,64,60,67,67,67,64,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-64,-60,Cmajor,64,60,67,67,67,60,Fmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,72,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
76,67,60,48,Cmajor,67,60,67,67,67,67,Gmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,59,-48,Cmajor,67,60,67,67,67,72,Cmajor,72,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,66,57,50,Dmajor,67,62,69,65,66,60,Fmajor,72,Fmajor,Gother,Dother,Dother,Dminor,Dmajor,Dother,Dother
72,67,64,52,Cmajor,64,60,67,67,67,72,Aminor,72,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,69,62,54,Dmajor,64,62,62,69,69,67,Gmajor,71,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Bminor
71,67,62,55,Gmajor,62,59,62,67,67,72,Cmajor,72,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
69,64,60,48,Aminor,60,60,64,64,64,72,Cmajor,72,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
-69,66,57,50,Dmajor,60,62,62,65,66,67,Cmajor,72,Cmajor,Dother,Dother,Dother,Dminor,Dmajor,Gother,Dother
-69,-66,-57,-50,Dmajor,60,62,62,65,66,67,Cmajor,72,Cmajor,Dother,Dother,Dother,Dminor,Dmajor,Gother,Dother
67,62,59,43,Gmajor,60,59,62,62,62,67,Cmajor,72,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother
-67,-62,-59,-43,Gmajor,60,59,62,62,62,64,Cmajor,65,Dminor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
-67,-62,-59,-43,Gmajor,60,59,62,62,62,64,Cmajor,64,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Eminor
72,60,55,52,Cmajor,64,60,67,67,67,60,Fmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-72,-60,-55,-52,Cmajor,64,60,67,67,67,72,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,72,Cmajor,67,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
76,67,60,60,Cmajor,67,60,67,67,67,74,Cother,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-60,59,Cmajor,67,60,67,67,67,67,Gmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,69,60,57,Fmajor,69,60,69,69,69,67,Cmajor,69,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
76,64,60,55,Cmajor,67,60,67,64,64,67,Cmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,69,-60,53,Dminor,67,57,65,69,69,64,Gmajor,67,Cother,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-74,67,59,55,Gmajor,67,59,67,67,67,64,Gmajor,64,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Eminor
72,67,55,48,Cmajor,64,60,67,64,64,67,Cmajor,64,Cmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cother,Cmajor
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,64,Cmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Cmajor
-72,-67,-55,-48,Cmajor,64,60,67,64,64,64,Cmajor,64,Cmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Cmajor
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,72,Cmajor,69,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
77,69,60,57,Fmajor,69,60,69,69,69,67,Cmajor,69,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
79,70,55,52,Cmajor,67,60,72,59,60,60,Fmajor,67,Cmajor,Eminor,Cmajor,Cmajor,Eminor,Cmajor,Cmajor,Eminor
-79,-70,-55,-52,Cmajor,67,60,72,59,60,60,Fmajor,67,Gmajor,Eminor,Cmajor,Cmajor,Eminor,Cmajor,Cmajor,Eminor
77,69,60,53,Fmajor,69,60,69,69,69,60,Fmajor,57,Dmajor,Fmajor,Fother,Fmajor,Fmajor,Fmajor,Fother,Fmajor
76,64,60,55,Cmajor,67,60,67,64,64,64,Gmajor,64,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,69,-60,53,Dminor,67,57,65,69,69,60,Cmajor,64,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
-74,67,59,55,Gmajor,67,59,67,67,67,60,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
76,67,55,48,Cmajor,67,60,67,67,67,60,Cmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-55,-48,Cmajor,67,60,67,67,67,62,Gmajor,65,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-55,-48,Cmajor,67,60,67,67,67,62,Gmajor,65,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
79,72,64,48,Cmajor,67,60,72,72,72,62,Gmajor,65,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
79,70,64,60,Cmajor,67,60,72,67,67,67,Cmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-79,-70,-64,57,Aminor,67,60,70,70,70,60,Fmajor,64,Gmajor,Aother,Aminor,Ediminished,Ediminished,Ediminished,Aminor,Aother
81,69,60,53,Fmajor,72,60,72,69,69,64,Gmajor,64,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
-81,71,62,-53,Bdiminished,72,59,71,71,71,64,Cmajor,64,Cmajor,Dminor,Bdiminished,Bdiminished,Bdiminished,Bdiminished,Dminor,Dminor
79,72,64,52,Cmajor,67,60,72,72,72,69,Fmajor,64,Cmajor,Eminor,Cmajor,Cmajor,Cmajor,Cmajor,Aother,Eminor
77,72,60,57,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
76,67,-60,60,Cmajor,67,60,67,67,67,60,Fmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,60,48,Cmajor,67,60,67,67,67,60,Fmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,67,59,55,Gmajor,67,59,67,67,67,67,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
-74,-67,-59,-55,Gmajor,67,59,67,67,67,67,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
-74,-67,-59,-55,Gmajor,67,59,67,67,67,64,Gmajor,64,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Eminor
76,67,60,60,Cmajor,67,60,67,67,67,64,Gmajor,64,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,64,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
79,67,60,52,Cmajor,67,60,72,67,67,64,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
77,69,60,53,Fmajor,69,60,69,69,69,60,Fmajor,67,Cmajor,Fmajor,Fother,Fmajor,Fmajor,Fmajor,Fother,Fother
-77,-69,-60,-53,Dminor,69,57,69,69,69,72,Cmajor,69,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fother,Fmajor
76,67,59,55,Eminor,67,59,67,67,67,69,Fmajor,69,Fmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor
72,65,60,57,Fmajor,64,60,65,64,65,60,Fmajor,67,Cmajor,Aminor,Aminor,Fmajor,Aminor,Fmajor,Aminor,Aminor
74,62,59,59,Gmajor,67,59,67,62,62,60,Fmajor,67,Gmajor,Gmajor,Bminor,Gmajor,Bminor,Bminor,Bminor,Gmajor
-74,67,-59,55,Gmajor,67,59,67,67,67,60,Fmajor,64,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
76,67,60,60,Cmajor,67,60,67,67,67,67,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,-60,-60,Cmajor,67,60,67,67,67,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-76,-67,58,48,Cmajor,67,60,67,60,60,60,Aminor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,65,57,53,Fmajor,64,60,65,65,65,62,Dmajor,65,Fother,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor,Fmajor
-72,-65,-57,-53,Fmajor,64,60,65,65,65,62,Gmajor,65,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor,Fmajor
-72,-65,-57,-53,Fmajor,64,60,65,65,65,62,Gmajor,65,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor,Fmajor
76,67,60,48,Cmajor,67,60,67,67,67,62,Gmajor,65,Dminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Fother
