original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,53,Fmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Fother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Cmajor,59,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,60,50,43,Cother,60,60,62,59,60,60,Cmajor,55,Cmajor,Cother,Cother,Gother,Gmajor,Cother,Cother,Gother
67,60,52,36,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
70,53,50,38,B-major,62,62,53,53,53,60,Cmajor,55,Cmajor,B-major,B-major,B-major,B-major,B-major,B-major,Gminor
69,57,48,41,Fmajor,60,60,60,53,53,60,Cmajor,60,Dminor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,53,36,Fother,60,60,65,60,60,60,Cmajor,62,Ediminished,Fother,Fother,Fother,Fother,Fother,Fother,Dminor
65,60,57,41,Fmajor,60,60,60,60,60,62,Gmajor,65,Dminor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor,Fmajor
67,62,55,47,Gmajor,60,59,62,62,62,62,Gmajor,62,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,60,55,48,Cmajor,60,60,60,60,60,67,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,55,52,-48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,60,48,45,Aminor,60,60,60,57,57,60,Cmajor,62,Gmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
66,57,50,48,Dmajor,57,62,57,57,57,62,Gmajor,65,Fmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dother
67,62,50,47,Gmajor,60,59,62,62,62,67,Cmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
69,60,-55,50,Aminor,60,60,64,60,60,60,Fmajor,67,Cmajor,Aminor,Aminor,Eminor,Aminor,Aminor,Aminor,Gother
67,59,55,43,Gmajor,60,59,62,59,59,62,Gmajor,62,Gmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Gother
67,62,55,47,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Fmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
