original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Fmajor,74,Gmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Gmajor,64,Gmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,64,Cmajor,64,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eother
72,64,55,48,Cmajor,64,60,67,64,64,60,Fmajor,64,Gmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cother,Cmajor
71,62,59,43,Gmajor,62,59,62,62,62,67,Cmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
69,65,60,45,Fmajor,60,60,60,64,65,64,Gmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Fmajor,Aminor,Aminor
67,62,62,47,Gmajor,60,59,62,65,65,64,Gmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
65,60,55,48,Fother,60,60,60,62,60,67,Cmajor,67,Cmajor,Fother,Fother,Fother,Dminor,Fother,Fother,Fother
69,60,55,41,Fmajor,60,60,60,60,60,67,Cmajor,65,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
69,60,53,45,Fmajor,60,60,60,60,60,67,Cmajor,67,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,52,48,Cmajor,60,60,60,60,60,69,Fmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor,Cmajor
72,64,52,45,Aminor,64,60,64,60,60,60,Fmajor,64,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,64,55,52,Eminor,62,59,67,64,64,60,Fmajor,67,Gmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor,Eminor
69,60,57,53,Fmajor,60,60,60,60,60,67,Cmajor,64,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,64,59,55,Eminor,60,59,59,62,64,60,Fmajor,62,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Eminor,Cother,Gmajor
65,60,60,57,Fmajor,60,60,60,60,60,60,Fmajor,74,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor
69,64,57,54,F#minor,60,64,64,62,64,64,Cmajor,71,Gmajor,F#diminished,F#minor,F#minor,Dmajor,F#minor,F#minor,Bother
69,63,59,47,Bmajor,60,66,63,63,63,60,Fmajor,59,Dmajor,Aminor,Bother,Aother,Aother,Aother,Aminor,Bother
67,64,59,52,Eminor,60,59,59,64,64,60,Cmajor,55,Gmajor,Cmajor,Eminor,Eminor,Eminor,Eminor,Cmajor,Eminor
67,64,60,48,Cmajor,60,60,60,64,64,62,Gmajor,59,Cmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Cother
69,60,57,53,Fmajor,60,60,60,60,60,60,Cmajor,60,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
71,67,64,55,Eminor,62,59,67,67,67,60,Cmajor,66,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor,Eminor
72,64,60,57,Aminor,64,60,64,64,64,62,Gmajor,67,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Dother,Aminor
76,67,60,55,Cmajor,67,60,67,64,64,67,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,62,60,55,Cother,67,60,67,67,67,67,Cmajor,65,Fmajor,Cother,Cother,Cother,Cother,Cother,Cother,Dminor
74,65,59,43,Gmajor,67,59,67,67,67,67,Cmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64,64,Gmajor,65,Fmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Fother
72,64,55,48,Cmajor,64,60,67,64,64,67,Cmajor,67,Cmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cother,Cother
71,62,59,43,Gmajor,62,59,62,62,62,67,Cmajor,65,Fmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
69,65,60,45,Fmajor,60,60,60,64,65,67,Cmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Fmajor,Aminor,Aminor
67,62,62,47,Gmajor,60,59,62,65,65,69,Fmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
65,60,55,48,Fother,60,60,60,62,60,60,Fmajor,66,Bminor,Fother,Fother,Fother,Dminor,Fother,Fother,Fother
69,60,55,41,Fmajor,60,60,60,60,60,60,Fmajor,59,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Gmajor
69,60,53,45,Fmajor,60,60,60,60,60,67,Cmajor,69,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,52,48,Cmajor,60,60,60,60,60,67,Cmajor,67,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,64,52,45,Aminor,64,60,64,60,60,67,Cmajor,65,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Fmajor
71,64,55,52,Eminor,62,59,67,64,64,60,Fmajor,67,Cmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor,Eminor
69,60,57,53,Fmajor,60,60,60,60,60,62,Gmajor,62,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor,Dminor
67,64,59,55,Eminor,60,59,59,62,64,67,Cmajor,67,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Eminor,Gmajor,Gmajor
65,60,60,57,Fmajor,60,60,60,60,60,64,Cmajor,64,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
69,64,57,54,F#minor,60,64,64,62,64,60,Fmajor,64,Cmajor,F#diminished,F#minor,F#minor,Dmajor,F#minor,F#diminished,F#minor
69,63,59,47,Bmajor,60,66,63,63,63,67,Cmajor,67,Gmajor,Aminor,Bother,Aother,Aother,Aother,Gmajor,Gmajor
67,64,59,52,Eminor,60,59,59,64,64,67,Cmajor,67,Cmajor,Cmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor
67,64,60,48,Cmajor,60,60,60,64,64,67,Cmajor,65,Fmajor,Cother,Cother,Cother,Cmajor,Cmajor,Cother,Fother
69,60,57,53,Fmajor,60,60,60,60,60,60,Fmajor,67,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
71,67,64,55,Eminor,62,59,67,67,67,62,Gmajor,62,Gmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor
72,64,60,57,Aminor,64,60,64,64,64,64,Gmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
76,67,60,55,Cmajor,67,60,67,64,64,64,Cmajor,64,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,62,60,55,Cother,67,60,67,67,67,60,Fmajor,64,Cmajor,Cother,Cother,Cother,Cother,Cother,Cother,Cmajor
74,65,59,43,Gmajor,67,59,67,67,67,64,Gmajor,67,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64,64,Gmajor,67,Cmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Cother
72,67,64,60,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,67,60,57,Aminor,64,60,64,64,64,64,Cmajor,67,Gmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
74,65,59,56,G#diminished,67,62,65,64,65,60,Fmajor,64,Cmajor,Gmajor,G#diminished,G#diminished,Emajor,G#diminished,G#diminished,Emajor
72,64,57,57,Aminor,64,60,64,64,64,67,Cmajor,64,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
69,62,60,54,Dmajor,60,62,62,62,62,67,Cmajor,64,Eminor,F#diminished,Dmajor,Dmajor,Dmajor,Dmajor,F#diminished,F#diminished
72,62,54,50,Dmajor,64,62,62,62,62,60,Fmajor,65,Dminor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dother
72,62,57,54,Dmajor,64,62,62,62,62,60,Cmajor,62,Gmajor,F#diminished,Dmajor,Dmajor,Dmajor,Dmajor,F#diminished,Dmajor
71,62,55,55,Gmajor,62,59,62,62,62,60,Cmajor,64,Aminor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Eminor
71,62,55,55,Gmajor,62,59,62,62,62,62,Gmajor,64,Aminor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor
72,64,55,52,Cmajor,64,60,67,67,67,62,Gmajor,65,Dminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,65,55,48,Dminor,67,57,65,65,65,60,Cmajor,62,Gmajor,Cother,Aminor,Dminor,Dminor,Dminor,Cother,Cother
72,64,55,48,Cmajor,64,60,67,64,64,60,Cmajor,64,Aminor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cother,Cmajor
69,62,53,50,Dminor,60,57,65,62,62,62,Gmajor,62,Dmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
72,60,52,45,Aminor,64,60,64,60,60,67,Cmajor,62,Gmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
72,64,57,48,Aminor,64,60,64,64,64,67,Cmajor,64,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,64,56,52,Emajor,62,59,68,64,64,60,Fmajor,62,Gmajor,Emajor,Emajor,Emajor,Emajor,Emajor,Caugmented,Emajor
76,64,57,49,Amajor,67,64,69,64,64,62,Gmajor,64,Aminor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor,Amajor
77,62,57,50,Dminor,69,57,69,62,62,62,Gmajor,65,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
74,62,59,55,Gmajor,67,59,67,67,67,60,Cmajor,62,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
76,67,59,52,Eminor,67,59,67,68,67,60,Cmajor,64,Aminor,Eminor,Eother,Eminor,Emajor,Eminor,Cmajor,Eother
72,64,60,57,Aminor,64,60,64,64,64,62,Gmajor,66,Dmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Dother,F#diminished
72,62,57,54,Dmajor,64,62,62,62,62,67,Cmajor,67,Gmajor,F#diminished,Dmajor,Dmajor,Dmajor,Dmajor,F#diminished,F#diminished
71,62,55,55,Gmajor,62,59,62,62,62,60,Fmajor,65,Fmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64,64,Gmajor,67,Cmajor,Cmajor,Cother,Cother,Cmajor,Cmajor,Cmajor,Cother
71,65,62,50,Bdiminished,62,59,65,65,65,64,Cmajor,67,Gmajor,Bminor,Bminor,Bdiminished,Bdiminished,Bdiminished,Eother,Gmajor
72,64,55,52,Cmajor,64,60,67,67,67,64,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
71,62,59,55,Gmajor,62,59,62,62,62,60,Fmajor,64,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Eminor
69,66,60,51,D#diminished,60,66,63,66,66,67,Cmajor,64,Aminor,Adiminished,F#diminished,Adiminished,F#diminished,F#diminished,Adiminished,Aother
67,64,59,52,Eminor,60,59,59,64,64,67,Cmajor,64,Eminor,Cmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor
67,64,57,49,Amajor,60,64,57,64,64,60,Fmajor,65,Dminor,Aother,Amajor,Amajor,Amajor,Amajor,Aother,Faugmented
66,62,57,50,Dmajor,57,62,57,62,62,60,Cmajor,62,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor
67,62,59,43,Gmajor,60,59,62,62,62,60,Cmajor,64,Aminor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Eminor
76,72,55,48,Cmajor,67,60,67,67,67,62,Gmajor,64,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
74,68,59,47,G#diminished,67,62,65,67,68,62,Gmajor,65,Dminor,Gmajor,Bminor,Bdiminished,Gmajor,G#diminished,Bminor,Bdiminished
72,69,52,45,Aminor,64,60,64,60,60,60,Cmajor,62,Gmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,68,64,52,Emajor,62,59,68,68,68,60,Cmajor,64,Aminor,Eother,Eother,Emajor,Emajor,Emajor,Cmajor,Eother
76,71,64,56,Emajor,67,59,71,71,71,62,Gmajor,62,Dmajor,Eother,Emajor,Emajor,Emajor,Emajor,Emajor,Emajor
77,69,60,57,Fmajor,69,60,69,69,69,67,Cmajor,62,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor
74,69,62,59,Bminor,67,62,69,67,69,67,Cmajor,64,Cmajor,Gmajor,Bminor,Bminor,Gmajor,Bminor,Gmajor,Eother
76,67,60,60,Cmajor,67,60,67,67,67,60,Fmajor,62,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,67,60,52,Cmajor,64,60,67,67,67,62,Gmajor,64,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
72,62,57,54,Dmajor,64,62,62,62,62,62,Gmajor,65,Dminor,F#diminished,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Fmajor
71,64,59,56,Emajor,62,59,68,64,64,60,Cmajor,62,Gmajor,G#diminished,G#minor,G#minor,Emajor,Emajor,Cother,G#diminished
72,64,57,57,Aminor,64,60,64,64,64,60,Cmajor,64,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
72,67,60,52,Cmajor,64,60,67,67,67,62,Gmajor,66,Dmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,F#other
72,67,57,53,Fmajor,64,60,65,65,65,67,Cmajor,67,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
72,65,57,57,Fmajor,64,60,65,64,65,67,Cmajor,67,Cmajor,Aminor,Aminor,Fmajor,Aminor,Fmajor,Aminor,Aminor
74,65,57,47,Bdiminished,67,59,65,65,65,1000,Fmajor,1000,Dminor,Gmajor,Bminor,Bdiminished,Bdiminished,Bdiminished,Bminor,Bminor
72,64,55,48,Cmajor,64,60,67,64,64,60,Fmajor,67,Ediminished,Cmajor,Cother,Cother,Cmajor,Cmajor,Cother,Cother
72,62,55,55,Cother,64,60,62,64,62,60,Fmajor,60,Fmajor,Cmajor,Cother,Cother,Cmajor,Cother,Cother,Cother
71,62,55,43,Gmajor,62,59,62,62,62,67,Cmajor,62,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
72,64,55,48,Cmajor,64,60,67,64,64,Cmajor,Cother,Cother,Cmajor,Cmajor,NOT_FOUND,NOT_FOUND
