original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,58,Gminor,Eother,Eother,Eother,Eother,Eother,Eother,Eother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,48,Aminor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Aminor,64,Dminor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eother
60,55,52,48,Cmajor,55,60,55,55,55,62,Dmajor,64,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,55,50,47,Gmajor,60,59,62,62,62,62,Gmajor,67,Aminor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,55,48,48,Cmajor,60,60,60,55,55,67,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Fmajor,67,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,60,55,40,Cmajor,60,60,60,60,60,55,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Eminor
69,60,55,41,Fmajor,60,60,60,60,60,60,Fmajor,57,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
69,60,53,45,Fmajor,60,60,60,60,60,59,Gmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Bother,Fmajor
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
69,64,55,48,Aminor,60,60,64,64,64,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,62,54,50,Bminor,62,62,62,62,62,59,Gmajor,59,Gmajor,Bminor,Bminor,Bminor,Bminor,Bminor,Bminor,Bminor
72,60,55,52,Cmajor,64,60,67,67,67,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
71,62,59,55,Gmajor,62,59,62,62,62,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
69,60,52,48,Aminor,60,60,64,60,60,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
69,60,54,50,Dmajor,60,62,62,62,62,59,Gmajor,59,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Bminor,Bminor
67,59,55,43,Gmajor,60,59,62,59,59,59,Cmajor,60,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gmajor,Cother
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Cother,Cother
65,60,57,45,Fmajor,60,60,60,60,60,60,Dminor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
64,60,55,48,Cmajor,60,60,60,60,60,62,Gmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,60,55,43,Cother,59,60,60,59,60,60,Cmajor,60,Cmajor,Gmajor,Cother,Cother,Gmajor,Cother,Cother,Cother
-62,59,-55,-43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
60,60,55,36,Cmajor,55,60,55,60,60,60,Cmajor,60,Cmajor,Cother,Cother,Cother,Cother,Cother,Cother,Cother
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,55,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,55,50,47,Gmajor,60,59,62,62,62,60,Cmajor,57,Aminor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
64,55,48,48,Cmajor,60,60,60,55,55,55,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
60,57,52,45,Aminor,55,60,57,57,57,60,Fmajor,57,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,60,55,40,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Cmajor
69,60,55,41,Fmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Gmajor,Fmajor
69,60,53,45,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,52,48,Cmajor,60,60,60,60,60,60,Aminor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,62,55,47,Gmajor,60,59,62,62,62,62,Dmajor,60,Cmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother
69,64,55,48,Aminor,60,60,64,64,64,62,Gmajor,60,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
71,62,54,50,Bminor,62,62,62,62,62,60,Cmajor,60,Cmajor,Bminor,Bminor,Bminor,Bminor,Bminor,Bminor,Bminor
72,60,55,52,Cmajor,64,60,67,67,67,60,Cmajor,67,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
71,62,59,55,Gmajor,62,59,62,62,62,62,Gmajor,67,Aminor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
69,60,52,48,Aminor,60,60,64,60,60,62,Gmajor,67,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
69,60,54,50,Dmajor,60,62,62,62,62,67,Cmajor,67,Gmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor,Dmajor
