original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Eminor
67,60,52,48,Cmajor,60,60,60,60,60,59,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Dminor,60,57,65,60,60,52,Cmajor,52,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,59,50,43,Gmajor,60,59,62,59,59,50,Gmajor,52,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Eminor
64,60,57,45,Aminor,60,60,60,60,60,52,Cmajor,52,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aother,Aother
67,60,55,40,Cmajor,60,60,60,60,60,53,Fmajor,52,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Eminor
62,59,55,43,Gmajor,59,59,59,59,59,53,Dminor,53,Dminor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Gother
-62,-59,-55,-43,Gmajor,59,59,59,59,59,55,Gmajor,55,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Gother
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
66,60,57,45,F#diminished,57,60,60,60,60,59,Cmajor,55,Cmajor,F#minor,F#diminished,F#diminished,F#diminished,F#diminished,Bother,F#minor
67,59,50,43,Gmajor,60,59,62,59,59,55,Gmajor,55,Gmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Gother
-67,-59,-50,-43,Gmajor,60,59,62,59,59,55,Gmajor,55,Gmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Gother
-67,-59,-50,-43,Gmajor,60,59,62,59,59,55,Cmajor,55,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Gother
67,60,52,48,Cmajor,60,60,60,60,60,52,Cmajor,53,Bdiminished,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,53,Dminor,53,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,55,40,Cmajor,60,60,60,60,60,59,Gmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
65,62,57,38,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,60,55,40,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gother
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,59,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,55,Gmajor,54,Dmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,F#other
60,55,52,48,Cmajor,55,60,55,55,55,50,Gmajor,50,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,52,Cmajor,55,Cmajor,Bminor,Bminor,Bminor,Gmajor,Gmajor,Eother,Gmajor
65,60,57,45,Fmajor,60,60,60,60,60,50,Gmajor,50,Gmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Dminor,Dminor
64,60,55,48,Cmajor,60,60,60,60,60,52,Cmajor,50,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,-60,52,36,Cmajor,60,60,60,60,60,53,Fmajor,52,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-67,60,48,40,Cmajor,60,60,60,55,55,53,Fmajor,48,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,52,Cmajor,52,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Eminor
60,57,52,45,Aminor,55,60,57,57,57,55,Gmajor,57,Fmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
59,55,50,47,Gmajor,55,59,55,55,55,59,Gmajor,59,Cmajor,Gmajor,Bminor,Gmajor,Gmajor,Gmajor,Bminor,Bminor
57,-55,50,50,Gother,54,67,55,54,55,60,Cmajor,55,Cother,Dmajor,Gother,Gother,Dmajor,Gother,Dother,Gother
-57,54,-50,38,Dmajor,54,62,54,54,54,60,Cmajor,55,Gmajor,Dmajor,Dother,Dmajor,Dmajor,Dmajor,Dother,Gother
55,50,47,43,Gmajor,50,59,50,50,50,60,Cmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gmajor
-55,-50,-47,-43,Gmajor,50,59,50,50,50,60,Cmajor,55,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Gmajor
-55,-50,-47,-43,Gmajor,50,59,50,50,50,59,Cmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
55,55,47,40,Eminor,50,59,55,55,55,55,Cmajor,55,Gmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor,Eminor
60,57,48,45,Aminor,55,60,57,52,52,55,Gmajor,55,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
62,59,55,43,Gmajor,59,59,59,59,59,55,Gmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Gother
64,60,55,48,Cmajor,60,60,60,60,60,55,Cmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
67,64,52,-48,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
67,64,49,45,Amajor,60,64,57,64,64,60,Cmajor,60,Cmajor,Aother,Amajor,Amajor,Amajor,Amajor,Aother,Aother
65,62,45,38,Dminor,60,57,62,62,62,60,Cmajor,60,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,60,44,40,Caugmented,60,60,60,60,60,59,Cmajor,60,Cmajor,Caugmented,Caugmented,Caugmented,Caugmented,Caugmented,Emajor,Caugmented
62,57,45,41,Dminor,59,57,57,57,57,60,Cmajor,60,Fmajor,Bdiminished,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,56,47,40,Emajor,60,59,59,56,56,62,Gmajor,60,Fmajor,Cmajor,Eother,Eother,Emajor,Emajor,Eother,Cmajor
-64,-56,-47,-40,Emajor,60,59,59,56,56,62,Gmajor,60,Cmajor,Cmajor,Eother,Eother,Emajor,Emajor,Eother,Cmajor
-64,-56,-47,-40,Emajor,60,59,59,56,56,60,Cmajor,60,Cmajor,Cmajor,Eother,Eother,Emajor,Emajor,Cmajor,Cmajor
64,57,48,45,Aminor,60,60,60,57,57,60,Cmajor,60,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,59,55,52,Eminor,60,59,59,60,59,60,Cmajor,62,Gmajor,Cmajor,Eminor,Eminor,Cmajor,Eminor,Cmajor,Eminor
69,62,53,50,Dminor,60,57,65,62,62,62,Gmajor,62,Gmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
67,62,50,47,Gmajor,60,59,62,62,62,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
62,59,55,43,Gmajor,59,59,59,59,59,59,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother
64,55,52,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
66,57,48,45,F#diminished,57,60,60,57,57,62,Gmajor,60,Fmajor,F#diminished,F#diminished,F#diminished,F#diminished,F#diminished,Dmajor,F#diminished
67,59,50,43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Cother,Cother
-67,-59,-50,-43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Cother,Cother
-67,-59,-50,-43,Gmajor,60,59,62,59,59,60,Cmajor,60,Cmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Cother,Cother
67,60,52,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
69,60,53,41,Fmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,55,40,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor,Cmajor
62,59,55,43,Gmajor,59,59,59,59,59,60,Cmajor,60,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Cother,Cother
65,57,48,45,Fmajor,60,60,60,57,57,60,Cmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
64,55,48,48,Cmajor,60,60,60,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,55,47,43,Gmajor,59,59,59,55,55,60,Cmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
60,55,52,36,Cmajor,55,60,55,55,55,60,Cmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,59,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,60,Fmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
60,55,52,36,Cmajor,55,60,55,55,55,52,Cmajor,50,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,55,47,43,Gmajor,59,59,59,55,55,52,Cmajor,55,Cmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Eminor,Gmajor
65,53,50,38,Dminor,60,57,62,57,57,50,Gmajor,52,Cmajor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,57,48,45,Aminor,60,60,60,57,57,52,Cmajor,52,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
67,55,48,40,Cmajor,60,60,60,55,55,53,Fmajor,57,Fmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Aminor
67,59,55,43,Gmajor,60,59,62,59,59,53,Fmajor,48,Fmajor,Cother,Gmajor,Gother,Gmajor,Gmajor,Gother,Cother
