original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,60,Dminor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Cmajor,Cmajor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,62,Gmajor,59,Gmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eother
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Cmajor,60,Cmajor,Eother,Eother,Eother,Eother,Eother,Eother,Cmajor
60,55,52,48,Cmajor,55,60,55,55,55,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
64,60,55,48,Cmajor,60,60,60,60,60,60,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
65,60,57,45,Fmajor,60,60,60,60,60,60,Fmajor,60,Cmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
67,60,58,40,Cmajor,60,60,60,60,60,59,Cmajor,60,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eother,Cmajor
67,60,57,45,Aminor,60,60,60,60,60,60,Cmajor,48,Cmajor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor,Aminor
65,60,57,50,Dminor,60,57,62,62,62,60,Cmajor,64,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor,Dminor
64,60,55,52,Cmajor,60,60,60,60,60,60,Cmajor,64,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Eminor
62,59,55,55,Gmajor,59,59,59,59,59,62,Gmajor,62,Dmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gother,Gother
67,62,59,55,Gmajor,60,59,62,62,62,67,Cmajor,62,Gmajor,Cother,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
