original_S,original_A,original_T,original_B,original_chord,simple2,simple3,simple1,simple7,simple6,viterbi4,viterbi4_chords,viterbi8,viterbi8_chords,simple2CHORD,simple3CHORD,simple1CHORD,simple7CHORD,simple6CHORD,viterbi4CHORD,viterbi8CHORD
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,59,Gmajor,55,Gmajor,Eother,Eother,Eother,Eother,Eother,Eother,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,55,Gmajor,55,Gmajor,Eother,Eother,Eother,Eother,Eother,Eminor,Eminor
-1000,-1000,-1000,-1000,1000,1000,1000,1000,1000,1000,55,Cmajor,55,Cmajor,Eother,Eother,Eother,Eother,Eother,Eminor,Eminor
60,55,52,48,Cmajor,55,60,55,55,55,52,Cmajor,55,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
62,55,50,47,Gmajor,59,59,59,55,55,53,Dminor,53,Dminor,Bminor,Bminor,Bminor,Gmajor,Gmajor,Bdiminished,Bdiminished
62,55,47,43,Gmajor,59,59,59,55,55,50,Gmajor,50,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor,Gmajor
60,55,48,40,Cmajor,55,60,55,55,55,52,Cmajor,50,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-60,55,52,36,Cmajor,55,60,55,55,55,53,Fmajor,55,Aminor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Fother,Cmajor
57,53,48,41,Fmajor,54,60,53,53,53,60,Fmajor,55,Gmajor,F#diminished,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor,Fmajor
55,55,48,40,Cmajor,50,60,52,55,55,60,Fmajor,59,Gmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
57,53,48,38,Dminor,54,57,53,55,53,59,Cmajor,55,Cmajor,Dmajor,Dother,Dminor,Aminor,Dminor,Bminor,Aminor
59,55,52,43,Eminor,55,59,55,55,55,60,Cmajor,55,Cmajor,Eminor,Eminor,Eminor,Eminor,Eminor,Cmajor,Eminor
60,55,52,36,Cmajor,55,60,55,55,55,55,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
-60,-55,-52,-36,Cmajor,55,60,55,55,55,52,Cmajor,55,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor,Cmajor
